initial_allocation,buy_step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.375,0.025,1.2491,0.1403,-0.2083,0.1388,1.019
0.375,0.0275,1.2496,0.1403,-0.2083,0.1388,1.019
0.375,0.03,1.25,0.1404,-0.2083,0.1388,1.019
0.375,0.0325,1.2504,0.1404,-0.2083,0.1388,1.019
0.375,0.035,1.2508,0.1404,-0.2083,0.1388,1.019
0.375,0.0375,1.2512,0.1405,-0.2083,0.1389,1.02
0.375,0.04,1.2517,0.1405,-0.2083,0.1389,1.02
0.375,0.0425,1.2521,0.1405,-0.2083,0.1389,1.02
0.375,0.045,1.2525,0.1406,-0.2083,0.1389,1.02
0.375,0.0475,1.2529,0.1406,-0.2083,0.1389,1.02
0.375,0.05,1.2533,0.1406,-0.2083,0.1389,1.02
0.375,0.0525,1.2538,0.1407,-0.2083,0.1389,1.02
0.375,0.055,1.2542,0.1407,-0.2083,0.1389,1.021
0.375,0.0575,1.2546,0.1407,-0.2083,0.139,1.021
0.375,0.06,1.255,0.1408,-0.2083,0.139,1.021
0.375,0.0625,1.2554,0.1408,-0.2083,0.139,1.021
0.375,0.065,1.2558,0.1408,-0.2083,0.139,1.021
0.375,0.0675,1.2562,0.1409,-0.2083,0.139,1.021
0.375,0.07,1.2567,0.1409,-0.2083,0.139,1.021
0.375,0.0725,1.2571,0.1409,-0.2083,0.139,1.021
0.375,0.075,1.2575,0.141,-0.2083,0.1391,1.022
0.375,0.0775,1.2579,0.141,-0.2083,0.1391,1.022
0.375,0.08,1.2583,0.141,-0.2083,0.1391,1.022
0.375,0.0825,1.2587,0.1411,-0.2083,0.1391,1.022
0.375,0.085,1.2591,0.1411,-0.2083,0.1391,1.022
0.375,0.0875,1.2595,0.1411,-0.2083,0.1391,1.022
0.375,0.09,1.2599,0.1412,-0.2083,0.1392,1.022
0.375,0.0925,1.2603,0.1412,-0.2083,0.1392,1.022
0.375,0.095,1.2607,0.1412,-0.2083,0.1392,1.022
0.375,0.0975,1.2611,0.1413,-0.2083,0.1392,1.022
0.375,0.1,1.2615,0.1413,-0.2083,0.1392,1.023
0.3775,0.0,1.2452,0.14,-0.2083,0.1388,1.017
0.3775,0.0025,1.2457,0.14,-0.2083,0.1388,1.017
0.3775,0.005,1.2461,0.14,-0.2083,0.1388,1.018
0.3775,0.0075,1.2465,0.1401,-0.2083,0.1388,1.018
0.3775,0.01,1.247,0.1401,-0.2083,0.1388,1.018
0.3775,0.0125,1.2474,0.1402,-0.2083,0.1388,1.018
0.3775,0.015,1.2478,0.1402,-0.2083,0.1388,1.018
0.3775,0.0175,1.2483,0.1402,-0.2083,0.1388,1.018
0.3775,0.02,1.2487,0.1403,-0.2083,0.1388,1.019
0.3775,0.0225,1.2491,0.1403,-0.2083,0.1388,1.019
0.3775,0.025,1.2495,0.1403,-0.2083,0.1388,1.019
0.3775,0.0275,1.25,0.1404,-0.2083,0.1388,1.019
0.3775,0.03,1.2504,0.1404,-0.2083,0.1388,1.019
0.3775,0.0325,1.2508,0.1404,-0.2083,0.1388,1.019
0.3775,0.035,1.2512,0.1405,-0.2083,0.1389,1.02
0.3775,0.0375,1.2517,0.1405,-0.2083,0.1389,1.02
0.3775,0.04,1.2521,0.1405,-0.2083,0.1389,1.02
0.3775,0.0425,1.2525,0.1406,-0.2083,0.1389,1.02
0.3775,0.045,1.2529,0.1406,-0.2083,0.1389,1.02
0.3775,0.0475,1.2533,0.1406,-0.2083,0.1389,1.02
0.3775,0.05,1.2538,0.1407,-0.2083,0.1389,1.021
0.3775,0.0525,1.2542,0.1407,-0.2083,0.1389,1.021
0.3775,0.055,1.2546,0.1407,-0.2083,0.1389,1.021
0.3775,0.0575,1.255,0.1408,-0.2083,0.139,1.021
0.3775,0.06,1.2554,0.1408,-0.2083,0.139,1.021
0.3775,0.0625,1.2558,0.1408,-0.2083,0.139,1.021
0.3775,0.065,1.2562,0.1409,-0.2083,0.139,1.021
0.3775,0.0675,1.2567,0.1409,-0.2083,0.139,1.021
0.3775,0.07,1.2571,0.1409,-0.2083,0.139,1.022
0.3775,0.0725,1.2575,0.141,-0.2083,0.139,1.022
0.3775,0.075,1.2579,0.141,-0.2083,0.1391,1.022
0.3775,0.0775,1.2583,0.141,-0.2083,0.1391,1.022
0.3775,0.08,1.2587,0.1411,-0.2083,0.1391,1.022
0.3775,0.0825,1.2591,0.1411,-0.2083,0.1391,1.022
0.3775,0.085,1.2595,0.1411,-0.2083,0.1391,1.022
0.3775,0.0875,1.2599,0.1412,-0.2083,0.1391,1.022
0.3775,0.09,1.2603,0.1412,-0.2083,0.1392,1.022
0.3775,0.0925,1.2607,0.1412,-0.2083,0.1392,1.022
0.3775,0.095,1.2611,0.1413,-0.2083,0.1392,1.023
0.3775,0.0975,1.2615,0.1413,-0.2083,0.1392,1.023
0.3775,0.1,1.2619,0.1413,-0.2083,0.1392,1.023
0.38,0.0,1.2456,0.14,-0.2083,0.1388,1.017
0.38,0.0025,1.2461,0.14,-0.2083,0.1388,1.018
0.38,0.005,1.2465,0.1401,-0.2083,0.1388,1.018
0.38,0.0075,1.2469,0.1401,-0.2083,0.1388,1.018
0.38,0.01,1.2474,0.1402,-0.2083,0.1388,1.018
0.38,0.0125,1.2478,0.1402,-0.2083,0.1388,1.018
0.38,0.015,1.2482,0.1402,-0.2083,0.1388,1.018
0.38,0.0175,1.2487,0.1403,-0.2083,0.1388,1.019
0.38,0.02,1.2491,0.1403,-0.2083,0.1388,1.019
0.38,0.0225,1.2495,0.1403,-0.2083,0.1388,1.019
0.38,0.025,1.2499,0.1404,-0.2083,0.1388,1.019
0.38,0.0275,1.2504,0.1404,-0.2083,0.1388,1.019
0.38,0.03,1.2508,0.1404,-0.2083,0.1388,1.019
0.38,0.0325,1.2512,0.1405,-0.2083,0.1388,1.02
0.38,0.035,1.2516,0.1405,-0.2083,0.1389,1.02
0.38,0.0375,1.2521,0.1405,-0.2083,0.1389,1.02
0.38,0.04,1.2525,0.1406,-0.2083,0.1389,1.02
0.38,0.0425,1.2529,0.1406,-0.2083,0.1389,1.02
0.38,0.045,1.2533,0.1406,-0.2083,0.1389,1.02
0.38,0.0475,1.2537,0.1407,-0.2083,0.1389,1.021
0.38,0.05,1.2542,0.1407,-0.2083,0.1389,1.021
0.38,0.0525,1.2546,0.1407,-0.2083,0.1389,1.021
0.38,0.055,1.255,0.1408,-0.2083,0.1389,1.021
0.38,0.0575,1.2554,0.1408,-0.2083,0.139,1.021
0.38,0.06,1.2558,0.1408,-0.2083,0.139,1.021
0.38,0.0625,1.2562,0.1409,-0.2083,0.139,1.021
0.38,0.065,1.2567,0.1409,-0.2083,0.139,1.021
0.38,0.0675,1.2571,0.1409,-0.2083,0.139,1.022
0.38,0.07,1.2575,0.141,-0.2083,0.139,1.022
0.38,0.0725,1.2579,0.141,-0.2083,0.1391,1.022
0.38,0.075,1.2583,0.141,-0.2083,0.1391,1.022
0.38,0.0775,1.2587,0.1411,-0.2083,0.1391,1.022
0.38,0.08,1.2591,0.1411,-0.2083,0.1391,1.022
0.38,0.0825,1.2595,0.1411,-0.2083,0.1391,1.022
0.38,0.085,1.2599,0.1412,-0.2083,0.1391,1.022
0.38,0.0875,1.2603,0.1412,-0.2083,0.1392,1.022
0.38,0.09,1.2607,0.1412,-0.2083,0.1392,1.023
0.38,0.0925,1.2611,0.1413,-0.2083,0.1392,1.023
0.38,0.095,1.2615,0.1413,-0.2083,0.1392,1.023
0.38,0.0975,1.262,0.1413,-0.2083,0.1392,1.023
0.38,0.1,1.2624,0.1414,-0.2083,0.1392,1.023
0.3825,0.0,1.2461,0.14,-0.2083,0.1388,1.018
0.3825,0.0025,1.2465,0.1401,-0.2083,0.1388,1.018
0.3825,0.005,1.2469,0.1401,-0.2083,0.1388,1.018
0.3825,0.0075,1.2473,0.1401,-0.2083,0.1388,1.018
0.3825,0.01,1.2478,0.1402,-0.2083,0.1388,1.018
0.3825,0.0125,1.2482,0.1402,-0.2083,0.1388,1.018
0.3825,0.015,1.2486,0.1403,-0.2083,0.1388,1.019
0.3825,0.0175,1.2491,0.1403,-0.2083,0.1388,1.019
0.3825,0.02,1.2495,0.1403,-0.2083,0.1388,1.019
0.3825,0.0225,1.2499,0.1404,-0.2083,0.1388,1.019
0.3825,0.025,1.2504,0.1404,-0.2083,0.1388,1.019
0.3825,0.0275,1.2508,0.1404,-0.2083,0.1388,1.02
0.3825,0.03,1.2512,0.1405,-0.2083,0.1388,1.02
0.3825,0.0325,1.2516,0.1405,-0.2083,0.1389,1.02
0.3825,0.035,1.252,0.1405,-0.2083,0.1389,1.02
0.3825,0.0375,1.2525,0.1406,-0.2083,0.1389,1.02
0.3825,0.04,1.2529,0.1406,-0.2083,0.1389,1.02
0.3825,0.0425,1.2533,0.1406,-0.2083,0.1389,1.02
0.3825,0.045,1.2537,0.1407,-0.2083,0.1389,1.021
0.3825,0.0475,1.2542,0.1407,-0.2083,0.1389,1.021
0.3825,0.05,1.2546,0.1407,-0.2083,0.1389,1.021
0.3825,0.0525,1.255,0.1408,-0.2083,0.1389,1.021
0.3825,0.055,1.2554,0.1408,-0.2083,0.139,1.021
0.3825,0.0575,1.2558,0.1408,-0.2083,0.139,1.021
0.3825,0.06,1.2562,0.1409,-0.2083,0.139,1.021
0.3825,0.0625,1.2566,0.1409,-0.2083,0.139,1.022
0.3825,0.065,1.2571,0.1409,-0.2083,0.139,1.022
0.3825,0.0675,1.2575,0.141,-0.2083,0.139,1.022
0.3825,0.07,1.2579,0.141,-0.2083,0.139,1.022
0.3825,0.0725,1.2583,0.141,-0.2083,0.1391,1.022
0.3825,0.075,1.2587,0.1411,-0.2083,0.1391,1.022
0.3825,0.0775,1.2591,0.1411,-0.2083,0.1391,1.022
0.3825,0.08,1.2595,0.1411,-0.2083,0.1391,1.022
0.3825,0.0825,1.2599,0.1412,-0.2083,0.1391,1.022
0.3825,0.085,1.2603,0.1412,-0.2083,0.1391,1.023
0.3825,0.0875,1.2607,0.1412,-0.2083,0.1392,1.023
0.3825,0.09,1.2611,0.1413,-0.2083,0.1392,1.023
0.3825,0.0925,1.2616,0.1413,-0.2083,0.1392,1.023
0.3825,0.095,1.262,0.1413,-0.2083,0.1392,1.023
0.3825,0.0975,1.2624,0.1414,-0.2083,0.1392,1.023
0.3825,0.1,1.2628,0.1414,-0.2083,0.1393,1.023
0.385,0.0,1.2465,0.1401,-0.2083,0.1388,1.018
0.385,0.0025,1.2469,0.1401,-0.2083,0.1388,1.018
0.385,0.005,1.2473,0.1401,-0.2083,0.1388,1.018
0.385,0.0075,1.2478,0.1402,-0.2083,0.1388,1.018
0.385,0.01,1.2482,0.1402,-0.2083,0.1388,1.018
0.385,0.0125,1.2486,0.1403,-0.2083,0.1388,1.019
0.385,0.015,1.249,0.1403,-0.2083,0.1388,1.019
0.385,0.0175,1.2495,0.1403,-0.2083,0.1388,1.019
0.385,0.02,1.2499,0.1404,-0.2083,0.1388,1.019
0.385,0.0225,1.2503,0.1404,-0.2083,0.1388,1.019
0.385,0.025,1.2508,0.1404,-0.2083,0.1388,1.02
0.385,0.0275,1.2512,0.1405,-0.2083,0.1388,1.02
0.385,0.03,1.2516,0.1405,-0.2083,0.1388,1.02
0.385,0.0325,1.252,0.1405,-0.2083,0.1389,1.02
0.385,0.035,1.2525,0.1406,-0.2083,0.1389,1.02
0.385,0.0375,1.2529,0.1406,-0.2083,0.1389,1.02
0.385,0.04,1.2533,0.1406,-0.2083,0.1389,1.02
0.385,0.0425,1.2537,0.1407,-0.2083,0.1389,1.021
0.385,0.045,1.2541,0.1407,-0.2083,0.1389,1.021
0.385,0.0475,1.2546,0.1407,-0.2083,0.1389,1.021
0.385,0.05,1.255,0.1408,-0.2083,0.1389,1.021
0.385,0.0525,1.2554,0.1408,-0.2083,0.1389,1.021
0.385,0.055,1.2558,0.1408,-0.2083,0.139,1.021
0.385,0.0575,1.2562,0.1409,-0.2083,0.139,1.021
0.385,0.06,1.2566,0.1409,-0.2083,0.139,1.022
0.385,0.0625,1.2571,0.1409,-0.2083,0.139,1.022
0.385,0.065,1.2575,0.141,-0.2083,0.139,1.022
0.385,0.0675,1.2579,0.141,-0.2083,0.139,1.022
0.385,0.07,1.2583,0.141,-0.2083,0.139,1.022
0.385,0.0725,1.2587,0.1411,-0.2083,0.1391,1.022
0.385,0.075,1.2591,0.1411,-0.2083,0.1391,1.022
0.385,0.0775,1.2595,0.1411,-0.2083,0.1391,1.022
0.385,0.08,1.2599,0.1412,-0.2083,0.1391,1.023
0.385,0.0825,1.2603,0.1412,-0.2083,0.1391,1.023
0.385,0.085,1.2607,0.1412,-0.2083,0.1391,1.023
0.385,0.0875,1.2612,0.1413,-0.2083,0.1392,1.023
0.385,0.09,1.2616,0.1413,-0.2083,0.1392,1.023
0.385,0.0925,1.262,0.1413,-0.2083,0.1392,1.023
0.385,0.095,1.2624,0.1414,-0.2083,0.1392,1.023
0.385,0.0975,1.2628,0.1414,-0.2083,0.1392,1.023
0.385,0.1,1.2632,0.1414,-0.2083,0.1393,1.023
0.3875,0.0,1.2469,0.1401,-0.2083,0.1388,1.018
0.3875,0.0025,1.2473,0.1401,-0.2083,0.1388,1.018
0.3875,0.005,1.2477,0.1402,-0.2083,0.1388,1.018
0.3875,0.0075,1.2482,0.1402,-0.2083,0.1388,1.018
0.3875,0.01,1.2486,0.1403,-0.2083,0.1388,1.019
0.3875,0.0125,1.249,0.1403,-0.2083,0.1388,1.019
0.3875,0.015,1.2495,0.1403,-0.2083,0.1388,1.019
0.3875,0.0175,1.2499,0.1404,-0.2083,0.1388,1.019
0.3875,0.02,1.2503,0.1404,-0.2083,0.1388,1.019
0.3875,0.0225,1.2507,0.1404,-0.2083,0.1388,1.02
0.3875,0.025,1.2512,0.1405,-0.2083,0.1388,1.02
0.3875,0.0275,1.2516,0.1405,-0.2083,0.1388,1.02
0.3875,0.03,1.252,0.1405,-0.2083,0.1388,1.02
0.3875,0.0325,1.2524,0.1406,-0.2083,0.1389,1.02
0.3875,0.035,1.2529,0.1406,-0.2083,0.1389,1.02
0.3875,0.0375,1.2533,0.1406,-0.2083,0.1389,1.021
0.3875,0.04,1.2537,0.1407,-0.2083,0.1389,1.021
0.3875,0.0425,1.2541,0.1407,-0.2083,0.1389,1.021
0.3875,0.045,1.2545,0.1407,-0.2083,0.1389,1.021
0.3875,0.0475,1.255,0.1408,-0.2083,0.1389,1.021
0.3875,0.05,1.2554,0.1408,-0.2083,0.1389,1.021
0.3875,0.0525,1.2558,0.1408,-0.2083,0.1389,1.021
0.3875,0.055,1.2562,0.1409,-0.2083,0.139,1.022
0.3875,0.0575,1.2566,0.1409,-0.2083,0.139,1.022
0.3875,0.06,1.257,0.1409,-0.2083,0.139,1.022
0.3875,0.0625,1.2575,0.141,-0.2083,0.139,1.022
0.3875,0.065,1.2579,0.141,-0.2083,0.139,1.022
0.3875,0.0675,1.2583,0.141,-0.2083,0.139,1.022
0.3875,0.07,1.2587,0.1411,-0.2083,0.139,1.022
0.3875,0.0725,1.2591,0.1411,-0.2083,0.1391,1.022
0.3875,0.075,1.2595,0.1411,-0.2083,0.1391,1.022
0.3875,0.0775,1.2599,0.1412,-0.2083,0.1391,1.023
0.3875,0.08,1.2603,0.1412,-0.2083,0.1391,1.023
0.3875,0.0825,1.2607,0.1412,-0.2083,0.1391,1.023
0.3875,0.085,1.2612,0.1413,-0.2083,0.1391,1.023
0.3875,0.0875,1.2616,0.1413,-0.2083,0.1392,1.023
0.3875,0.09,1.262,0.1413,-0.2083,0.1392,1.023
0.3875,0.0925,1.2624,0.1414,-0.2083,0.1392,1.023
0.3875,0.095,1.2628,0.1414,-0.2083,0.1392,1.023
0.3875,0.0975,1.2632,0.1414,-0.2083,0.1392,1.023
0.3875,0.1,1.2636,0.1415,-0.2083,0.1393,1.023
0.39,0.0,1.2473,0.1401,-0.2083,0.1388,1.018
0.39,0.0025,1.2477,0.1402,-0.2083,0.1388,1.018
0.39,0.005,1.2481,0.1402,-0.2083,0.1388,1.018
0.39,0.0075,1.2486,0.1402,-0.2083,0.1388,1.019
0.39,0.01,1.249,0.1403,-0.2083,0.1388,1.019
0.39,0.0125,1.2494,0.1403,-0.2083,0.1388,1.019
0.39,0.015,1.2499,0.1404,-0.2083,0.1388,1.019
0.39,0.0175,1.2503,0.1404,-0.2083,0.1388,1.019
0.39,0.02,1.2507,0.1404,-0.2083,0.1388,1.02
0.39,0.0225,1.2511,0.1405,-0.2083,0.1388,1.02
0.39,0.025,1.2516,0.1405,-0.2083,0.1388,1.02
0.39,0.0275,1.252,0.1405,-0.2083,0.1388,1.02
0.39,0.03,1.2524,0.1406,-0.2083,0.1389,1.02
0.39,0.0325,1.2528,0.1406,-0.2083,0.1389,1.02
0.39,0.035,1.2533,0.1406,-0.2083,0.1389,1.021
0.39,0.0375,1.2537,0.1407,-0.2083,0.1389,1.021
0.39,0.04,1.2541,0.1407,-0.2083,0.1389,1.021
0.39,0.0425,1.2545,0.1407,-0.2083,0.1389,1.021
0.39,0.045,1.255,0.1408,-0.2083,0.1389,1.021
0.39,0.0475,1.2554,0.1408,-0.2083,0.1389,1.021
0.39,0.05,1.2558,0.1408,-0.2083,0.1389,1.021
0.39,0.0525,1.2562,0.1409,-0.2083,0.139,1.022
0.39,0.055,1.2566,0.1409,-0.2083,0.139,1.022
0.39,0.0575,1.257,0.1409,-0.2083,0.139,1.022
0.39,0.06,1.2575,0.141,-0.2083,0.139,1.022
0.39,0.0625,1.2579,0.141,-0.2083,0.139,1.022
0.39,0.065,1.2583,0.141,-0.2083,0.139,1.022
0.39,0.0675,1.2587,0.1411,-0.2083,0.139,1.022
0.39,0.07,1.2591,0.1411,-0.2083,0.1391,1.022
0.39,0.0725,1.2595,0.1411,-0.2083,0.1391,1.023
0.39,0.075,1.2599,0.1412,-0.2083,0.1391,1.023
0.39,0.0775,1.2603,0.1412,-0.2083,0.1391,1.023
0.39,0.08,1.2607,0.1412,-0.2083,0.1391,1.023
0.39,0.0825,1.2612,0.1413,-0.2083,0.1391,1.023
0.39,0.085,1.2616,0.1413,-0.2083,0.1392,1.023
0.39,0.0875,1.262,0.1413,-0.2083,0.1392,1.023
0.39,0.09,1.2624,0.1414,-0.2083,0.1392,1.023
0.39,0.0925,1.2628,0.1414,-0.2083,0.1392,1.023
0.39,0.095,1.2632,0.1414,-0.2083,0.1392,1.023
0.39,0.0975,1.2636,0.1415,-0.2083,0.1392,1.024
0.39,0.1,1.264,0.1415,-0.2083,0.1393,1.024
0.3925,0.0,1.2477,0.1402,-0.2083,0.1388,1.018
0.3925,0.0025,1.2481,0.1402,-0.2083,0.1388,1.018
0.3925,0.005,1.2485,0.1402,-0.2083,0.1388,1.019
0.3925,0.0075,1.249,0.1403,-0.2083,0.1388,1.019
0.3925,0.01,1.2494,0.1403,-0.2083,0.1388,1.019
0.3925,0.0125,1.2498,0.1404,-0.2083,0.1388,1.019
0.3925,0.015,1.2503,0.1404,-0.2083,0.1388,1.019
0.3925,0.0175,1.2507,0.1404,-0.2083,0.1388,1.02
0.3925,0.02,1.2511,0.1405,-0.2083,0.1388,1.02
0.3925,0.0225,1.2516,0.1405,-0.2083,0.1388,1.02
0.3925,0.025,1.252,0.1405,-0.2083,0.1388,1.02
0.3925,0.0275,1.2524,0.1406,-0.2083,0.1388,1.02
0.3925,0.03,1.2528,0.1406,-0.2083,0.1389,1.02
0.3925,0.0325,1.2533,0.1406,-0.2083,0.1389,1.021
0.3925,0.035,1.2537,0.1407,-0.2083,0.1389,1.021
0.3925,0.0375,1.2541,0.1407,-0.2083,0.1389,1.021
0.3925,0.04,1.2545,0.1407,-0.2083,0.1389,1.021
0.3925,0.0425,1.2549,0.1408,-0.2083,0.1389,1.021
0.3925,0.045,1.2554,0.1408,-0.2083,0.1389,1.021
0.3925,0.0475,1.2558,0.1408,-0.2083,0.1389,1.021
0.3925,0.05,1.2562,0.1409,-0.2083,0.1389,1.022
0.3925,0.0525,1.2566,0.1409,-0.2083,0.139,1.022
0.3925,0.055,1.257,0.1409,-0.2083,0.139,1.022
0.3925,0.0575,1.2575,0.141,-0.2083,0.139,1.022
0.3925,0.06,1.2579,0.141,-0.2083,0.139,1.022
0.3925,0.0625,1.2583,0.141,-0.2083,0.139,1.022
0.3925,0.065,1.2587,0.1411,-0.2083,0.139,1.022
0.3925,0.0675,1.2591,0.1411,-0.2083,0.139,1.023
0.3925,0.07,1.2595,0.1411,-0.2083,0.1391,1.023
0.3925,0.0725,1.2599,0.1412,-0.2083,0.1391,1.023
0.3925,0.075,1.2603,0.1412,-0.2083,0.1391,1.023
0.3925,0.0775,1.2607,0.1412,-0.2083,0.1391,1.023
0.3925,0.08,1.2612,0.1413,-0.2083,0.1391,1.023
0.3925,0.0825,1.2616,0.1413,-0.2083,0.1391,1.023
0.3925,0.085,1.262,0.1413,-0.2083,0.1392,1.023
0.3925,0.0875,1.2624,0.1414,-0.2083,0.1392,1.023
0.3925,0.09,1.2628,0.1414,-0.2083,0.1392,1.023
0.3925,0.0925,1.2632,0.1414,-0.2083,0.1392,1.024
0.3925,0.095,1.2636,0.1415,-0.2083,0.1392,1.024
0.3925,0.0975,1.264,0.1415,-0.2083,0.1393,1.024
0.3925,0.1,1.2644,0.1415,-0.2083,0.1393,1.024
0.395,0.0,1.2481,0.1402,-0.2083,0.1388,1.018
0.395,0.0025,1.2485,0.1402,-0.2083,0.1388,1.019
0.395,0.005,1.249,0.1403,-0.2083,0.1388,1.019
0.395,0.0075,1.2494,0.1403,-0.2083,0.1388,1.019
0.395,0.01,1.2498,0.1404,-0.2083,0.1388,1.019
0.395,0.0125,1.2502,0.1404,-0.2083,0.1388,1.019
0.395,0.015,1.2507,0.1404,-0.2083,0.1388,1.02
0.395,0.0175,1.2511,0.1405,-0.2083,0.1388,1.02
0.395,0.02,1.2515,0.1405,-0.2083,0.1388,1.02
0.395,0.0225,1.252,0.1405,-0.2083,0.1388,1.02
0.395,0.025,1.2524,0.1406,-0.2083,0.1388,1.02
0.395,0.0275,1.2528,0.1406,-0.2083,0.1389,1.02
0.395,0.03,1.2532,0.1406,-0.2083,0.1389,1.021
0.395,0.0325,1.2537,0.1407,-0.2083,0.1389,1.021
0.395,0.035,1.2541,0.1407,-0.2083,0.1389,1.021
0.395,0.0375,1.2545,0.1407,-0.2083,0.1389,1.021
0.395,0.04,1.2549,0.1408,-0.2083,0.1389,1.021
0.395,0.0425,1.2553,0.1408,-0.2083,0.1389,1.021
0.395,0.045,1.2558,0.1408,-0.2083,0.1389,1.022
0.395,0.0475,1.2562,0.1409,-0.2083,0.1389,1.022
0.395,0.05,1.2566,0.1409,-0.2083,0.1389,1.022
0.395,0.0525,1.257,0.1409,-0.2083,0.139,1.022
0.395,0.055,1.2574,0.141,-0.2083,0.139,1.022
0.395,0.0575,1.2579,0.141,-0.2083,0.139,1.022
0.395,0.06,1.2583,0.141,-0.2083,0.139,1.022
0.395,0.0625,1.2587,0.1411,-0.2083,0.139,1.022
0.395,0.065,1.2591,0.1411,-0.2083,0.139,1.023
0.395,0.0675,1.2595,0.1411,-0.2083,0.139,1.023
0.395,0.07,1.2599,0.1412,-0.2083,0.1391,1.023
0.395,0.0725,1.2603,0.1412,-0.2083,0.1391,1.023
0.395,0.075,1.2607,0.1412,-0.2083,0.1391,1.023
0.395,0.0775,1.2612,0.1413,-0.2083,0.1391,1.023
0.395,0.08,1.2616,0.1413,-0.2083,0.1391,1.023
0.395,0.0825,1.262,0.1413,-0.2083,0.1391,1.023
0.395,0.085,1.2624,0.1414,-0.2083,0.1392,1.023
0.395,0.0875,1.2628,0.1414,-0.2083,0.1392,1.024
0.395,0.09,1.2632,0.1414,-0.2083,0.1392,1.024
0.395,0.0925,1.2636,0.1415,-0.2083,0.1392,1.024
0.395,0.095,1.264,0.1415,-0.2083,0.1392,1.024
0.395,0.0975,1.2644,0.1415,-0.2083,0.1393,1.024
0.395,0.1,1.2648,0.1416,-0.2083,0.1393,1.024
0.3975,0.0,1.2485,0.1402,-0.2083,0.1388,1.019
0.3975,0.0025,1.2489,0.1403,-0.2083,0.1388,1.019
0.3975,0.005,1.2494,0.1403,-0.2083,0.1388,1.019
0.3975,0.0075,1.2498,0.1403,-0.2083,0.1388,1.019
0.3975,0.01,1.2502,0.1404,-0.2083,0.1388,1.019
0.3975,0.0125,1.2507,0.1404,-0.2083,0.1388,1.02
0.3975,0.015,1.2511,0.1405,-0.2083,0.1388,1.02
0.3975,0.0175,1.2515,0.1405,-0.2083,0.1388,1.02
0.3975,0.02,1.2519,0.1405,-0.2083,0.1388,1.02
0.3975,0.0225,1.2524,0.1406,-0.2083,0.1388,1.02
0.3975,0.025,1.2528,0.1406,-0.2083,0.1388,1.02
0.3975,0.0275,1.2532,0.1406,-0.2083,0.1389,1.021
0.3975,0.03,1.2536,0.1407,-0.2083,0.1389,1.021
0.3975,0.0325,1.2541,0.1407,-0.2083,0.1389,1.021
0.3975,0.035,1.2545,0.1407,-0.2083,0.1389,1.021
0.3975,0.0375,1.2549,0.1408,-0.2083,0.1389,1.021
0.3975,0.04,1.2553,0.1408,-0.2083,0.1389,1.021
0.3975,0.0425,1.2558,0.1408,-0.2083,0.1389,1.022
0.3975,0.045,1.2562,0.1409,-0.2083,0.1389,1.022
0.3975,0.0475,1.2566,0.1409,-0.2083,0.1389,1.022
0.3975,0.05,1.257,0.1409,-0.2083,0.139,1.022
0.3975,0.0525,1.2574,0.141,-0.2083,0.139,1.022
0.3975,0.055,1.2578,0.141,-0.2083,0.139,1.022
0.3975,0.0575,1.2583,0.141,-0.2083,0.139,1.022
0.3975,0.06,1.2587,0.1411,-0.2083,0.139,1.023
0.3975,0.0625,1.2591,0.1411,-0.2083,0.139,1.023
0.3975,0.065,1.2595,0.1411,-0.2083,0.139,1.023
0.3975,0.0675,1.2599,0.1412,-0.2083,0.139,1.023
0.3975,0.07,1.2603,0.1412,-0.2083,0.1391,1.023
0.3975,0.0725,1.2607,0.1412,-0.2083,0.1391,1.023
0.3975,0.075,1.2612,0.1413,-0.2083,0.1391,1.023
0.3975,0.0775,1.2616,0.1413,-0.2083,0.1391,1.023
0.3975,0.08,1.262,0.1413,-0.2083,0.1391,1.023
0.3975,0.0825,1.2624,0.1414,-0.2083,0.1391,1.024
0.3975,0.085,1.2628,0.1414,-0.2083,0.1392,1.024
0.3975,0.0875,1.2632,0.1414,-0.2083,0.1392,1.024
0.3975,0.09,1.2636,0.1415,-0.2083,0.1392,1.024
0.3975,0.0925,1.264,0.1415,-0.2083,0.1392,1.024
0.3975,0.095,1.2644,0.1415,-0.2083,0.1392,1.024
0.3975,0.0975,1.2648,0.1416,-0.2083,0.1393,1.024
0.3975,0.1,1.2652,0.1416,-0.2083,0.1393,1.024
0.4,0.0,1.2489,0.1403,-0.2083,0.1388,1.019
0.4,0.0025,1.2493,0.1403,-0.2083,0.1388,1.019
0.4,0.005,1.2498,0.1403,-0.2083,0.1388,1.019
0.4,0.0075,1.2502,0.1404,-0.2083,0.1388,1.019
0.4,0.01,1.2506,0.1404,-0.2083,0.1388,1.02
0.4,0.0125,1.2511,0.1405,-0.2083,0.1388,1.02
0.4,0.015,1.2515,0.1405,-0.2083,0.1388,1.02
0.4,0.0175,1.2519,0.1405,-0.2083,0.1388,1.02
0.4,0.02,1.2523,0.1406,-0.2083,0.1388,1.02
0.4,0.0225,1.2528,0.1406,-0.2083,0.1388,1.02
0.4,0.025,1.2532,0.1406,-0.2083,0.1388,1.021
0.4,0.0275,1.2536,0.1407,-0.2083,0.1389,1.021
0.4,0.03,1.2541,0.1407,-0.2083,0.1389,1.021
0.4,0.0325,1.2545,0.1407,-0.2083,0.1389,1.021
0.4,0.035,1.2549,0.1408,-0.2083,0.1389,1.021
