initial_allocation,buy_step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.325,0.0025,1.2371,0.1393,-0.2083,0.1387,1.013
0.325,0.005,1.2376,0.1393,-0.2083,0.1387,1.013
0.325,0.0075,1.238,0.1394,-0.2083,0.1387,1.014
0.325,0.01,1.2384,0.1394,-0.2083,0.1387,1.014
0.325,0.0125,1.2389,0.1394,-0.2083,0.1387,1.014
0.325,0.015,1.2393,0.1395,-0.2083,0.1387,1.014
0.325,0.0175,1.2397,0.1395,-0.2083,0.1387,1.014
0.325,0.02,1.2401,0.1396,-0.2083,0.1387,1.015
0.325,0.0225,1.2406,0.1396,-0.2083,0.1387,1.015
0.325,0.025,1.241,0.1396,-0.2083,0.1387,1.015
0.325,0.0275,1.2414,0.1397,-0.2083,0.1388,1.015
0.325,0.03,1.2418,0.1397,-0.2083,0.1388,1.015
0.325,0.0325,1.2423,0.1397,-0.2083,0.1388,1.015
0.325,0.035,1.2427,0.1398,-0.2083,0.1388,1.016
0.325,0.0375,1.2431,0.1398,-0.2083,0.1388,1.016
0.325,0.04,1.2435,0.1398,-0.2083,0.1388,1.016
0.325,0.0425,1.2439,0.1399,-0.2083,0.1388,1.016
0.325,0.045,1.2444,0.1399,-0.2083,0.1388,1.016
0.325,0.0475,1.2448,0.1399,-0.2083,0.1388,1.016
0.325,0.05,1.2452,0.14,-0.2083,0.1388,1.017
0.325,0.0525,1.2456,0.14,-0.2083,0.1389,1.017
0.325,0.055,1.246,0.14,-0.2083,0.1389,1.017
0.325,0.0575,1.2464,0.1401,-0.2083,0.1389,1.017
0.325,0.06,1.2469,0.1401,-0.2083,0.1389,1.017
0.325,0.0625,1.2473,0.1401,-0.2083,0.1389,1.017
0.325,0.065,1.2477,0.1402,-0.2083,0.1389,1.017
0.325,0.0675,1.2481,0.1402,-0.2083,0.1389,1.017
0.325,0.07,1.2485,0.1402,-0.2083,0.139,1.018
0.325,0.0725,1.2489,0.1403,-0.2083,0.139,1.018
0.325,0.075,1.2493,0.1403,-0.2083,0.139,1.018
0.325,0.0775,1.2497,0.1403,-0.2083,0.139,1.018
0.325,0.08,1.2501,0.1404,-0.2083,0.139,1.018
0.325,0.0825,1.2505,0.1404,-0.2083,0.139,1.018
0.325,0.085,1.2509,0.1404,-0.2083,0.139,1.018
0.325,0.0875,1.2513,0.1405,-0.2083,0.1391,1.018
0.325,0.09,1.2518,0.1405,-0.2083,0.1391,1.018
0.325,0.0925,1.2522,0.1405,-0.2083,0.1391,1.019
0.325,0.095,1.2526,0.1406,-0.2083,0.1391,1.019
0.325,0.0975,1.253,0.1406,-0.2083,0.1391,1.019
0.325,0.1,1.2534,0.1406,-0.2083,0.1392,1.019
0.3275,0.0,1.2371,0.1393,-0.2083,0.1387,1.013
0.3275,0.0025,1.2375,0.1393,-0.2083,0.1387,1.013
0.3275,0.005,1.238,0.1394,-0.2083,0.1387,1.014
0.3275,0.0075,1.2384,0.1394,-0.2083,0.1387,1.014
0.3275,0.01,1.2388,0.1394,-0.2083,0.1387,1.014
0.3275,0.0125,1.2393,0.1395,-0.2083,0.1387,1.014
0.3275,0.015,1.2397,0.1395,-0.2083,0.1387,1.014
0.3275,0.0175,1.2401,0.1396,-0.2083,0.1387,1.015
0.3275,0.02,1.2405,0.1396,-0.2083,0.1387,1.015
0.3275,0.0225,1.241,0.1396,-0.2083,0.1387,1.015
0.3275,0.025,1.2414,0.1397,-0.2083,0.1387,1.015
0.3275,0.0275,1.2418,0.1397,-0.2083,0.1388,1.015
0.3275,0.03,1.2422,0.1397,-0.2083,0.1388,1.015
0.3275,0.0325,1.2427,0.1398,-0.2083,0.1388,1.016
0.3275,0.035,1.2431,0.1398,-0.2083,0.1388,1.016
0.3275,0.0375,1.2435,0.1398,-0.2083,0.1388,1.016
0.3275,0.04,1.2439,0.1399,-0.2083,0.1388,1.016
0.3275,0.0425,1.2443,0.1399,-0.2083,0.1388,1.016
0.3275,0.045,1.2448,0.1399,-0.2083,0.1388,1.016
0.3275,0.0475,1.2452,0.14,-0.2083,0.1388,1.017
0.3275,0.05,1.2456,0.14,-0.2083,0.1388,1.017
0.3275,0.0525,1.246,0.14,-0.2083,0.1389,1.017
0.3275,0.055,1.2464,0.1401,-0.2083,0.1389,1.017
0.3275,0.0575,1.2468,0.1401,-0.2083,0.1389,1.017
0.3275,0.06,1.2473,0.1401,-0.2083,0.1389,1.017
0.3275,0.0625,1.2477,0.1402,-0.2083,0.1389,1.017
0.3275,0.065,1.2481,0.1402,-0.2083,0.1389,1.018
0.3275,0.0675,1.2485,0.1402,-0.2083,0.1389,1.018
0.3275,0.07,1.2489,0.1403,-0.2083,0.139,1.018
0.3275,0.0725,1.2493,0.1403,-0.2083,0.139,1.018
0.3275,0.075,1.2497,0.1403,-0.2083,0.139,1.018
0.3275,0.0775,1.2501,0.1404,-0.2083,0.139,1.018
0.3275,0.08,1.2505,0.1404,-0.2083,0.139,1.018
0.3275,0.0825,1.2509,0.1404,-0.2083,0.139,1.018
0.3275,0.085,1.2514,0.1405,-0.2083,0.1391,1.018
0.3275,0.0875,1.2518,0.1405,-0.2083,0.1391,1.019
0.3275,0.09,1.2522,0.1405,-0.2083,0.1391,1.019
0.3275,0.0925,1.2526,0.1406,-0.2083,0.1391,1.019
0.3275,0.095,1.253,0.1406,-0.2083,0.1391,1.019
0.3275,0.0975,1.2534,0.1406,-0.2083,0.1391,1.019
0.3275,0.1,1.2538,0.1407,-0.2083,0.1392,1.019
0.33,0.0,1.2375,0.1393,-0.2083,0.1387,1.013
0.33,0.0025,1.2379,0.1394,-0.2083,0.1387,1.014
0.33,0.005,1.2384,0.1394,-0.2083,0.1387,1.014
0.33,0.0075,1.2388,0.1394,-0.2083,0.1387,1.014
0.33,0.01,1.2392,0.1395,-0.2083,0.1387,1.014
0.33,0.0125,1.2397,0.1395,-0.2083,0.1387,1.014
0.33,0.015,1.2401,0.1396,-0.2083,0.1387,1.015
0.33,0.0175,1.2405,0.1396,-0.2083,0.1387,1.015
0.33,0.02,1.2409,0.1396,-0.2083,0.1387,1.015
0.33,0.0225,1.2414,0.1397,-0.2083,0.1387,1.015
0.33,0.025,1.2418,0.1397,-0.2083,0.1388,1.015
0.33,0.0275,1.2422,0.1397,-0.2083,0.1388,1.016
0.33,0.03,1.2426,0.1398,-0.2083,0.1388,1.016
0.33,0.0325,1.2431,0.1398,-0.2083,0.1388,1.016
0.33,0.035,1.2435,0.1398,-0.2083,0.1388,1.016
0.33,0.0375,1.2439,0.1399,-0.2083,0.1388,1.016
0.33,0.04,1.2443,0.1399,-0.2083,0.1388,1.016
0.33,0.0425,1.2448,0.1399,-0.2083,0.1388,1.016
0.33,0.045,1.2452,0.14,-0.2083,0.1388,1.017
0.33,0.0475,1.2456,0.14,-0.2083,0.1388,1.017
0.33,0.05,1.246,0.14,-0.2083,0.1389,1.017
0.33,0.0525,1.2464,0.1401,-0.2083,0.1389,1.017
0.33,0.055,1.2468,0.1401,-0.2083,0.1389,1.017
0.33,0.0575,1.2473,0.1401,-0.2083,0.1389,1.017
0.33,0.06,1.2477,0.1402,-0.2083,0.1389,1.017
0.33,0.0625,1.2481,0.1402,-0.2083,0.1389,1.018
0.33,0.065,1.2485,0.1402,-0.2083,0.1389,1.018
0.33,0.0675,1.2489,0.1403,-0.2083,0.1389,1.018
0.33,0.07,1.2493,0.1403,-0.2083,0.139,1.018
0.33,0.0725,1.2497,0.1403,-0.2083,0.139,1.018
0.33,0.075,1.2501,0.1404,-0.2083,0.139,1.018
0.33,0.0775,1.2505,0.1404,-0.2083,0.139,1.018
0.33,0.08,1.2509,0.1404,-0.2083,0.139,1.018
0.33,0.0825,1.2514,0.1405,-0.2083,0.139,1.019
0.33,0.085,1.2518,0.1405,-0.2083,0.1391,1.019
0.33,0.0875,1.2522,0.1405,-0.2083,0.1391,1.019
0.33,0.09,1.2526,0.1406,-0.2083,0.1391,1.019
0.33,0.0925,1.253,0.1406,-0.2083,0.1391,1.019
0.33,0.095,1.2534,0.1406,-0.2083,0.1391,1.019
0.33,0.0975,1.2538,0.1407,-0.2083,0.1391,1.019
0.33,0.1,1.2542,0.1407,-0.2083,0.1392,1.019
0.3325,0.0,1.2379,0.1394,-0.2083,0.1387,1.014
0.3325,0.0025,1.2384,0.1394,-0.2083,0.1387,1.014
0.3325,0.005,1.2388,0.1394,-0.2083,0.1387,1.014
0.3325,0.0075,1.2392,0.1395,-0.2083,0.1387,1.014
0.3325,0.01,1.2396,0.1395,-0.2083,0.1387,1.014
0.3325,0.0125,1.2401,0.1395,-0.2083,0.1387,1.015
0.3325,0.015,1.2405,0.1396,-0.2083,0.1387,1.015
0.3325,0.0175,1.2409,0.1396,-0.2083,0.1387,1.015
0.3325,0.02,1.2414,0.1397,-0.2083,0.1387,1.015
0.3325,0.0225,1.2418,0.1397,-0.2083,0.1387,1.015
0.3325,0.025,1.2422,0.1397,-0.2083,0.1388,1.016
0.3325,0.0275,1.2426,0.1398,-0.2083,0.1388,1.016
0.3325,0.03,1.2431,0.1398,-0.2083,0.1388,1.016
0.3325,0.0325,1.2435,0.1398,-0.2083,0.1388,1.016
0.3325,0.035,1.2439,0.1399,-0.2083,0.1388,1.016
0.3325,0.0375,1.2443,0.1399,-0.2083,0.1388,1.016
0.3325,0.04,1.2447,0.1399,-0.2083,0.1388,1.017
0.3325,0.0425,1.2452,0.14,-0.2083,0.1388,1.017
0.3325,0.045,1.2456,0.14,-0.2083,0.1388,1.017
0.3325,0.0475,1.246,0.14,-0.2083,0.1388,1.017
0.3325,0.05,1.2464,0.1401,-0.2083,0.1389,1.017
0.3325,0.0525,1.2468,0.1401,-0.2083,0.1389,1.017
0.3325,0.055,1.2472,0.1401,-0.2083,0.1389,1.017
0.3325,0.0575,1.2477,0.1402,-0.2083,0.1389,1.018
0.3325,0.06,1.2481,0.1402,-0.2083,0.1389,1.018
0.3325,0.0625,1.2485,0.1402,-0.2083,0.1389,1.018
0.3325,0.065,1.2489,0.1403,-0.2083,0.1389,1.018
0.3325,0.0675,1.2493,0.1403,-0.2083,0.1389,1.018
0.3325,0.07,1.2497,0.1403,-0.2083,0.139,1.018
0.3325,0.0725,1.2501,0.1404,-0.2083,0.139,1.018
0.3325,0.075,1.2505,0.1404,-0.2083,0.139,1.018
0.3325,0.0775,1.2509,0.1404,-0.2083,0.139,1.018
0.3325,0.08,1.2514,0.1405,-0.2083,0.139,1.019
0.3325,0.0825,1.2518,0.1405,-0.2083,0.139,1.019
0.3325,0.085,1.2522,0.1405,-0.2083,0.1391,1.019
0.3325,0.0875,1.2526,0.1406,-0.2083,0.1391,1.019
0.3325,0.09,1.253,0.1406,-0.2083,0.1391,1.019
0.3325,0.0925,1.2534,0.1406,-0.2083,0.1391,1.019
0.3325,0.095,1.2538,0.1407,-0.2083,0.1391,1.019
0.3325,0.0975,1.2542,0.1407,-0.2083,0.1391,1.019
0.3325,0.1,1.2546,0.1407,-0.2083,0.1392,1.019
0.335,0.0,1.2383,0.1394,-0.2083,0.1387,1.014
0.335,0.0025,1.2388,0.1394,-0.2083,0.1387,1.014
0.335,0.005,1.2392,0.1395,-0.2083,0.1387,1.014
0.335,0.0075,1.2396,0.1395,-0.2083,0.1387,1.014
0.335,0.01,1.2401,0.1395,-0.2083,0.1387,1.015
0.335,0.0125,1.2405,0.1396,-0.2083,0.1387,1.015
0.335,0.015,1.2409,0.1396,-0.2083,0.1387,1.015
0.335,0.0175,1.2413,0.1397,-0.2083,0.1387,1.015
0.335,0.02,1.2418,0.1397,-0.2083,0.1387,1.015
0.335,0.0225,1.2422,0.1397,-0.2083,0.1388,1.016
0.335,0.025,1.2426,0.1398,-0.2083,0.1388,1.016
0.335,0.0275,1.243,0.1398,-0.2083,0.1388,1.016
0.335,0.03,1.2435,0.1398,-0.2083,0.1388,1.016
0.335,0.0325,1.2439,0.1399,-0.2083,0.1388,1.016
0.335,0.035,1.2443,0.1399,-0.2083,0.1388,1.016
0.335,0.0375,1.2447,0.1399,-0.2083,0.1388,1.017
0.335,0.04,1.2451,0.14,-0.2083,0.1388,1.017
0.335,0.0425,1.2456,0.14,-0.2083,0.1388,1.017
0.335,0.045,1.246,0.14,-0.2083,0.1388,1.017
0.335,0.0475,1.2464,0.1401,-0.2083,0.1388,1.017
0.335,0.05,1.2468,0.1401,-0.2083,0.1389,1.017
0.335,0.0525,1.2472,0.1401,-0.2083,0.1389,1.017
0.335,0.055,1.2477,0.1402,-0.2083,0.1389,1.018
0.335,0.0575,1.2481,0.1402,-0.2083,0.1389,1.018
0.335,0.06,1.2485,0.1402,-0.2083,0.1389,1.018
0.335,0.0625,1.2489,0.1403,-0.2083,0.1389,1.018
0.335,0.065,1.2493,0.1403,-0.2083,0.1389,1.018
0.335,0.0675,1.2497,0.1403,-0.2083,0.139,1.018
0.335,0.07,1.2501,0.1404,-0.2083,0.139,1.018
0.335,0.0725,1.2505,0.1404,-0.2083,0.139,1.018
0.335,0.075,1.2509,0.1404,-0.2083,0.139,1.019
0.335,0.0775,1.2514,0.1405,-0.2083,0.139,1.019
0.335,0.08,1.2518,0.1405,-0.2083,0.139,1.019
0.335,0.0825,1.2522,0.1405,-0.2083,0.139,1.019
0.335,0.085,1.2526,0.1406,-0.2083,0.1391,1.019
0.335,0.0875,1.253,0.1406,-0.2083,0.1391,1.019
0.335,0.09,1.2534,0.1406,-0.2083,0.1391,1.019
0.335,0.0925,1.2538,0.1407,-0.2083,0.1391,1.019
0.335,0.095,1.2542,0.1407,-0.2083,0.1391,1.019
0.335,0.0975,1.2546,0.1407,-0.2083,0.1392,1.019
0.335,0.1,1.255,0.1408,-0.2083,0.1392,1.02
0.3375,0.0,1.2387,0.1394,-0.2083,0.1387,1.014
0.3375,0.0025,1.2392,0.1395,-0.2083,0.1387,1.014
0.3375,0.005,1.2396,0.1395,-0.2083,0.1387,1.014
0.3375,0.0075,1.24,0.1395,-0.2083,0.1387,1.015
0.3375,0.01,1.2405,0.1396,-0.2083,0.1387,1.015
0.3375,0.0125,1.2409,0.1396,-0.2083,0.1387,1.015
0.3375,0.015,1.2413,0.1397,-0.2083,0.1387,1.015
0.3375,0.0175,1.2417,0.1397,-0.2083,0.1387,1.015
0.3375,0.02,1.2422,0.1397,-0.2083,0.1387,1.016
0.3375,0.0225,1.2426,0.1398,-0.2083,0.1388,1.016
0.3375,0.025,1.243,0.1398,-0.2083,0.1388,1.016
0.3375,0.0275,1.2434,0.1398,-0.2083,0.1388,1.016
0.3375,0.03,1.2439,0.1399,-0.2083,0.1388,1.016
0.3375,0.0325,1.2443,0.1399,-0.2083,0.1388,1.016
0.3375,0.035,1.2447,0.1399,-0.2083,0.1388,1.017
0.3375,0.0375,1.2451,0.14,-0.2083,0.1388,1.017
0.3375,0.04,1.2456,0.14,-0.2083,0.1388,1.017
0.3375,0.0425,1.246,0.14,-0.2083,0.1388,1.017
0.3375,0.045,1.2464,0.1401,-0.2083,0.1388,1.017
0.3375,0.0475,1.2468,0.1401,-0.2083,0.1388,1.017
0.3375,0.05,1.2472,0.1401,-0.2083,0.1389,1.017
0.3375,0.0525,1.2476,0.1402,-0.2083,0.1389,1.018
0.3375,0.055,1.2481,0.1402,-0.2083,0.1389,1.018
0.3375,0.0575,1.2485,0.1402,-0.2083,0.1389,1.018
0.3375,0.06,1.2489,0.1403,-0.2083,0.1389,1.018
0.3375,0.0625,1.2493,0.1403,-0.2083,0.1389,1.018
0.3375,0.065,1.2497,0.1403,-0.2083,0.1389,1.018
0.3375,0.0675,1.2501,0.1404,-0.2083,0.139,1.018
0.3375,0.07,1.2505,0.1404,-0.2083,0.139,1.019
0.3375,0.0725,1.2509,0.1404,-0.2083,0.139,1.019
0.3375,0.075,1.2514,0.1405,-0.2083,0.139,1.019
0.3375,0.0775,1.2518,0.1405,-0.2083,0.139,1.019
0.3375,0.08,1.2522,0.1405,-0.2083,0.139,1.019
0.3375,0.0825,1.2526,0.1406,-0.2083,0.139,1.019
0.3375,0.085,1.253,0.1406,-0.2083,0.1391,1.019
0.3375,0.0875,1.2534,0.1406,-0.2083,0.1391,1.019
0.3375,0.09,1.2538,0.1407,-0.2083,0.1391,1.019
0.3375,0.0925,1.2542,0.1407,-0.2083,0.1391,1.019
0.3375,0.095,1.2546,0.1407,-0.2083,0.1391,1.02
0.3375,0.0975,1.255,0.1408,-0.2083,0.1392,1.02
0.3375,0.1,1.2554,0.1408,-0.2083,0.1392,1.02
0.34,0.0,1.2391,0.1395,-0.2083,0.1387,1.014
0.34,0.0025,1.2396,0.1395,-0.2083,0.1387,1.014
0.34,0.005,1.24,0.1395,-0.2083,0.1387,1.015
0.34,0.0075,1.2404,0.1396,-0.2083,0.1387,1.015
0.34,0.01,1.2409,0.1396,-0.2083,0.1387,1.015
0.34,0.0125,1.2413,0.1396,-0.2083,0.1387,1.015
0.34,0.015,1.2417,0.1397,-0.2083,0.1387,1.015
0.34,0.0175,1.2421,0.1397,-0.2083,0.1387,1.016
0.34,0.02,1.2426,0.1398,-0.2083,0.1388,1.016
0.34,0.0225,1.243,0.1398,-0.2083,0.1388,1.016
0.34,0.025,1.2434,0.1398,-0.2083,0.1388,1.016
0.34,0.0275,1.2439,0.1399,-0.2083,0.1388,1.016
0.34,0.03,1.2443,0.1399,-0.2083,0.1388,1.016
0.34,0.0325,1.2447,0.1399,-0.2083,0.1388,1.017
0.34,0.035,1.2451,0.14,-0.2083,0.1388,1.017
0.34,0.0375,1.2455,0.14,-0.2083,0.1388,1.017
0.34,0.04,1.246,0.14,-0.2083,0.1388,1.017
0.34,0.0425,1.2464,0.1401,-0.2083,0.1388,1.017
0.34,0.045,1.2468,0.1401,-0.2083,0.1388,1.017
0.34,0.0475,1.2472,0.1401,-0.2083,0.1389,1.018
0.34,0.05,1.2476,0.1402,-0.2083,0.1389,1.018
0.34,0.0525,1.2481,0.1402,-0.2083,0.1389,1.018
0.34,0.055,1.2485,0.1402,-0.2083,0.1389,1.018
0.34,0.0575,1.2489,0.1403,-0.2083,0.1389,1.018
0.34,0.06,1.2493,0.1403,-0.2083,0.1389,1.018
0.34,0.0625,1.2497,0.1403,-0.2083,0.1389,1.018
0.34,0.065,1.2501,0.1404,-0.2083,0.1389,1.018
0.34,0.0675,1.2505,0.1404,-0.2083,0.139,1.019
0.34,0.07,1.2509,0.1404,-0.2083,0.139,1.019
0.34,0.0725,1.2514,0.1405,-0.2083,0.139,1.019
0.34,0.075,1.2518,0.1405,-0.2083,0.139,1.019
0.34,0.0775,1.2522,0.1405,-0.2083,0.139,1.019
0.34,0.08,1.2526,0.1406,-0.2083,0.139,1.019
0.34,0.0825,1.253,0.1406,-0.2083,0.1391,1.019
0.34,0.085,1.2534,0.1406,-0.2083,0.1391,1.019
0.34,0.0875,1.2538,0.1407,-0.2083,0.1391,1.019
0.34,0.09,1.2542,0.1407,-0.2083,0.1391,1.02
0.34,0.0925,1.2546,0.1407,-0.2083,0.1391,1.02
0.34,0.095,1.255,0.1408,-0.2083,0.1391,1.02
0.34,0.0975,1.2554,0.1408,-0.2083,0.1392,1.02
0.34,0.1,1.2558,0.1408,-0.2083,0.1392,1.02
0.3425,0.0,1.2395,0.1395,-0.2083,0.1387,1.014
0.3425,0.0025,1.24,0.1395,-0.2083,0.1387,1.015
0.3425,0.005,1.2404,0.1396,-0.2083,0.1387,1.015
0.3425,0.0075,1.2408,0.1396,-0.2083,0.1387,1.015
0.3425,0.01,1.2413,0.1396,-0.2083,0.1387,1.015
0.3425,0.0125,1.2417,0.1397,-0.2083,0.1387,1.015
0.3425,0.015,1.2421,0.1397,-0.2083,0.1387,1.016
0.3425,0.0175,1.2426,0.1398,-0.2083,0.1387,1.016
0.3425,0.02,1.243,0.1398,-0.2083,0.1388,1.016
0.3425,0.0225,1.2434,0.1398,-0.2083,0.1388,1.016
0.3425,0.025,1.2438,0.1399,-0.2083,0.1388,1.016
0.3425,0.0275,1.2443,0.1399,-0.2083,0.1388,1.016
0.3425,0.03,1.2447,0.1399,-0.2083,0.1388,1.017
0.3425,0.0325,1.2451,0.14,-0.2083,0.1388,1.017
0.3425,0.035,1.2455,0.14,-0.2083,0.1388,1.017
0.3425,0.0375,1.2459,0.14,-0.2083,0.1388,1.017
0.3425,0.04,1.2464,0.1401,-0.2083,0.1388,1.017
0.3425,0.0425,1.2468,0.1401,-0.2083,0.1388,1.017
0.3425,0.045,1.2472,0.1401,-0.2083,0.1388,1.018
0.3425,0.0475,1.2476,0.1402,-0.2083,0.1389,1.018
0.3425,0.05,1.248,0.1402,-0.2083,0.1389,1.018
0.3425,0.0525,1.2485,0.1402,-0.2083,0.1389,1.018
0.3425,0.055,1.2489,0.1403,-0.2083,0.1389,1.018
0.3425,0.0575,1.2493,0.1403,-0.2083,0.1389,1.018
0.3425,0.06,1.2497,0.1403,-0.2083,0.1389,1.018
0.3425,0.0625,1.2501,0.1404,-0.2083,0.1389,1.019
0.3425,0.065,1.2505,0.1404,-0.2083,0.1389,1.019
0.3425,0.0675,1.2509,0.1404,-0.2083,0.139,1.019
0.3425,0.07,1.2514,0.1405,-0.2083,0.139,1.019
0.3425,0.0725,1.2518,0.1405,-0.2083,0.139,1.019
0.3425,0.075,1.2522,0.1405,-0.2083,0.139,1.019
0.3425,0.0775,1.2526,0.1406,-0.2083,0.139,1.019
0.3425,0.08,1.253,0.1406,-0.2083,0.139,1.019
0.3425,0.0825,1.2534,0.1406,-0.2083,0.1391,1.019
0.3425,0.085,1.2538,0.1407,-0.2083,0.1391,1.02
0.3425,0.0875,1.2542,0.1407,-0.2083,0.1391,1.02
0.3425,0.09,1.2546,0.1407,-0.2083,0.1391,1.02
0.3425,0.0925,1.255,0.1408,-0.2083,0.1391,1.02
0.3425,0.095,1.2554,0.1408,-0.2083,0.1391,1.02
0.3425,0.0975,1.2558,0.1408,-0.2083,0.1392,1.02
0.3425,0.1,1.2562,0.1409,-0.2083,0.1392,1.02
0.345,0.0,1.24,0.1395,-0.2083,0.1387,1.015
0.345,0.0025,1.2404,0.1396,-0.2083,0.1387,1.015
0.345,0.005,1.2408,0.1396,-0.2083,0.1387,1.015
0.345,0.0075,1.2412,0.1396,-0.2083,0.1387,1.015
0.345,0.01,1.2417,0.1397,-0.2083,0.1387,1.015
0.345,0.0125,1.2421,0.1397,-0.2083,0.1387,1.016
0.345,0.015,1.2425,0.1398,-0.2083,0.1387,1.016
0.345,0.0175,1.243,0.1398,-0.2083,0.1388,1.016
0.345,0.02,1.2434,0.1398,-0.2083,0.1388,1.016
0.345,0.0225,1.2438,0.1399,-0.2083,0.1388,1.016
0.345,0.025,1.2442,0.1399,-0.2083,0.1388,1.016
0.345,0.0275,1.2447,0.1399,-0.2083,0.1388,1.017
0.345,0.03,1.2451,0.14,-0.2083,0.1388,1.017
0.345,0.0325,1.2455,0.14,-0.2083,0.1388,1.017
0.345,0.035,1.2459,0.14,-0.2083,0.1388,1.017
0.345,0.0375,1.2464,0.1401,-0.2083,0.1388,1.017
0.345,0.04,1.2468,0.1401,-0.2083,0.1388,1.017
0.345,0.0425,1.2472,0.1401,-0.2083,0.1388,1.018
0.345,0.045,1.2476,0.1402,-0.2083,0.1388,1.018
0.345,0.0475,1.248,0.1402,-0.2083,0.1389,1.018
0.345,0.05,1.2485,0.1402,-0.2083,0.1389,1.018
0.345,0.0525,1.2489,0.1403,-0.2083,0.1389,1.018
0.345,0.055,1.2493,0.1403,-0.2083,0.1389,1.018
0.345,0.0575,1.2497,0.1403,-0.2083,0.1389,1.018
0.345,0.06,1.2501,0.1404,-0.2083,0.1389,1.019
0.345,0.0625,1.2505,0.1404,-0.2083,0.1389,1.019
0.345,0.065,1.2509,0.1404,-0.2083,0.139,1.019
0.345,0.0675,1.2514,0.1405,-0.2083,0.139,1.019
0.345,0.07,1.2518,0.1405,-0.2083,0.139,1.019
0.345,0.0725,1.2522,0.1405,-0.2083,0.139,1.019
0.345,0.075,1.2526,0.1406,-0.2083,0.139,1.019
0.345,0.0775,1.253,0.1406,-0.2083,0.139,1.019
0.345,0.08,1.2534,0.1406,-0.2083,0.139,1.02
0.345,0.0825,1.2538,0.1407,-0.2083,0.1391,1.02
0.345,0.085,1.2542,0.1407,-0.2083,0.1391,1.02
0.345,0.0875,1.2546,0.1407,-0.2083,0.1391,1.02
0.345,0.09,1.255,0.1408,-0.2083,0.1391,1.02
0.345,0.0925,1.2554,0.1408,-0.2083,0.1391,1.02
0.345,0.095,1.2558,0.1408,-0.2083,0.1392,1.02
0.345,0.0975,1.2562,0.1409,-0.2083,0.1392,1.02
0.345,0.1,1.2566,0.1409,-0.2083,0.1392,1.02
0.3475,0.0,1.2404,0.1396,-0.2083,0.1387,1.015
0.3475,0.0025,1.2408,0.1396,-0.2083,0.1387,1.015
0.3475,0.005,1.2412,0.1396,-0.2083,0.1387,1.015
0.3475,0.0075,1.2417,0.1397,-0.2083,0.1387,1.015
0.3475,0.01,1.2421,0.1397,-0.2083,0.1387,1.016
0.3475,0.0125,1.2425,0.1398,-0.2083,0.1387,1.016
0.3475,0.015,1.2429,0.1398,-0.2083,0.1387,1.016
0.3475,0.0175,1.2434,0.1398,-0.2083,0.1388,1.016
0.3475,0.02,1.2438,0.1399,-0.2083,0.1388,1.016
0.3475,0.0225,1.2442,0.1399,-0.2083,0.1388,1.017
0.3475,0.025,1.2446,0.1399,-0.2083,0.1388,1.017
0.3475,0.0275,1.2451,0.14,-0.2083,0.1388,1.017
0.3475,0.03,1.2455,0.14,-0.2083,0.1388,1.017
0.3475,0.0325,1.2459,0.14,-0.2083,0.1388,1.017
0.3475,0.035,1.2463,0.1401,-0.2083,0.1388,1.017
0.3475,0.0375,1.2468,0.1401,-0.2083,0.1388,1.017
0.3475,0.04,1.2472,0.1401,-0.2083,0.1388,1.018
0.3475,0.0425,1.2476,0.1402,-0.2083,0.1388,1.018
0.3475,0.045,1.248,0.1402,-0.2083,0.1389,1.018
0.3475,0.0475,1.2484,0.1402,-0.2083,0.1389,1.018
0.3475,0.05,1.2489,0.1403,-0.2083,0.1389,1.018
0.3475,0.0525,1.2493,0.1403,-0.2083,0.1389,1.018
0.3475,0.055,1.2497,0.1403,-0.2083,0.1389,1.019
0.3475,0.0575,1.2501,0.1404,-0.2083,0.1389,1.019
0.3475,0.06,1.2505,0.1404,-0.2083,0.1389,1.019
0.3475,0.0625,1.2509,0.1404,-0.2083,0.1389,1.019
0.3475,0.065,1.2513,0.1405,-0.2083,0.139,1.019
0.3475,0.0675,1.2518,0.1405,-0.2083,0.139,1.019
0.3475,0.07,1.2522,0.1405,-0.2083,0.139,1.019
0.3475,0.0725,1.2526,0.1406,-0.2083,0.139,1.019
0.3475,0.075,1.253,0.1406,-0.2083,0.139,1.02
0.3475,0.0775,1.2534,0.1406,-0.2083,0.139,1.02
0.3475,0.08,1.2538,0.1407,-0.2083,0.139,1.02
0.3475,0.0825,1.2542,0.1407,-0.2083,0.1391,1.02
0.3475,0.085,1.2546,0.1407,-0.2083,0.1391,1.02
0.3475,0.0875,1.255,0.1408,-0.2083,0.1391,1.02
0.3475,0.09,1.2554,0.1408,-0.2083,0.1391,1.02
0.3475,0.0925,1.2558,0.1408,-0.2083,0.1391,1.02
0.3475,0.095,1.2562,0.1409,-0.2083,0.1392,1.02
0.3475,0.0975,1.2566,0.1409,-0.2083,0.1392,1.02
0.3475,0.1,1.257,0.1409,-0.2083,0.1392,1.02
0.35,0.0,1.2408,0.1396,-0.2083,0.1387,1.015
0.35,0.0025,1.2412,0.1396,-0.2083,0.1387,1.015
0.35,0.005,1.2416,0.1397,-0.2083,0.1387,1.015
0.35,0.0075,1.2421,0.1397,-0.2083,0.1387,1.016
0.35,0.01,1.2425,0.1397,-0.2083,0.1387,1.016
