sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
5y,A79,21,0.02,1.0,0.9722,0.1457,-0.364,0.2197,0.731,0.8025,0.633
5y,A79,21,0.05,0.0,0.2976,0.0536,-0.3088,0.171,0.392,0.8025,0.633
5y,A79,21,0.05,0.25,0.7671,0.1208,-0.364,0.2146,0.641,0.8025,0.633
5y,A79,21,0.05,0.5,0.8701,0.1336,-0.364,0.2182,0.686,0.8025,0.633
5y,A79,21,0.05,0.75,0.934,0.1412,-0.364,0.2194,0.714,0.8025,0.633
5y,A79,21,0.05,1.0,0.9663,0.145,-0.364,0.2197,0.729,0.8025,0.633
5y,A79,21,0.1,0.0,0.3668,0.0646,-0.3435,0.2022,0.412,0.8025,0.633
5y,A79,21,0.1,0.25,0.7682,0.1209,-0.364,0.216,0.639,0.8025,0.633
5y,A79,21,0.1,0.5,0.8637,0.1328,-0.364,0.2189,0.681,0.8025,0.633
5y,A79,21,0.1,0.75,0.9266,0.1403,-0.364,0.2195,0.71,0.8025,0.633
5y,A79,21,0.1,1.0,0.9567,0.1439,-0.364,0.2197,0.724,0.8025,0.633
5y,A79,21,0.15,0.0,0.4564,0.0782,-0.3558,0.2077,0.468,0.8025,0.633
5y,A79,21,0.15,0.25,0.762,0.1201,-0.364,0.2175,0.632,0.8025,0.633
5y,A79,21,0.15,0.5,0.8647,0.1329,-0.364,0.219,0.682,0.8025,0.633
5y,A79,21,0.15,0.75,0.9187,0.1394,-0.364,0.2196,0.707,0.8025,0.633
5y,A79,21,0.15,1.0,0.947,0.1427,-0.364,0.2198,0.719,0.8025,0.633
5y,A79,21,0.2,0.0,0.5249,0.0882,-0.3609,0.2113,0.507,0.8025,0.633
5y,A79,21,0.2,0.25,0.7727,0.1215,-0.364,0.2179,0.637,0.8025,0.633
5y,A79,21,0.2,0.5,0.8644,0.1329,-0.364,0.2192,0.681,0.8025,0.633
5y,A79,21,0.2,0.75,0.9109,0.1385,-0.364,0.2197,0.703,0.8025,0.633
5y,A79,21,0.2,1.0,0.9374,0.1416,-0.364,0.2199,0.715,0.8025,0.633
5y,A79,21,0.3,0.0,0.6533,0.1059,-0.364,0.2151,0.577,0.8025,0.633
5y,A79,21,0.3,0.25,0.7872,0.1233,-0.364,0.2185,0.643,0.8025,0.633
5y,A79,21,0.3,0.5,0.8549,0.1317,-0.364,0.2195,0.676,0.8025,0.633
5y,A79,21,0.3,0.75,0.8952,0.1366,-0.364,0.2199,0.694,0.8025,0.633
5y,A79,21,0.3,1.0,0.9181,0.1393,-0.364,0.2201,0.705,0.8025,0.633
5y,A79,21,0.4,0.0,0.7171,0.1143,-0.364,0.2169,0.609,0.8025,0.633
5y,A79,21,0.4,0.25,0.7943,0.1242,-0.364,0.2191,0.646,0.8025,0.633
5y,A79,21,0.4,0.5,0.8454,0.1305,-0.364,0.2199,0.67,0.8025,0.633
5y,A79,21,0.4,0.75,0.8796,0.1347,-0.364,0.2203,0.686,0.8025,0.633
5y,A79,21,0.4,1.0,0.8989,0.137,-0.364,0.2204,0.695,0.8025,0.633
5y,A79,21,0.5,0.0,0.7338,0.1165,-0.364,0.2185,0.616,0.8025,0.633
5y,A79,21,0.5,0.25,0.7947,0.1243,-0.364,0.2197,0.645,0.8025,0.633
5y,A79,21,0.5,0.5,0.8359,0.1294,-0.364,0.2204,0.664,0.8025,0.633
5y,A79,21,0.5,0.75,0.8641,0.1328,-0.364,0.2207,0.678,0.8025,0.633
5y,A79,21,0.5,1.0,0.8799,0.1347,-0.364,0.2208,0.685,0.8025,0.633
5y,A79,28,0.02,0.0,0.045,0.0089,-0.2296,0.0978,0.139,0.8025,0.633
5y,A79,28,0.02,0.25,0.7529,0.119,-0.3639,0.2135,0.635,0.8025,0.633
5y,A79,28,0.02,0.5,0.8842,0.1353,-0.364,0.2174,0.695,0.8025,0.633
5y,A79,28,0.02,0.75,0.9358,0.1414,-0.364,0.2193,0.715,0.8025,0.633
5y,A79,28,0.02,1.0,0.9715,0.1456,-0.364,0.2197,0.731,0.8025,0.633
5y,A79,28,0.05,0.0,0.2404,0.0441,-0.288,0.1514,0.362,0.8025,0.633
5y,A79,28,0.05,0.25,0.7568,0.1194,-0.3639,0.2142,0.636,0.8025,0.633
5y,A79,28,0.05,0.5,0.8721,0.1338,-0.364,0.2179,0.688,0.8025,0.633
5y,A79,28,0.05,0.75,0.932,0.141,-0.364,0.2194,0.713,0.8025,0.633
5y,A79,28,0.05,1.0,0.9647,0.1448,-0.364,0.2197,0.728,0.8025,0.633
5y,A79,28,0.1,0.0,0.3356,0.0597,-0.3331,0.193,0.398,0.8025,0.633
5y,A79,28,0.1,0.25,0.7554,0.1193,-0.3639,0.2151,0.633,0.8025,0.633
5y,A79,28,0.1,0.5,0.8518,0.1313,-0.364,0.2187,0.676,0.8025,0.633
5y,A79,28,0.1,0.75,0.9228,0.1399,-0.364,0.2195,0.709,0.8025,0.633
5y,A79,28,0.1,1.0,0.9534,0.1435,-0.364,0.2197,0.723,0.8025,0.633
5y,A79,28,0.15,0.0,0.376,0.066,-0.3467,0.2037,0.417,0.8025,0.633
5y,A79,28,0.15,0.25,0.751,0.1187,-0.3639,0.2162,0.629,0.8025,0.633
5y,A79,28,0.15,0.5,0.854,0.1316,-0.364,0.2189,0.676,0.8025,0.633
5y,A79,28,0.15,0.75,0.9128,0.1387,-0.364,0.2195,0.704,0.8025,0.633
5y,A79,28,0.15,1.0,0.942,0.1421,-0.364,0.2198,0.717,0.8025,0.633
5y,A79,28,0.2,0.0,0.4359,0.0751,-0.3555,0.2077,0.454,0.8025,0.633
5y,A79,28,0.2,0.25,0.7421,0.1176,-0.3639,0.2174,0.622,0.8025,0.633
5y,A79,28,0.2,0.5,0.8546,0.1317,-0.364,0.2191,0.676,0.8025,0.633
5y,A79,28,0.2,0.75,0.9027,0.1375,-0.364,0.2196,0.699,0.8025,0.633
5y,A79,28,0.2,1.0,0.9307,0.1408,-0.364,0.2199,0.712,0.8025,0.633
5y,A79,28,0.3,0.0,0.5343,0.0895,-0.362,0.2131,0.51,0.8025,0.633
5y,A79,28,0.3,0.25,0.7557,0.1193,-0.3639,0.2181,0.628,0.8025,0.633
5y,A79,28,0.3,0.5,0.8389,0.1297,-0.364,0.2194,0.668,0.8025,0.633
5y,A79,28,0.3,0.75,0.8825,0.135,-0.364,0.2199,0.688,0.8025,0.633
5y,A79,28,0.3,1.0,0.908,0.1381,-0.364,0.2201,0.7,0.8025,0.633
5y,A79,28,0.4,0.0,0.6127,0.1004,-0.363,0.2158,0.553,0.8025,0.633
5y,A79,28,0.4,0.25,0.759,0.1197,-0.3639,0.2187,0.628,0.8025,0.633
5y,A79,28,0.4,0.5,0.8232,0.1278,-0.364,0.2198,0.659,0.8025,0.633
5y,A79,28,0.4,0.75,0.8623,0.1326,-0.364,0.2203,0.678,0.8025,0.633
5y,A79,28,0.4,1.0,0.8852,0.1354,-0.364,0.2205,0.688,0.8025,0.633
5y,A79,28,0.5,0.0,0.676,0.1089,-0.364,0.2179,0.585,0.8025,0.633
5y,A79,28,0.5,0.25,0.7498,0.1186,-0.3639,0.2193,0.623,0.8025,0.633
5y,A79,28,0.5,0.5,0.8073,0.1258,-0.364,0.2203,0.65,0.8025,0.633
5y,A79,28,0.5,0.75,0.842,0.1301,-0.364,0.2207,0.667,0.8025,0.633
5y,A79,28,0.5,1.0,0.8624,0.1326,-0.364,0.2209,0.676,0.8025,0.633
5y,A79,42,0.02,0.0,-0.002,-0.0004,-0.215,0.0862,0.038,0.8025,0.633
5y,A79,42,0.02,0.25,0.7486,0.1184,-0.3638,0.2132,0.634,0.8025,0.633
5y,A79,42,0.02,0.5,0.8868,0.1356,-0.364,0.2173,0.696,0.8025,0.633
5y,A79,42,0.02,0.75,0.9406,0.142,-0.364,0.2191,0.718,0.8025,0.633
5y,A79,42,0.02,1.0,0.974,0.1459,-0.364,0.2197,0.732,0.8025,0.633
5y,A79,42,0.05,0.0,0.1264,0.0241,-0.252,0.1198,0.26,0.8025,0.633
5y,A79,42,0.05,0.25,0.7517,0.1188,-0.3638,0.2136,0.634,0.8025,0.633
5y,A79,42,0.05,0.5,0.88,0.1347,-0.364,0.2175,0.692,0.8025,0.633
5y,A79,42,0.05,0.75,0.9328,0.1411,-0.364,0.2193,0.714,0.8025,0.633
5y,A79,42,0.05,1.0,0.9709,0.1455,-0.364,0.2197,0.731,0.8025,0.633
5y,A79,42,0.1,0.0,0.275,0.0499,-0.3012,0.1671,0.376,0.8025,0.633
5y,A79,42,0.1,0.25,0.7514,0.1188,-0.3638,0.214,0.634,0.8025,0.633
5y,A79,42,0.1,0.5,0.8688,0.1334,-0.364,0.2178,0.686,0.8025,0.633
5y,A79,42,0.1,0.75,0.9272,0.1404,-0.364,0.2194,0.711,0.8025,0.633
5y,A79,42,0.1,1.0,0.9657,0.1449,-0.364,0.2197,0.728,0.8025,0.633
5y,A79,42,0.15,0.0,0.3191,0.057,-0.3255,0.1903,0.388,0.8025,0.633
5y,A79,42,0.15,0.25,0.7496,0.1185,-0.3638,0.2143,0.632,0.8025,0.633
5y,A79,42,0.15,0.5,0.8575,0.132,-0.364,0.2181,0.68,0.8025,0.633
5y,A79,42,0.15,0.75,0.9223,0.1398,-0.364,0.2194,0.709,0.8025,0.633
5y,A79,42,0.15,1.0,0.9606,0.1443,-0.364,0.2197,0.726,0.8025,0.633
5y,A79,42,0.2,0.0,0.3198,0.0571,-0.3403,0.2001,0.379,0.8025,0.633
5y,A79,42,0.2,0.25,0.7433,0.1177,-0.3638,0.2147,0.628,0.8025,0.633
5y,A79,42,0.2,0.5,0.8463,0.1306,-0.364,0.2185,0.673,0.8025,0.633
5y,A79,42,0.2,0.75,0.9175,0.1392,-0.364,0.2194,0.706,0.8025,0.633
5y,A79,42,0.2,1.0,0.9555,0.1437,-0.364,0.2197,0.724,0.8025,0.633
5y,A79,42,0.3,0.0,0.3883,0.0679,-0.3503,0.2065,0.422,0.8025,0.633
5y,A79,42,0.3,0.25,0.7274,0.1157,-0.3638,0.2154,0.618,0.8025,0.633
5y,A79,42,0.3,0.5,0.8342,0.1292,-0.364,0.2188,0.667,0.8025,0.633
5y,A79,42,0.3,0.75,0.9078,0.1381,-0.364,0.2195,0.701,0.8025,0.633
5y,A79,42,0.3,1.0,0.9452,0.1425,-0.364,0.2198,0.719,0.8025,0.633
5y,A79,42,0.4,0.0,0.4254,0.0736,-0.3579,0.2102,0.444,0.8025,0.633
5y,A79,42,0.4,0.25,0.7115,0.1136,-0.3638,0.2162,0.608,0.8025,0.633
5y,A79,42,0.4,0.5,0.8254,0.1281,-0.364,0.2189,0.662,0.8025,0.633
5y,A79,42,0.4,0.75,0.8982,0.1369,-0.364,0.2196,0.697,0.8025,0.633
5y,A79,42,0.4,1.0,0.9349,0.1413,-0.364,0.2199,0.713,0.8025,0.633
5y,A79,42,0.5,0.0,0.4596,0.0787,-0.364,0.2138,0.462,0.8025,0.633
5y,A79,42,0.5,0.25,0.6957,0.1115,-0.3638,0.2172,0.597,0.8025,0.633
5y,A79,42,0.5,0.5,0.8165,0.127,-0.364,0.219,0.658,0.8025,0.633
5y,A79,42,0.5,0.75,0.8885,0.1358,-0.364,0.2197,0.692,0.8025,0.633
5y,A79,42,0.5,1.0,0.9247,0.1401,-0.364,0.22,0.708,0.8025,0.633
5y,A79,63,0.02,0.0,-0.0193,-0.0039,-0.2047,0.0798,-0.009,0.8025,0.633
5y,A79,63,0.02,0.25,0.7456,0.118,-0.3638,0.2131,0.632,0.8025,0.633
5y,A79,63,0.02,0.5,0.8839,0.1352,-0.364,0.2172,0.695,0.8025,0.633
5y,A79,63,0.02,0.75,0.939,0.1418,-0.364,0.2191,0.717,0.8025,0.633
5y,A79,63,0.02,1.0,0.9729,0.1458,-0.364,0.2197,0.732,0.8025,0.633
5y,A79,63,0.05,0.0,0.0822,0.0159,-0.2267,0.1012,0.208,0.8025,0.633
5y,A79,63,0.05,0.25,0.7429,0.1177,-0.3638,0.2135,0.63,0.8025,0.633
5y,A79,63,0.05,0.5,0.8757,0.1342,-0.364,0.2174,0.69,0.8025,0.633
5y,A79,63,0.05,0.75,0.9289,0.1406,-0.364,0.2193,0.712,0.8025,0.633
5y,A79,63,0.05,1.0,0.9683,0.1452,-0.364,0.2197,0.73,0.8025,0.633
5y,A79,63,0.1,0.0,0.2566,0.0468,-0.2629,0.1425,0.393,0.8025,0.633
5y,A79,63,0.1,0.25,0.7368,0.1169,-0.3638,0.2139,0.626,0.8025,0.633
5y,A79,63,0.1,0.5,0.8622,0.1326,-0.364,0.2178,0.683,0.8025,0.633
5y,A79,63,0.1,0.75,0.9223,0.1398,-0.364,0.2193,0.709,0.8025,0.633
5y,A79,63,0.1,1.0,0.9605,0.1443,-0.364,0.2197,0.726,0.8025,0.633
5y,A79,63,0.15,0.0,0.3225,0.0576,-0.2913,0.1705,0.415,0.8025,0.633
5y,A79,63,0.15,0.25,0.7306,0.1161,-0.3638,0.2144,0.621,0.8025,0.633
5y,A79,63,0.15,0.5,0.8487,0.1309,-0.364,0.2181,0.675,0.8025,0.633
5y,A79,63,0.15,0.75,0.9159,0.1391,-0.364,0.2193,0.706,0.8025,0.633
5y,A79,63,0.15,1.0,0.9527,0.1434,-0.364,0.2197,0.722,0.8025,0.633
5y,A79,63,0.2,0.0,0.35,0.0619,-0.311,0.1891,0.413,0.8025,0.633
5y,A79,63,0.2,0.25,0.7243,0.1153,-0.3638,0.2149,0.617,0.8025,0.633
5y,A79,63,0.2,0.5,0.8389,0.1297,-0.364,0.2184,0.67,0.8025,0.633
5y,A79,63,0.2,0.75,0.9096,0.1383,-0.364,0.2194,0.703,0.8025,0.633
5y,A79,63,0.2,1.0,0.9449,0.1425,-0.364,0.2197,0.719,0.8025,0.633
5y,A79,63,0.3,0.0,0.3635,0.064,-0.339,0.2006,0.411,0.8025,0.633
5y,A79,63,0.3,0.25,0.7118,0.1136,-0.3638,0.216,0.608,0.8025,0.633
5y,A79,63,0.3,0.5,0.8324,0.1289,-0.364,0.2186,0.666,0.8025,0.633
5y,A79,63,0.3,0.75,0.8969,0.1368,-0.364,0.2194,0.696,0.8025,0.633
5y,A79,63,0.3,1.0,0.9294,0.1407,-0.364,0.2198,0.711,0.8025,0.633
5y,A79,63,0.4,0.0,0.4098,0.0712,-0.3481,0.2056,0.439,0.8025,0.633
5y,A79,63,0.4,0.25,0.7082,0.1132,-0.3638,0.2168,0.605,0.8025,0.633
5y,A79,63,0.4,0.5,0.8259,0.1281,-0.364,0.2188,0.663,0.8025,0.633
5y,A79,63,0.4,0.75,0.8842,0.1353,-0.364,0.2195,0.69,0.8025,0.633
5y,A79,63,0.4,1.0,0.9139,0.1388,-0.364,0.2199,0.704,0.8025,0.633
5y,A79,63,0.5,0.0,0.448,0.0769,-0.3565,0.2106,0.459,0.8025,0.633
5y,A79,63,0.5,0.25,0.7113,0.1136,-0.3638,0.2171,0.606,0.8025,0.633
5y,A79,63,0.5,0.5,0.8195,0.1273,-0.364,0.219,0.659,0.8025,0.633
5y,A79,63,0.5,0.75,0.8715,0.1337,-0.364,0.2197,0.683,0.8025,0.633
5y,A79,63,0.5,1.0,0.8985,0.137,-0.364,0.22,0.696,0.8025,0.633
5y,A65,3,0.02,0.0,0.2645,0.0481,-0.1542,0.0897,0.571,0.8025,0.633
5y,A65,3,0.02,0.25,0.48,0.0817,-0.2718,0.1813,0.525,0.8025,0.633
5y,A65,3,0.02,0.5,0.5457,0.0911,-0.2718,0.1881,0.559,0.8025,0.633
5y,A65,3,0.02,0.75,0.6072,0.0997,-0.2718,0.1903,0.596,0.8025,0.633
5y,A65,3,0.02,1.0,0.6425,0.1045,-0.2718,0.1914,0.617,0.8025,0.633
5y,A65,3,0.05,0.0,0.3967,0.0692,-0.2706,0.1637,0.492,0.8025,0.633
5y,A65,3,0.05,0.25,0.5379,0.09,-0.2718,0.1861,0.558,0.8025,0.633
5y,A65,3,0.05,0.5,0.6029,0.0991,-0.2718,0.1901,0.594,0.8025,0.633
5y,A65,3,0.05,0.75,0.6385,0.1039,-0.2718,0.1916,0.614,0.8025,0.633
5y,A65,3,0.05,1.0,0.6614,0.107,-0.2718,0.1923,0.627,0.8025,0.633
5y,A65,3,0.1,0.0,0.5231,0.0879,-0.2718,0.1873,0.545,0.8025,0.633
5y,A65,3,0.1,0.25,0.6001,0.0987,-0.2718,0.1918,0.588,0.8025,0.633
5y,A65,3,0.1,0.5,0.6416,0.1043,-0.2718,0.1943,0.61,0.8025,0.633
5y,A65,3,0.1,0.75,0.6675,0.1078,-0.2718,0.1952,0.624,0.8025,0.633
5y,A65,3,0.1,1.0,0.6806,0.1096,-0.2718,0.1957,0.631,0.8025,0.633
5y,A65,3,0.15,0.0,0.5696,0.0945,-0.2718,0.196,0.56,0.8025,0.633
5y,A65,3,0.15,0.25,0.5884,0.0971,-0.2718,0.1975,0.57,0.8025,0.633
5y,A65,3,0.15,0.5,0.625,0.1021,-0.2718,0.1989,0.59,0.8025,0.633
5y,A65,3,0.15,0.75,0.6404,0.1042,-0.2718,0.1994,0.599,0.8025,0.633
5y,A65,3,0.15,1.0,0.6512,0.1056,-0.2718,0.1997,0.605,0.8025,0.633
5y,A65,3,0.2,0.0,0.5619,0.0934,-0.2718,0.2015,0.546,0.8025,0.633
5y,A65,3,0.2,0.25,0.5636,0.0936,-0.2725,0.2017,0.546,0.8025,0.633
5y,A65,3,0.2,0.5,0.5857,0.0967,-0.272,0.2027,0.559,0.8025,0.633
5y,A65,3,0.2,0.75,0.5978,0.0984,-0.2728,0.203,0.566,0.8025,0.633
5y,A65,3,0.2,1.0,0.6069,0.0996,-0.2737,0.2031,0.571,0.8025,0.633
5y,A65,3,0.3,0.0,0.5569,0.0927,-0.2896,0.2059,0.535,0.8025,0.633
5y,A65,3,0.3,0.25,0.553,0.0922,-0.2896,0.2058,0.533,0.8025,0.633
5y,A65,3,0.3,0.5,0.564,0.0937,-0.2896,0.2063,0.539,0.8025,0.633
5y,A65,3,0.3,0.75,0.5727,0.0949,-0.2896,0.2064,0.544,0.8025,0.633
5y,A65,3,0.3,1.0,0.5799,0.0959,-0.2896,0.2065,0.548,0.8025,0.633
5y,A65,3,0.4,0.0,0.5509,0.0919,-0.299,0.2082,0.528,0.8025,0.633
5y,A65,3,0.4,0.25,0.5505,0.0918,-0.299,0.2081,0.528,0.8025,0.633
5y,A65,3,0.4,0.5,0.555,0.0924,-0.299,0.2084,0.53,0.8025,0.633
5y,A65,3,0.4,0.75,0.5605,0.0932,-0.299,0.2085,0.533,0.8025,0.633
5y,A65,3,0.4,1.0,0.5651,0.0938,-0.299,0.2085,0.536,0.8025,0.633
5y,A65,3,0.5,0.0,0.5357,0.0897,-0.3042,0.2103,0.515,0.8025,0.633
5y,A65,3,0.5,0.25,0.548,0.0914,-0.3042,0.2102,0.523,0.8025,0.633
5y,A65,3,0.5,0.5,0.5466,0.0912,-0.3042,0.2103,0.522,0.8025,0.633
5y,A65,3,0.5,0.75,0.5492,0.0916,-0.3042,0.2103,0.523,0.8025,0.633
5y,A65,3,0.5,1.0,0.5517,0.092,-0.3042,0.2104,0.525,0.8025,0.633
5y,A65,5,0.02,0.0,0.1645,0.031,-0.0915,0.0531,0.603,0.8025,0.633
5y,A65,5,0.02,0.25,0.4839,0.0822,-0.2718,0.1792,0.532,0.8025,0.633
5y,A65,5,0.02,0.5,0.5519,0.092,-0.2718,0.1864,0.567,0.8025,0.633
5y,A65,5,0.02,0.75,0.5881,0.097,-0.2718,0.19,0.584,0.8025,0.633
5y,A65,5,0.02,1.0,0.6375,0.1038,-0.2718,0.1913,0.614,0.8025,0.633
5y,A65,5,0.05,0.0,0.3172,0.0567,-0.2204,0.1287,0.495,0.8025,0.633
5y,A65,5,0.05,0.25,0.4859,0.0825,-0.2718,0.1834,0.526,0.8025,0.633
5y,A65,5,0.05,0.5,0.57,0.0945,-0.2718,0.1887,0.575,0.8025,0.633
5y,A65,5,0.05,0.75,0.6171,0.101,-0.2718,0.1906,0.602,0.8025,0.633
5y,A65,5,0.05,1.0,0.6501,0.1055,-0.2718,0.1916,0.621,0.8025,0.633
5y,A65,5,0.1,0.0,0.4476,0.0769,-0.2718,0.1701,0.522,0.8025,0.633
5y,A65,5,0.1,0.25,0.5528,0.0921,-0.2718,0.1865,0.567,0.8025,0.633
5y,A65,5,0.1,0.5,0.6133,0.1005,-0.2718,0.1905,0.6,0.8025,0.633
5y,A65,5,0.1,0.75,0.645,0.1048,-0.2718,0.1919,0.617,0.8025,0.633
5y,A65,5,0.1,1.0,0.6695,0.1081,-0.2718,0.1927,0.631,0.8025,0.633
5y,A65,5,0.15,0.0,0.5007,0.0847,-0.2718,0.1833,0.537,0.8025,0.633
5y,A65,5,0.15,0.25,0.5948,0.098,-0.2718,0.1897,0.589,0.8025,0.633
5y,A65,5,0.15,0.5,0.6399,0.1041,-0.2718,0.1928,0.612,0.8025,0.633
5y,A65,5,0.15,0.75,0.6677,0.1078,-0.2718,0.1939,0.627,0.8025,0.633
5y,A65,5,0.15,1.0,0.687,0.1104,-0.2718,0.1945,0.638,0.8025,0.633
5y,A65,5,0.2,0.0,0.5222,0.0878,-0.2718,0.1907,0.538,0.8025,0.633
5y,A65,5,0.2,0.25,0.6056,0.0995,-0.2718,0.1933,0.589,0.8025,0.633
5y,A65,5,0.2,0.5,0.6433,0.1046,-0.2718,0.1955,0.608,0.8025,0.633
5y,A65,5,0.2,0.75,0.6657,0.1076,-0.2718,0.1964,0.62,0.8025,0.633
5y,A65,5,0.2,1.0,0.6812,0.1096,-0.2718,0.1968,0.629,0.8025,0.633
5y,A65,5,0.3,0.0,0.5755,0.0953,-0.2718,0.1983,0.56,0.8025,0.633
5y,A65,5,0.3,0.25,0.5866,0.0968,-0.2718,0.199,0.566,0.8025,0.633
5y,A65,5,0.3,0.5,0.6124,0.1004,-0.2718,0.2003,0.58,0.8025,0.633
5y,A65,5,0.3,0.75,0.6285,0.1026,-0.2718,0.2007,0.589,0.8025,0.633
5y,A65,5,0.3,1.0,0.6417,0.1044,-0.2718,0.201,0.596,0.8025,0.633
5y,A65,5,0.4,0.0,0.5684,0.0943,-0.2759,0.2023,0.548,0.8025,0.633
5y,A65,5,0.4,0.25,0.5759,0.0954,-0.2784,0.2023,0.553,0.8025,0.633
5y,A65,5,0.4,0.5,0.5933,0.0978,-0.2779,0.2032,0.562,0.8025,0.633
5y,A65,5,0.4,0.75,0.6058,0.0995,-0.2787,0.2035,0.569,0.8025,0.633
5y,A65,5,0.4,1.0,0.6161,0.1009,-0.2796,0.2037,0.575,0.8025,0.633
5y,A65,5,0.5,0.0,0.5477,0.0914,-0.2883,0.2053,0.53,0.8025,0.633
5y,A65,5,0.5,0.25,0.5674,0.0942,-0.2884,0.2051,0.543,0.8025,0.633
5y,A65,5,0.5,0.5,0.5768,0.0955,-0.2884,0.2057,0.548,0.8025,0.633
5y,A65,5,0.5,0.75,0.586,0.0968,-0.2884,0.2059,0.553,0.8025,0.633
5y,A65,5,0.5,1.0,0.5939,0.0978,-0.2885,0.206,0.558,0.8025,0.633
5y,A65,7,0.02,0.0,0.1252,0.0239,-0.0663,0.0385,0.635,0.8025,0.633
5y,A65,7,0.02,0.25,0.482,0.082,-0.2718,0.1783,0.532,0.8025,0.633
5y,A65,7,0.02,0.5,0.5555,0.0925,-0.2718,0.1857,0.571,0.8025,0.633
5y,A65,7,0.02,0.75,0.5873,0.0969,-0.2718,0.1895,0.585,0.8025,0.633
5y,A65,7,0.02,1.0,0.6353,0.1035,-0.2718,0.1912,0.613,0.8025,0.633
5y,A65,7,0.05,0.0,0.2783,0.0504,-0.1618,0.0941,0.572,0.8025,0.633
5y,A65,7,0.05,0.25,0.4866,0.0826,-0.2718,0.1811,0.531,0.8025,0.633
5y,A65,7,0.05,0.5,0.551,0.0919,-0.2718,0.188,0.563,0.8025,0.633
5y,A65,7,0.05,0.75,0.6116,0.1003,-0.2718,0.1903,0.599,0.8025,0.633
5y,A65,7,0.05,1.0,0.6448,0.1048,-0.2718,0.1914,0.618,0.8025,0.633
5y,A65,7,0.1,0.0,0.3456,0.0612,-0.2627,0.1552,0.462,0.8025,0.633
5y,A65,7,0.1,0.25,0.5267,0.0884,-0.2718,0.1845,0.553,0.8025,0.633
5y,A65,7,0.1,0.5,0.6013,0.0989,-0.2718,0.1893,0.595,0.8025,0.633
5y,A65,7,0.1,0.75,0.6384,0.1039,-0.2718,0.191,0.615,0.8025,0.633
5y,A65,7,0.1,1.0,0.66,0.1068,-0.2718,0.1919,0.627,0.8025,0.633
5y,A65,7,0.15,0.0,0.489,0.083,-0.2718,0.1717,0.552,0.8025,0.633
5y,A65,7,0.15,0.25,0.5761,0.0954,-0.2718,0.1864,0.584,0.8025,0.633
5y,A65,7,0.15,0.5,0.6289,0.1026,-0.2718,0.1905,0.61,0.8025,0.633
5y,A65,7,0.15,0.75,0.6592,0.1067,-0.2718,0.1921,0.626,0.8025,0.633
5y,A65,7,0.15,1.0,0.6741,0.1087,-0.2718,0.1929,0.633,0.8025,0.633
5y,A65,7,0.2,0.0,0.5326,0.0893,-0.2718,0.1813,0.564,0.8025,0.633
5y,A65,7,0.2,0.25,0.6071,0.0997,-0.2718,0.1886,0.6,0.8025,0.633
5y,A65,7,0.2,0.5,0.6548,0.1061,-0.2718,0.1921,0.623,0.8025,0.633
5y,A65,7,0.2,0.75,0.6781,0.1092,-0.2718,0.1935,0.634,0.8025,0.633
5y,A65,7,0.2,1.0,0.6871,0.1104,-0.2718,0.1942,0.639,0.8025,0.633
5y,A65,7,0.3,0.0,0.616,0.1009,-0.2718,0.1907,0.601,0.8025,0.633
5y,A65,7,0.3,0.25,0.6517,0.1057,-0.2718,0.1928,0.62,0.8025,0.633
5y,A65,7,0.3,0.5,0.6876,0.1105,-0.2718,0.1955,0.636,0.8025,0.633
5y,A65,7,0.3,0.75,0.7005,0.1122,-0.2718,0.1965,0.641,0.8025,0.633
5y,A65,7,0.3,1.0,0.7089,0.1133,-0.2718,0.197,0.645,0.8025,0.633
5y,A65,7,0.4,0.0,0.6569,0.1064,-0.2718,0.196,0.616,0.8025,0.633
5y,A65,7,0.4,0.25,0.6687,0.108,-0.2718,0.1964,0.622,0.8025,0.633
5y,A65,7,0.4,0.5,0.6927,0.1112,-0.2718,0.1984,0.632,0.8025,0.633
5y,A65,7,0.4,0.75,0.7017,0.1123,-0.2718,0.1992,0.636,0.8025,0.633
5y,A65,7,0.4,1.0,0.7092,0.1133,-0.2718,0.1996,0.64,0.8025,0.633
5y,A65,7,0.5,0.0,0.686,0.1103,-0.2718,0.2008,0.623,0.8025,0.633
5y,A65,7,0.5,0.25,0.6762,0.109,-0.2718,0.2,0.619,0.8025,0.633
5y,A65,7,0.5,0.5,0.6919,0.111,-0.2718,0.2016,0.625,0.8025,0.633
5y,A65,7,0.5,0.75,0.7003,0.1121,-0.2718,0.2021,0.629,0.8025,0.633
5y,A65,7,0.5,1.0,0.7066,0.113,-0.2718,0.2024,0.632,0.8025,0.633
5y,A65,10,0.02,0.0,0.0976,0.0188,-0.0445,0.0274,0.696,0.8025,0.633
5y,A65,10,0.02,0.25,0.4772,0.0813,-0.2718,0.1777,0.53,0.8025,0.633
5y,A65,10,0.02,0.5,0.5553,0.0925,-0.2718,0.1853,0.572,0.8025,0.633
5y,A65,10,0.02,0.75,0.5895,0.0972,-0.2718,0.189,0.587,0.8025,0.633
5y,A65,10,0.02,1.0,0.6336,0.1033,-0.2718,0.1912,0.611,0.8025,0.633
5y,A65,10,0.05,0.0,0.204,0.0379,-0.1099,0.0634,0.62,0.8025,0.633
