sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
2011,A79,28,0.15,0.75,5.6849,0.1286,-0.364,0.192,0.728,8.8541,0.815
2011,A79,28,0.15,1.0,5.7773,0.1296,-0.364,0.1929,0.73,8.8541,0.815
2011,A79,28,0.2,0.0,2.3138,0.0793,-0.364,0.1621,0.553,8.8541,0.815
2011,A79,28,0.2,0.25,4.9693,0.1205,-0.364,0.1879,0.701,8.8541,0.815
2011,A79,28,0.2,0.5,5.4872,0.1264,-0.364,0.191,0.721,8.8541,0.815
2011,A79,28,0.2,0.75,5.6914,0.1286,-0.364,0.1923,0.727,8.8541,0.815
2011,A79,28,0.2,1.0,5.7581,0.1294,-0.364,0.193,0.728,8.8541,0.815
2011,A79,28,0.3,0.0,3.3177,0.0976,-0.364,0.17,0.634,8.8541,0.815
2011,A79,28,0.3,0.25,5.1341,0.1224,-0.364,0.1891,0.707,8.8541,0.815
2011,A79,28,0.3,0.5,5.5233,0.1268,-0.364,0.1917,0.72,8.8541,0.815
2011,A79,28,0.3,0.75,5.6597,0.1283,-0.364,0.1927,0.725,8.8541,0.815
2011,A79,28,0.3,1.0,5.7171,0.1289,-0.364,0.1934,0.726,8.8541,0.815
2011,A79,28,0.4,0.0,4.0621,0.1088,-0.364,0.175,0.679,8.8541,0.815
2011,A79,28,0.4,0.25,5.2509,0.1238,-0.364,0.1902,0.71,8.8541,0.815
2011,A79,28,0.4,0.5,5.5242,0.1268,-0.364,0.1924,0.718,8.8541,0.815
2011,A79,28,0.4,0.75,5.6234,0.1279,-0.364,0.1933,0.721,8.8541,0.815
2011,A79,28,0.4,1.0,5.6729,0.1284,-0.364,0.1939,0.722,8.8541,0.815
2011,A79,28,0.5,0.0,4.72,0.1174,-0.364,0.1797,0.709,8.8541,0.815
2011,A79,28,0.5,0.25,5.284,0.1241,-0.364,0.1912,0.709,8.8541,0.815
2011,A79,28,0.5,0.5,5.5032,0.1266,-0.364,0.1932,0.715,8.8541,0.815
2011,A79,28,0.5,0.75,5.584,0.1275,-0.364,0.194,0.717,8.8541,0.815
2011,A79,28,0.5,1.0,5.625,0.1279,-0.364,0.1945,0.718,8.8541,0.815
2011,A79,42,0.02,0.0,0.1586,0.0094,-0.1092,0.0418,0.245,8.8541,0.815
2011,A79,42,0.02,0.25,4.723,0.1175,-0.364,0.1849,0.695,8.8541,0.815
2011,A79,42,0.02,0.5,5.4599,0.1261,-0.364,0.1891,0.724,8.8541,0.815
2011,A79,42,0.02,0.75,5.7077,0.1288,-0.364,0.1912,0.731,8.8541,0.815
2011,A79,42,0.02,1.0,5.8219,0.13,-0.364,0.1927,0.732,8.8541,0.815
2011,A79,42,0.05,0.0,0.4208,0.0226,-0.1586,0.0695,0.357,8.8541,0.815
2011,A79,42,0.05,0.25,4.7432,0.1177,-0.364,0.1851,0.695,8.8541,0.815
2011,A79,42,0.05,0.5,5.4415,0.1259,-0.364,0.1892,0.723,8.8541,0.815
2011,A79,42,0.05,0.75,5.6822,0.1285,-0.364,0.1913,0.73,8.8541,0.815
2011,A79,42,0.05,1.0,5.8096,0.1299,-0.364,0.1927,0.732,8.8541,0.815
2011,A79,42,0.1,0.0,0.827,0.0391,-0.2989,0.117,0.387,8.8541,0.815
2011,A79,42,0.1,0.25,4.7586,0.1179,-0.364,0.1855,0.695,8.8541,0.815
2011,A79,42,0.1,0.5,5.4085,0.1255,-0.364,0.1894,0.721,8.8541,0.815
2011,A79,42,0.1,0.75,5.665,0.1284,-0.364,0.1914,0.728,8.8541,0.815
2011,A79,42,0.1,1.0,5.789,0.1297,-0.364,0.1928,0.731,8.8541,0.815
2011,A79,42,0.15,0.0,1.1009,0.0484,-0.355,0.1418,0.405,8.8541,0.815
2011,A79,42,0.15,0.25,4.769,0.118,-0.364,0.1858,0.695,8.8541,0.815
2011,A79,42,0.15,0.5,5.3754,0.1252,-0.364,0.1897,0.718,8.8541,0.815
2011,A79,42,0.15,0.75,5.6501,0.1282,-0.364,0.1915,0.727,8.8541,0.815
2011,A79,42,0.15,1.0,5.768,0.1295,-0.364,0.1928,0.73,8.8541,0.815
2011,A79,42,0.2,0.0,1.3574,0.0561,-0.364,0.1539,0.433,8.8541,0.815
2011,A79,42,0.2,0.25,4.7641,0.118,-0.364,0.1861,0.694,8.8541,0.815
2011,A79,42,0.2,0.5,5.342,0.1248,-0.364,0.1899,0.716,8.8541,0.815
2011,A79,42,0.2,0.75,5.6349,0.128,-0.364,0.1917,0.726,8.8541,0.815
2011,A79,42,0.2,1.0,5.7467,0.1292,-0.364,0.1928,0.728,8.8541,0.815
2011,A79,42,0.3,0.0,1.9827,0.0721,-0.364,0.1634,0.509,8.8541,0.815
2011,A79,42,0.3,0.25,4.7343,0.1176,-0.364,0.1868,0.69,8.8541,0.815
2011,A79,42,0.3,0.5,5.3095,0.1244,-0.364,0.1903,0.713,8.8541,0.815
2011,A79,42,0.3,0.75,5.5987,0.1276,-0.364,0.1919,0.724,8.8541,0.815
2011,A79,42,0.3,1.0,5.7034,0.1288,-0.364,0.193,0.726,8.8541,0.815
2011,A79,42,0.4,0.0,2.498,0.083,-0.364,0.1696,0.556,8.8541,0.815
2011,A79,42,0.4,0.25,4.7005,0.1172,-0.364,0.1876,0.686,8.8541,0.815
2011,A79,42,0.4,0.5,5.287,0.1242,-0.364,0.1907,0.711,8.8541,0.815
2011,A79,42,0.4,0.75,5.5558,0.1272,-0.364,0.1921,0.721,8.8541,0.815
2011,A79,42,0.4,1.0,5.6589,0.1283,-0.364,0.1932,0.723,8.8541,0.815
2011,A79,42,0.5,0.0,2.983,0.092,-0.364,0.1756,0.59,8.8541,0.815
2011,A79,42,0.5,0.25,4.6669,0.1168,-0.364,0.1885,0.682,8.8541,0.815
2011,A79,42,0.5,0.5,5.2645,0.1239,-0.364,0.1912,0.708,8.8541,0.815
2011,A79,42,0.5,0.75,5.5127,0.1267,-0.364,0.1924,0.718,8.8541,0.815
2011,A79,42,0.5,1.0,5.6141,0.1278,-0.364,0.1934,0.72,8.8541,0.815
2011,A79,63,0.02,0.0,0.1149,0.007,-0.1039,0.0372,0.205,8.8541,0.815
2011,A79,63,0.02,0.25,4.7059,0.1173,-0.364,0.1849,0.694,8.8541,0.815
2011,A79,63,0.02,0.5,5.4408,0.1259,-0.364,0.1891,0.724,8.8541,0.815
2011,A79,63,0.02,0.75,5.6977,0.1287,-0.364,0.1912,0.731,8.8541,0.815
2011,A79,63,0.02,1.0,5.825,0.1301,-0.364,0.1927,0.733,8.8541,0.815
2011,A79,63,0.05,0.0,0.2989,0.0168,-0.1151,0.0538,0.337,8.8541,0.815
2011,A79,63,0.05,0.25,4.6964,0.1171,-0.364,0.1851,0.693,8.8541,0.815
2011,A79,63,0.05,0.5,5.4089,0.1255,-0.364,0.1892,0.722,8.8541,0.815
2011,A79,63,0.05,0.75,5.6576,0.1283,-0.364,0.1913,0.728,8.8541,0.815
2011,A79,63,0.05,1.0,5.8173,0.13,-0.364,0.1927,0.732,8.8541,0.815
2011,A79,63,0.1,0.0,0.6453,0.0322,-0.1937,0.0875,0.407,8.8541,0.815
2011,A79,63,0.1,0.25,4.675,0.1169,-0.364,0.1853,0.691,8.8541,0.815
2011,A79,63,0.1,0.5,5.3567,0.125,-0.364,0.1893,0.718,8.8541,0.815
2011,A79,63,0.1,0.75,5.6262,0.1279,-0.364,0.1913,0.727,8.8541,0.815
2011,A79,63,0.1,1.0,5.8045,0.1298,-0.364,0.1927,0.732,8.8541,0.815
2011,A79,63,0.15,0.0,0.8917,0.0414,-0.2736,0.1172,0.406,8.8541,0.815
2011,A79,63,0.15,0.25,4.6531,0.1166,-0.364,0.1857,0.689,8.8541,0.815
2011,A79,63,0.15,0.5,5.3046,0.1244,-0.364,0.1895,0.715,8.8541,0.815
2011,A79,63,0.15,0.75,5.5955,0.1276,-0.364,0.1914,0.725,8.8541,0.815
2011,A79,63,0.15,1.0,5.7916,0.1297,-0.364,0.1928,0.731,8.8541,0.815
2011,A79,63,0.2,0.0,1.0076,0.0454,-0.3314,0.1374,0.392,8.8541,0.815
2011,A79,63,0.2,0.25,4.6328,0.1163,-0.364,0.186,0.686,8.8541,0.815
2011,A79,63,0.2,0.5,5.2652,0.1239,-0.364,0.1897,0.712,8.8541,0.815
2011,A79,63,0.2,0.75,5.5648,0.1273,-0.364,0.1915,0.723,8.8541,0.815
2011,A79,63,0.2,1.0,5.7786,0.1296,-0.364,0.1928,0.73,8.8541,0.815
2011,A79,63,0.3,0.0,1.3138,0.0549,-0.3627,0.1532,0.426,8.8541,0.815
2011,A79,63,0.3,0.25,4.5978,0.1159,-0.364,0.1867,0.682,8.8541,0.815
2011,A79,63,0.3,0.5,5.2308,0.1235,-0.364,0.1899,0.71,8.8541,0.815
2011,A79,63,0.3,0.75,5.5276,0.1269,-0.364,0.1916,0.721,8.8541,0.815
2011,A79,63,0.3,1.0,5.7521,0.1293,-0.364,0.1928,0.729,8.8541,0.815
2011,A79,63,0.4,0.0,1.7145,0.0656,-0.364,0.161,0.476,8.8541,0.815
2011,A79,63,0.4,0.25,4.5919,0.1158,-0.364,0.1872,0.681,8.8541,0.815
2011,A79,63,0.4,0.5,5.1961,0.1231,-0.364,0.1902,0.707,8.8541,0.815
2011,A79,63,0.4,0.75,5.5064,0.1266,-0.364,0.1917,0.72,8.8541,0.815
2011,A79,63,0.4,1.0,5.7251,0.129,-0.364,0.1929,0.727,8.8541,0.815
2011,A79,63,0.5,0.0,2.1773,0.0764,-0.364,0.1676,0.524,8.8541,0.815
2011,A79,63,0.5,0.25,4.607,0.116,-0.364,0.1877,0.68,8.8541,0.815
2011,A79,63,0.5,0.5,5.1654,0.1228,-0.364,0.1904,0.705,8.8541,0.815
2011,A79,63,0.5,0.75,5.4847,0.1264,-0.364,0.1918,0.718,8.8541,0.815
2011,A79,63,0.5,1.0,5.6976,0.1287,-0.364,0.1931,0.725,8.8541,0.815
2011,A65,3,0.02,0.0,0.958,0.0437,-0.1782,0.0834,0.556,8.8541,0.815
2011,A65,3,0.02,0.25,2.759,0.088,-0.2718,0.1595,0.61,8.8541,0.815
2011,A65,3,0.02,0.5,3.0301,0.0928,-0.2718,0.1652,0.621,8.8541,0.815
2011,A65,3,0.02,0.75,3.2087,0.0958,-0.2718,0.1674,0.632,8.8541,0.815
2011,A65,3,0.02,1.0,3.3307,0.0978,-0.2718,0.1686,0.639,8.8541,0.815
2011,A65,3,0.05,0.0,2.0485,0.0735,-0.2706,0.1376,0.586,8.8541,0.815
2011,A65,3,0.05,0.25,2.9181,0.0908,-0.2718,0.1636,0.615,8.8541,0.815
2011,A65,3,0.05,0.5,3.1528,0.0949,-0.2718,0.1675,0.626,8.8541,0.815
2011,A65,3,0.05,0.75,3.2692,0.0968,-0.2718,0.1691,0.632,8.8541,0.815
2011,A65,3,0.05,1.0,3.3846,0.0987,-0.2718,0.17,0.64,8.8541,0.815
2011,A65,3,0.1,0.0,2.6287,0.0855,-0.2718,0.1659,0.579,8.8541,0.815
2011,A65,3,0.1,0.25,3.1925,0.0955,-0.2718,0.1695,0.624,8.8541,0.815
2011,A65,3,0.1,0.5,3.4072,0.099,-0.2721,0.172,0.637,8.8541,0.815
2011,A65,3,0.1,0.75,3.5422,0.1011,-0.2741,0.173,0.645,8.8541,0.815
2011,A65,3,0.1,1.0,3.6328,0.1025,-0.2748,0.1736,0.651,8.8541,0.815
2011,A65,3,0.15,0.0,3.1045,0.0941,-0.2946,0.1737,0.606,8.8541,0.815
2011,A65,3,0.15,0.25,3.3044,0.0974,-0.2927,0.1748,0.621,8.8541,0.815
2011,A65,3,0.15,0.5,3.5106,0.1007,-0.2939,0.1762,0.634,8.8541,0.815
2011,A65,3,0.15,0.75,3.6174,0.1023,-0.2944,0.1769,0.64,8.8541,0.815
2011,A65,3,0.15,1.0,3.6945,0.1035,-0.2946,0.1774,0.645,8.8541,0.815
2011,A65,3,0.2,0.0,3.2874,0.0971,-0.3012,0.1782,0.611,8.8541,0.815
2011,A65,3,0.2,0.25,3.3972,0.0989,-0.3012,0.1786,0.619,8.8541,0.815
2011,A65,3,0.2,0.5,3.5777,0.1017,-0.3012,0.1796,0.631,8.8541,0.815
2011,A65,3,0.2,0.75,3.687,0.1033,-0.3012,0.1801,0.638,8.8541,0.815
2011,A65,3,0.2,1.0,3.762,0.1045,-0.3012,0.1804,0.642,8.8541,0.815
2011,A65,3,0.3,0.0,3.5725,0.1016,-0.3012,0.1827,0.622,8.8541,0.815
2011,A65,3,0.3,0.25,3.5962,0.102,-0.3012,0.1827,0.624,8.8541,0.815
2011,A65,3,0.3,0.5,3.7568,0.1044,-0.3012,0.1833,0.635,8.8541,0.815
2011,A65,3,0.3,0.75,3.8615,0.1059,-0.3012,0.1836,0.642,8.8541,0.815
2011,A65,3,0.3,1.0,3.937,0.107,-0.3012,0.1839,0.646,8.8541,0.815
2011,A65,3,0.4,0.0,3.6051,0.1021,-0.3012,0.1852,0.619,8.8541,0.815
2011,A65,3,0.4,0.25,3.5796,0.1017,-0.3012,0.185,0.618,8.8541,0.815
2011,A65,3,0.4,0.5,3.7133,0.1037,-0.3012,0.1854,0.627,8.8541,0.815
2011,A65,3,0.4,0.75,3.7997,0.105,-0.3012,0.1857,0.632,8.8541,0.815
2011,A65,3,0.4,1.0,3.867,0.106,-0.3012,0.1858,0.637,8.8541,0.815
2011,A65,3,0.5,0.0,3.5935,0.1019,-0.3042,0.1872,0.613,8.8541,0.815
2011,A65,3,0.5,0.25,3.5508,0.1013,-0.3042,0.187,0.611,8.8541,0.815
2011,A65,3,0.5,0.5,3.6553,0.1029,-0.3042,0.1872,0.618,8.8541,0.815
2011,A65,3,0.5,0.75,3.7193,0.1038,-0.3042,0.1874,0.622,8.8541,0.815
2011,A65,3,0.5,1.0,3.7737,0.1046,-0.3042,0.1876,0.626,8.8541,0.815
2011,A65,5,0.02,0.0,0.5334,0.0276,-0.1151,0.0501,0.57,8.8541,0.815
2011,A65,5,0.02,0.25,2.7473,0.0877,-0.2718,0.1583,0.612,8.8541,0.815
2011,A65,5,0.02,0.5,3.0555,0.0932,-0.2718,0.1643,0.626,8.8541,0.815
2011,A65,5,0.02,0.75,3.1762,0.0953,-0.2718,0.167,0.63,8.8541,0.815
2011,A65,5,0.02,1.0,3.3269,0.0977,-0.2718,0.1684,0.64,8.8541,0.815
2011,A65,5,0.05,0.0,1.4231,0.058,-0.2204,0.1081,0.577,8.8541,0.815
2011,A65,5,0.05,0.25,2.7931,0.0886,-0.2718,0.1609,0.609,8.8541,0.815
2011,A65,5,0.05,0.5,3.1127,0.0942,-0.2718,0.1658,0.627,8.8541,0.815
2011,A65,5,0.05,0.75,3.2524,0.0965,-0.2718,0.1678,0.635,8.8541,0.815
2011,A65,5,0.05,1.0,3.3826,0.0986,-0.2718,0.1689,0.643,8.8541,0.815
2011,A65,5,0.1,0.0,2.2943,0.0789,-0.2718,0.1444,0.599,8.8541,0.815
2011,A65,5,0.1,0.25,2.9924,0.0921,-0.2718,0.1644,0.62,8.8541,0.815
2011,A65,5,0.1,0.5,3.2398,0.0963,-0.2718,0.1681,0.633,8.8541,0.815
2011,A65,5,0.1,0.75,3.3666,0.0984,-0.2718,0.1696,0.64,8.8541,0.815
2011,A65,5,0.1,1.0,3.4914,0.1004,-0.2718,0.1705,0.648,8.8541,0.815
2011,A65,5,0.15,0.0,2.5549,0.0841,-0.2718,0.161,0.583,8.8541,0.815
2011,A65,5,0.15,0.25,3.2122,0.0959,-0.2718,0.1679,0.631,8.8541,0.815
2011,A65,5,0.15,0.5,3.4694,0.1,-0.2718,0.1707,0.645,8.8541,0.815
2011,A65,5,0.15,0.75,3.6106,0.1022,-0.2718,0.1719,0.654,8.8541,0.815
2011,A65,5,0.15,1.0,3.7235,0.1039,-0.2718,0.1726,0.661,8.8541,0.815
2011,A65,5,0.2,0.0,2.8314,0.0893,-0.2788,0.1691,0.592,8.8541,0.815
2011,A65,5,0.2,0.25,3.4194,0.0992,-0.2755,0.1712,0.64,8.8541,0.815
2011,A65,5,0.2,0.5,3.6434,0.1027,-0.2782,0.1733,0.652,8.8541,0.815
2011,A65,5,0.2,0.75,3.7662,0.1045,-0.2792,0.1743,0.659,8.8541,0.815
2011,A65,5,0.2,1.0,3.8656,0.106,-0.2796,0.1749,0.665,8.8541,0.815
2011,A65,5,0.3,0.0,3.345,0.098,-0.2973,0.1756,0.622,8.8541,0.815
2011,A65,5,0.3,0.25,3.5901,0.1019,-0.2973,0.1762,0.64,8.8541,0.815
2011,A65,5,0.3,0.5,3.7921,0.1049,-0.2973,0.1775,0.652,8.8541,0.815
2011,A65,5,0.3,0.75,3.8994,0.1065,-0.2973,0.1782,0.658,8.8541,0.815
2011,A65,5,0.3,1.0,3.9905,0.1078,-0.2973,0.1787,0.664,8.8541,0.815
2011,A65,5,0.4,0.0,3.6536,0.1028,-0.3012,0.1792,0.638,8.8541,0.815
2011,A65,5,0.4,0.25,3.8205,0.1053,-0.3012,0.1791,0.65,8.8541,0.815
2011,A65,5,0.4,0.5,4.0035,0.1079,-0.3012,0.1802,0.661,8.8541,0.815
2011,A65,5,0.4,0.75,4.103,0.1093,-0.3012,0.1808,0.666,8.8541,0.815
2011,A65,5,0.4,1.0,4.1921,0.1106,-0.3012,0.1812,0.671,8.8541,0.815
2011,A65,5,0.5,0.0,3.9376,0.107,-0.3012,0.1823,0.65,8.8541,0.815
2011,A65,5,0.5,0.25,4.0756,0.109,-0.3012,0.1818,0.661,8.8541,0.815
2011,A65,5,0.5,0.5,4.2374,0.1112,-0.3012,0.1827,0.67,8.8541,0.815
2011,A65,5,0.5,0.75,4.328,0.1124,-0.3012,0.1832,0.675,8.8541,0.815
2011,A65,5,0.5,1.0,4.4154,0.1135,-0.3012,0.1835,0.679,8.8541,0.815
2011,A65,7,0.02,0.0,0.3522,0.0194,-0.0832,0.0352,0.564,8.8541,0.815
2011,A65,7,0.02,0.25,2.7229,0.0873,-0.2718,0.1577,0.611,8.8541,0.815
2011,A65,7,0.02,0.5,3.053,0.0932,-0.2718,0.1639,0.627,8.8541,0.815
2011,A65,7,0.02,0.75,3.1619,0.095,-0.2718,0.1668,0.629,8.8541,0.815
2011,A65,7,0.02,1.0,3.3049,0.0974,-0.2718,0.1683,0.638,8.8541,0.815
2011,A65,7,0.05,0.0,1.0137,0.0456,-0.1845,0.0862,0.561,8.8541,0.815
2011,A65,7,0.05,0.25,2.7577,0.0879,-0.2718,0.1594,0.61,8.8541,0.815
2011,A65,7,0.05,0.5,3.0343,0.0929,-0.2718,0.1651,0.622,8.8541,0.815
2011,A65,7,0.05,0.75,3.2105,0.0958,-0.2718,0.1673,0.632,8.8541,0.815
2011,A65,7,0.05,1.0,3.3292,0.0978,-0.2718,0.1686,0.639,8.8541,0.815
2011,A65,7,0.1,0.0,1.8377,0.0687,-0.2627,0.1281,0.583,8.8541,0.815
2011,A65,7,0.1,0.25,2.8661,0.0899,-0.2718,0.162,0.614,8.8541,0.815
2011,A65,7,0.1,0.5,3.1501,0.0948,-0.2718,0.1665,0.629,8.8541,0.815
2011,A65,7,0.1,0.75,3.2528,0.0965,-0.2718,0.1683,0.633,8.8541,0.815
2011,A65,7,0.1,1.0,3.3645,0.0984,-0.2718,0.1694,0.64,8.8541,0.815
2011,A65,7,0.15,0.0,2.3773,0.0806,-0.2718,0.1461,0.605,8.8541,0.815
2011,A65,7,0.15,0.25,2.9901,0.0921,-0.2718,0.1643,0.62,8.8541,0.815
2011,A65,7,0.15,0.5,3.208,0.0958,-0.2718,0.1681,0.63,8.8541,0.815
2011,A65,7,0.15,0.75,3.326,0.0977,-0.2718,0.1697,0.636,8.8541,0.815
2011,A65,7,0.15,1.0,3.4264,0.0993,-0.2718,0.1706,0.642,8.8541,0.815
2011,A65,7,0.2,0.0,2.5464,0.0839,-0.2718,0.1576,0.591,8.8541,0.815
2011,A65,7,0.2,0.25,3.0984,0.094,-0.2718,0.1666,0.624,8.8541,0.815
2011,A65,7,0.2,0.5,3.3406,0.098,-0.2718,0.1699,0.637,8.8541,0.815
2011,A65,7,0.2,0.75,3.4567,0.0998,-0.2718,0.1712,0.643,8.8541,0.815
2011,A65,7,0.2,1.0,3.5476,0.1012,-0.2718,0.172,0.648,8.8541,0.815
2011,A65,7,0.3,0.0,3.0377,0.0929,-0.273,0.1691,0.612,8.8541,0.815
2011,A65,7,0.3,0.25,3.3831,0.0987,-0.2718,0.1707,0.638,8.8541,0.815
2011,A65,7,0.3,0.5,3.5865,0.1018,-0.2724,0.1731,0.648,8.8541,0.815
2011,A65,7,0.3,0.75,3.6674,0.1031,-0.2744,0.1742,0.652,8.8541,0.815
2011,A65,7,0.3,1.0,3.7451,0.1042,-0.2751,0.1748,0.656,8.8541,0.815
2011,A65,7,0.4,0.0,3.3479,0.0981,-0.2884,0.1737,0.627,8.8541,0.815
2011,A65,7,0.4,0.25,3.5178,0.1008,-0.2844,0.1741,0.64,8.8541,0.815
2011,A65,7,0.4,0.5,3.6776,0.1032,-0.287,0.1759,0.648,8.8541,0.815
2011,A65,7,0.4,0.75,3.7493,0.1043,-0.288,0.1768,0.651,8.8541,0.815
2011,A65,7,0.4,1.0,3.8217,0.1053,-0.2884,0.1773,0.655,8.8541,0.815
2011,A65,7,0.5,0.0,3.4612,0.0999,-0.3012,0.1778,0.626,8.8541,0.815
2011,A65,7,0.5,0.25,3.564,0.1015,-0.3012,0.1776,0.635,8.8541,0.815
2011,A65,7,0.5,0.5,3.7159,0.1038,-0.3012,0.1789,0.643,8.8541,0.815
2011,A65,7,0.5,0.75,3.7967,0.105,-0.3012,0.1796,0.647,8.8541,0.815
2011,A65,7,0.5,1.0,3.8698,0.106,-0.3012,0.18,0.651,8.8541,0.815
2011,A65,10,0.02,0.0,0.2424,0.0139,-0.0565,0.024,0.588,8.8541,0.815
2011,A65,10,0.02,0.25,2.7058,0.087,-0.2718,0.1574,0.61,8.8541,0.815
2011,A65,10,0.02,0.5,3.06,0.0933,-0.2718,0.1637,0.628,8.8541,0.815
2011,A65,10,0.02,0.75,3.1788,0.0953,-0.2718,0.1665,0.631,8.8541,0.815
2011,A65,10,0.02,1.0,3.3121,0.0975,-0.2718,0.1683,0.638,8.8541,0.815
2011,A65,10,0.05,0.0,0.7098,0.0347,-0.1386,0.0611,0.591,8.8541,0.815
2011,A65,10,0.05,0.25,2.7406,0.0876,-0.2718,0.1584,0.611,8.8541,0.815
2011,A65,10,0.05,0.5,3.0464,0.0931,-0.2718,0.1644,0.625,8.8541,0.815
2011,A65,10,0.05,0.75,3.2011,0.0957,-0.2718,0.167,0.632,8.8541,0.815
2011,A65,10,0.05,1.0,3.3485,0.0981,-0.2718,0.1684,0.641,8.8541,0.815
2011,A65,10,0.1,0.0,1.4604,0.059,-0.2143,0.1054,0.598,8.8541,0.815
2011,A65,10,0.1,0.25,2.7812,0.0884,-0.2718,0.1604,0.609,8.8541,0.815
2011,A65,10,0.1,0.5,3.1141,0.0942,-0.2718,0.1655,0.628,8.8541,0.815
2011,A65,10,0.1,0.75,3.2689,0.0968,-0.2718,0.1676,0.637,8.8541,0.815
2011,A65,10,0.1,1.0,3.4072,0.099,-0.2718,0.1688,0.645,8.8541,0.815
2011,A65,10,0.15,0.0,2.0272,0.0731,-0.2617,0.129,0.612,8.8541,0.815
2011,A65,10,0.15,0.25,2.8929,0.0904,-0.2718,0.162,0.617,8.8541,0.815
2011,A65,10,0.15,0.5,3.2087,0.0958,-0.2718,0.1665,0.634,8.8541,0.815
2011,A65,10,0.15,0.75,3.3126,0.0975,-0.2718,0.1683,0.638,8.8541,0.815
2011,A65,10,0.15,1.0,3.4634,0.0999,-0.2718,0.1694,0.648,8.8541,0.815
2011,A65,10,0.2,0.0,2.3583,0.0802,-0.2715,0.1422,0.615,8.8541,0.815
2011,A65,10,0.2,0.25,3.0115,0.0925,-0.2718,0.1636,0.624,8.8541,0.815
2011,A65,10,0.2,0.5,3.2676,0.0968,-0.2718,0.1676,0.636,8.8541,0.815
2011,A65,10,0.2,0.75,3.38,0.0986,-0.2718,0.1693,0.642,8.8541,0.815
2011,A65,10,0.2,1.0,3.523,0.1009,-0.2718,0.1702,0.651,8.8541,0.815
2011,A65,10,0.3,0.0,2.7834,0.0884,-0.2718,0.1582,0.616,8.8541,0.815
2011,A65,10,0.3,0.25,3.2426,0.0964,-0.2718,0.1667,0.637,8.8541,0.815
2011,A65,10,0.3,0.5,3.5341,0.101,-0.2718,0.1698,0.653,8.8541,0.815
2011,A65,10,0.3,0.75,3.6682,0.1031,-0.2718,0.1712,0.66,8.8541,0.815
2011,A65,10,0.3,1.0,3.8037,0.1051,-0.2718,0.172,0.668,8.8541,0.815
2011,A65,10,0.4,0.0,3.073,0.0935,-0.2718,0.1664,0.622,8.8541,0.815
2011,A65,10,0.4,0.25,3.5771,0.1017,-0.2718,0.1694,0.658,8.8541,0.815
2011,A65,10,0.4,0.5,3.831,0.1055,-0.2718,0.1719,0.671,8.8541,0.815
2011,A65,10,0.4,0.75,3.9483,0.1072,-0.2718,0.1731,0.676,8.8541,0.815
2011,A65,10,0.4,1.0,4.0684,0.1089,-0.2718,0.1738,0.683,8.8541,0.815
2011,A65,10,0.5,0.0,3.5661,0.1015,-0.278,0.1717,0.651,8.8541,0.815
2011,A65,10,0.5,0.25,3.8717,0.1061,-0.2786,0.1723,0.673,8.8541,0.815
2011,A65,10,0.5,0.5,4.1068,0.1094,-0.2787,0.1742,0.685,8.8541,0.815
2011,A65,10,0.5,0.75,4.209,0.1108,-0.2787,0.1752,0.689,8.8541,0.815
2011,A65,10,0.5,1.0,4.3115,0.1122,-0.2788,0.1758,0.694,8.8541,0.815
2011,A65,14,0.02,0.0,0.1526,0.0091,-0.0423,0.0171,0.538,8.8541,0.815
2011,A65,14,0.02,0.25,2.6959,0.0868,-0.2718,0.1572,0.61,8.8541,0.815
2011,A65,14,0.02,0.5,3.0532,0.0932,-0.2718,0.1635,0.628,8.8541,0.815
2011,A65,14,0.02,0.75,3.1734,0.0952,-0.2718,0.1664,0.631,8.8541,0.815
2011,A65,14,0.02,1.0,3.2936,0.0972,-0.2718,0.1683,0.637,8.8541,0.815
2011,A65,14,0.05,0.0,0.4246,0.0228,-0.1044,0.0434,0.542,8.8541,0.815
2011,A65,14,0.05,0.25,2.7078,0.087,-0.2718,0.1578,0.609,8.8541,0.815
2011,A65,14,0.05,0.5,3.0295,0.0928,-0.2718,0.164,0.625,8.8541,0.815
2011,A65,14,0.05,0.75,3.1467,0.0948,-0.2718,0.1668,0.628,8.8541,0.815
2011,A65,14,0.05,1.0,3.3023,0.0973,-0.2718,0.1684,0.637,8.8541,0.815
2011,A65,14,0.1,0.0,0.9422,0.0432,-0.1835,0.0851,0.54,8.8541,0.815
2011,A65,14,0.1,0.25,2.7124,0.0871,-0.2718,0.1589,0.606,8.8541,0.815
2011,A65,14,0.1,0.5,2.9914,0.0921,-0.2718,0.1649,0.618,8.8541,0.815
2011,A65,14,0.1,0.75,3.1825,0.0954,-0.2718,0.1672,0.63,8.8541,0.815
2011,A65,14,0.1,1.0,3.3156,0.0976,-0.2718,0.1686,0.638,8.8541,0.815
2011,A65,14,0.15,0.0,1.3649,0.0563,-0.2225,0.1109,0.551,8.8541,0.815
2011,A65,14,0.15,0.25,2.705,0.087,-0.2718,0.1602,0.602,8.8541,0.815
2011,A65,14,0.15,0.5,3.0289,0.0928,-0.2718,0.1655,0.62,8.8541,0.815
2011,A65,14,0.15,0.75,3.1972,0.0956,-0.2718,0.1676,0.63,8.8541,0.815
2011,A65,14,0.15,1.0,3.3274,0.0978,-0.2718,0.1689,0.638,8.8541,0.815
