sample,ma,buffer,cap,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,episodes
2011,200,0.03,0.5,30,6.0501,0.1324,-0.2407,0.1521,0.896,-0.22999821875587323,-0.04802479068878185,0.0240858966918166,13
2011,200,0.03,0.5,31,6.1361,0.1333,-0.2407,0.1522,0.901,-0.22999821875587312,-0.048024790688782404,0.022054556006964595,13
2011,200,0.03,0.75,28,6.4332,0.1362,-0.2976,0.1669,0.851,-0.2877385166036698,-0.12566710948812942,0.04556006964596634,13
2011,200,0.03,0.75,29,6.3773,0.1357,-0.2976,0.1676,0.845,-0.28773851660366967,-0.11639872942115359,0.04323853743470691,13
2011,200,0.03,0.75,30,6.5488,0.1373,-0.2976,0.1676,0.854,-0.2877385166036698,-0.11639872942115381,0.04265815438189205,13
2011,200,0.03,0.75,31,6.6409,0.1382,-0.2976,0.1677,0.858,-0.2877385166036698,-0.11639872942115403,0.04265815438189205,13
5y,200,0.05,0.0,28,0.8971,0.1368,-0.1481,0.1399,0.991,-0.1147418666367237,0.09224629811065177,0.0,3
5y,200,0.05,0.0,29,0.8955,0.1366,-0.1481,0.1399,0.99,-0.1147418666367237,0.09133054694336962,0.0,3
5y,200,0.05,0.0,30,0.8977,0.1369,-0.1481,0.1399,0.991,-0.1147418666367237,0.09259635555610468,0.0,3
5y,200,0.05,0.0,31,0.9129,0.1387,-0.1481,0.14,1.002,-0.1147418666367237,0.09112288653396527,0.0,3
5y,200,0.05,0.25,28,0.9009,0.1373,-0.1818,0.1446,0.966,-0.17030764665191556,0.053470482404175845,0.0,3
5y,200,0.05,0.25,29,0.8993,0.1371,-0.1818,0.1447,0.965,-0.17030764665191556,0.053470482404175845,0.0,3
5y,200,0.05,0.25,30,0.9015,0.1373,-0.1818,0.1447,0.966,-0.17030764665191556,0.053470482404175845,0.0,3
5y,200,0.05,0.25,31,0.9167,0.1392,-0.1818,0.1448,0.977,-0.17030764665191556,0.053470482404175845,0.0,3
5y,200,0.05,0.5,28,0.8976,0.1369,-0.2383,0.1594,0.888,-0.2275951741642146,0.005404041801166715,0.0,3
5y,200,0.05,0.5,29,0.896,0.1367,-0.2383,0.1594,0.887,-0.2275951741642146,0.005404041801166715,0.0,3
5y,200,0.05,0.5,30,0.8982,0.1369,-0.2383,0.1594,0.889,-0.2275951741642146,0.005404041801166715,0.0,3
5y,200,0.05,0.5,31,0.9135,0.1388,-0.2383,0.1595,0.898,-0.2275951741642146,0.005404041801166715,0.0,3
5y,200,0.05,0.75,28,0.8865,0.1355,-0.2965,0.184,0.786,-0.2866288247120079,-0.04421390555246507,0.02,3
5y,200,0.05,0.75,29,0.885,0.1353,-0.2965,0.184,0.785,-0.2866288247120079,-0.04421390555246507,0.02,3
5y,200,0.05,0.75,30,0.8871,0.1356,-0.2965,0.184,0.786,-0.2866288247120079,-0.04421390555246507,0.02,3
5y,200,0.05,0.75,31,0.9023,0.1374,-0.2965,0.1841,0.795,-0.2866288247120079,-0.04421390555246507,0.02,3
2011,200,0.05,0.0,28,5.0604,0.1215,-0.2293,0.1396,0.894,-0.1147418666367237,-0.10825678850299558,0.10417875798026698,9
2011,200,0.05,0.0,29,5.4799,0.1263,-0.2293,0.1412,0.915,-0.11474186663672381,-0.10825678850299492,0.10417875798026698,9
2011,200,0.05,0.0,30,5.6293,0.128,-0.2293,0.1413,0.925,-0.1147418666367237,-0.10825678850299503,0.10417875798026698,9
2011,200,0.05,0.0,31,5.7099,0.1288,-0.2293,0.1414,0.93,-0.11474186663672381,-0.10624142780720269,0.1024376088218224,9
2011,200,0.05,0.25,28,5.521,0.1268,-0.1979,0.1425,0.911,-0.17030764665191567,-0.07195871943043741,0.058908879860708065,9
2011,200,0.05,0.25,29,5.9723,0.1316,-0.1979,0.1441,0.932,-0.17030764665191567,-0.07195871943043786,0.05977945443993035,9
2011,200,0.05,0.25,30,6.1331,0.1332,-0.1979,0.1442,0.942,-0.17030764665191556,-0.07195871943043752,0.05977945443993035,9
2011,200,0.05,0.25,31,6.2198,0.1341,-0.1979,0.1443,0.947,-0.17030764665191556,-0.06986132424220526,0.05542658154381892,9
2011,200,0.05,0.5,28,5.9878,0.1318,-0.2383,0.1517,0.894,-0.2275951741642146,-0.05183846134982539,0.02379570516540917,9
2011,200,0.05,0.5,29,6.4715,0.1366,-0.2383,0.1531,0.915,-0.2275951741642146,-0.045445246695148045,0.024666279744631456,9
2011,200,0.05,0.5,30,6.6438,0.1382,-0.2383,0.1532,0.924,-0.2275951741642146,-0.044195817980675955,0.024666279744631456,9
2011,200,0.05,0.5,31,6.7367,0.1391,-0.2383,0.1533,0.929,-0.2275951741642145,-0.04419581798067618,0.023215322112594312,9
2011,200,0.05,0.75,28,6.4541,0.1364,-0.2965,0.1671,0.851,-0.2866288247120079,-0.12430491296082602,0.04410911201392919,9
2011,200,0.05,0.75,29,6.9701,0.1413,-0.2965,0.1684,0.871,-0.2866288247120079,-0.11502209290734455,0.04265815438189205,9
2011,200,0.05,0.75,30,7.1539,0.1429,-0.2965,0.1685,0.879,-0.2866288247120079,-0.11502209290734433,0.04207777132907719,9
2011,200,0.05,0.75,31,7.253,0.1438,-0.2965,0.1685,0.884,-0.2866288247120079,-0.11502209290734455,0.04207777132907719,9
5y,225,0.0,0.0,28,0.9282,0.1405,-0.1549,0.136,1.039,-0.09781342574810703,0.00028872611379804347,0.0,10
5y,225,0.0,0.0,29,0.9266,0.1403,-0.1549,0.136,1.038,-0.09781342574810703,0.00028872611379804347,0.0,10
5y,225,0.0,0.0,30,0.9288,0.1406,-0.1549,0.136,1.04,-0.09781342574810703,0.00028872611379804347,0.0,10
5y,225,0.0,0.0,31,0.9443,0.1424,-0.1549,0.1361,1.051,-0.09781342574810703,0.00028872611379804347,0.0,10
5y,225,0.0,0.25,28,0.9253,0.1402,-0.1799,0.1412,1.004,-0.15876476715711785,-0.01866280766145123,0.006666666666666667,10
5y,225,0.0,0.25,29,0.9237,0.14,-0.1799,0.1412,1.003,-0.15876476715711785,-0.01866280766145123,0.006666666666666667,10
5y,225,0.0,0.25,30,0.926,0.1402,-0.1799,0.1412,1.004,-0.15876476715711785,-0.01866280766145123,0.006666666666666667,10
5y,225,0.0,0.25,31,0.9414,0.1421,-0.1799,0.1413,1.015,-0.15876476715711785,-0.01866280766145123,0.006666666666666667,10
5y,225,0.0,0.5,28,0.9158,0.139,-0.2315,0.1571,0.911,-0.2206833991978323,-0.04021034763437592,0.018666666666666668,10
5y,225,0.0,0.5,29,0.9142,0.1389,-0.2315,0.1571,0.91,-0.2206833991978323,-0.04021034763437592,0.018666666666666668,10
5y,225,0.0,0.5,30,0.9164,0.1391,-0.2315,0.1571,0.912,-0.2206833991978323,-0.04021034763437592,0.018666666666666668,10
5y,225,0.0,0.5,31,0.9318,0.1409,-0.2315,0.1571,0.921,-0.2206833991978323,-0.04021034763437592,0.018666666666666668,10
5y,225,0.0,0.75,28,0.8768,0.1344,-0.2935,0.1827,0.784,-0.2835720030072284,-0.07545476100087889,0.02666666666666667,10
5y,225,0.0,0.75,29,0.8752,0.1342,-0.2935,0.1827,0.784,-0.2835720030072284,-0.07545476100087889,0.02666666666666667,10
5y,225,0.0,0.75,30,0.8774,0.1344,-0.2935,0.1827,0.785,-0.2835720030072284,-0.07545476100087889,0.02666666666666667,10
5y,225,0.0,0.75,31,0.8925,0.1362,-0.2935,0.1828,0.793,-0.2835720030072284,-0.07545476100087889,0.02666666666666667,10
2011,225,0.0,0.0,28,3.9512,0.1072,-0.2406,0.1365,0.816,-0.09781342574810703,-0.16559324291768163,0.1355194428322693,36
2011,225,0.0,0.0,29,3.9139,0.1067,-0.2406,0.1374,0.808,-0.09781342574810703,-0.16559324291768163,0.1395821242019733,36
2011,225,0.0,0.0,30,4.0285,0.1083,-0.2406,0.1375,0.819,-0.09781342574810714,-0.16559324291768185,0.1375507835171213,36
2011,225,0.0,0.0,31,4.09,0.1092,-0.2406,0.1376,0.824,-0.09781342574810703,-0.16370746396153568,0.13726059199071386,36
2011,225,0.0,0.25,28,4.6773,0.1169,-0.2018,0.1397,0.863,-0.15876476715711774,-0.10380848444154278,0.10969239698200813,36
2011,225,0.0,0.25,29,4.6346,0.1164,-0.2018,0.1406,0.855,-0.15876476715711785,-0.10380848444154278,0.1134648868253047,36
2011,225,0.0,0.25,30,4.766,0.118,-0.2018,0.1407,0.865,-0.15876476715711751,-0.10380848444154311,0.1134648868253047,36
2011,225,0.0,0.25,31,4.8364,0.1189,-0.2018,0.1407,0.871,-0.15876476715711763,-0.10178307047362833,0.11288450377248985,36
2011,225,0.0,0.5,28,5.4092,0.1256,-0.2315,0.1496,0.868,-0.2206833991978322,-0.07098476638106765,0.06674405107370865,36
2011,225,0.0,0.5,29,5.361,0.125,-0.2315,0.1504,0.861,-0.2206833991978322,-0.0868805235616158,0.06761462565293093,36
2011,225,0.0,0.5,30,5.5093,0.1267,-0.2315,0.1505,0.87,-0.2206833991978323,-0.08568533000183731,0.06761462565293093,36
2011,225,0.0,0.5,31,5.5888,0.1275,-0.2315,0.1506,0.875,-0.2206833991978322,-0.08568533000183698,0.06181079512478236,36
2011,225,0.0,0.75,28,6.0165,0.1321,-0.2935,0.1659,0.833,-0.2835720030072286,-0.12055252732827071,0.0571677307022635,36
2011,225,0.0,0.75,29,5.9637,0.1315,-0.2935,0.1666,0.827,-0.2835720030072284,-0.11122993004968618,0.05629715612304121,36
2011,225,0.0,0.75,30,6.1261,0.1332,-0.2935,0.1667,0.835,-0.2835720030072285,-0.11122993004968618,0.056006964596633776,36
2011,225,0.0,0.75,31,6.2131,0.1341,-0.2935,0.1668,0.84,-0.28357200300722873,-0.11122993004968651,0.05571677307022635,36
5y,225,0.02,0.0,28,0.6875,0.1105,-0.1845,0.1392,0.826,-0.13126171974644796,-0.03177891609126415,0.010666666666666666,6
5y,225,0.02,0.0,29,0.6861,0.1103,-0.1845,0.1392,0.825,-0.13126171974644796,-0.03177891609126415,0.010666666666666666,6
5y,225,0.02,0.0,30,0.688,0.1105,-0.1845,0.1392,0.826,-0.13126171974644796,-0.03177891609126415,0.010666666666666666,6
5y,225,0.02,0.0,31,0.7016,0.1123,-0.1845,0.1393,0.837,-0.13126171974644796,-0.03177891609126415,0.010666666666666666,6
5y,225,0.02,0.25,28,0.7359,0.1168,-0.2039,0.1441,0.842,-0.18220193196787904,-0.045596929617536364,0.02,6
5y,225,0.02,0.25,29,0.7344,0.1166,-0.2039,0.1441,0.841,-0.18220193196787904,-0.045596929617536364,0.02,6
5y,225,0.02,0.25,30,0.7364,0.1168,-0.2039,0.1441,0.843,-0.18220193196787904,-0.045596929617536364,0.02,6
5y,225,0.02,0.25,31,0.7504,0.1186,-0.2039,0.1442,0.853,-0.18220193196787904,-0.045596929617536364,0.02,6
5y,225,0.02,0.5,28,0.7818,0.1226,-0.2458,0.1591,0.81,-0.23518639583234202,-0.061013454031586645,0.02266666666666667,6
5y,225,0.02,0.5,29,0.7803,0.1224,-0.2458,0.1591,0.809,-0.23518639583234202,-0.061013454031586645,0.02266666666666667,6
5y,225,0.02,0.5,30,0.7823,0.1227,-0.2458,0.1591,0.81,-0.23518639583234202,-0.061013454031586645,0.02266666666666667,6
5y,225,0.02,0.5,31,0.7966,0.1245,-0.2458,0.1592,0.82,-0.23518639583234202,-0.061013454031586645,0.02266666666666667,6
5y,225,0.02,0.75,28,0.8127,0.1265,-0.3001,0.1838,0.743,-0.29025132753001837,-0.08407595231587539,0.03333333333333333,6
5y,225,0.02,0.75,29,0.8112,0.1263,-0.3001,0.1838,0.742,-0.29025132753001837,-0.08407595231587539,0.03333333333333333,6
5y,225,0.02,0.75,30,0.8133,0.1266,-0.3001,0.1839,0.743,-0.29025132753001837,-0.08407595231587539,0.03333333333333333,6
5y,225,0.02,0.75,31,0.8278,0.1284,-0.3001,0.1839,0.752,-0.29025132753001837,-0.08407595231587539,0.03333333333333333,6
2011,225,0.02,0.0,28,4.0014,0.1079,-0.241,0.1392,0.808,-0.13126171974644774,-0.15357922605215324,0.1114335461404527,17
2011,225,0.02,0.0,29,3.9638,0.1074,-0.241,0.14,0.8,-0.13126171974644807,-0.15357922605215324,0.11723737666860128,17
2011,225,0.02,0.0,30,4.0792,0.109,-0.241,0.1401,0.811,-0.13126171974644785,-0.15357922605215368,0.11723737666860128,17
2011,225,0.02,0.0,31,4.1412,0.1099,-0.241,0.1402,0.816,-0.13126171974644774,-0.15166629513445906,0.11607661056297155,17
2011,225,0.02,0.25,28,4.7121,0.1173,-0.2039,0.1422,0.854,-0.18220193196787904,-0.1011693602359025,0.10795124782356355,17
2011,225,0.02,0.25,29,4.6692,0.1168,-0.2039,0.143,0.846,-0.18220193196787915,-0.1011693602359025,0.10795124782356355,17
2011,225,0.02,0.25,30,4.801,0.1184,-0.2039,0.1431,0.856,-0.18220193196787893,-0.10116936023590217,0.10766105629715612,17
2011,225,0.02,0.25,31,4.8718,0.1193,-0.2039,0.1432,0.861,-0.18220193196787904,-0.09913798178502098,0.1073708647707487,17
2011,225,0.02,0.5,28,5.4399,0.1259,-0.2458,0.1515,0.861,-0.23518639583234213,-0.06444784650915891,0.07080673244341265,17
2011,225,0.02,0.5,29,5.3915,0.1254,-0.2458,0.1523,0.854,-0.23518639583234202,-0.06706422238920484,0.0693557748113755,17
2011,225,0.02,0.5,30,5.5401,0.127,-0.2458,0.1523,0.863,-0.23518639583234213,-0.06706422238920462,0.0693557748113755,17
2011,225,0.02,0.5,31,5.6199,0.1279,-0.2458,0.1524,0.868,-0.23518639583234202,-0.06706422238920484,0.0641323273360418,17
2011,225,0.02,0.75,28,6.0929,0.1328,-0.3001,0.167,0.833,-0.2902513275300186,-0.12875169751059012,0.06674405107370865,17
2011,225,0.02,0.75,29,6.0395,0.1323,-0.3001,0.1677,0.827,-0.29025132753001837,-0.1195160156692584,0.0641323273360418,17
2011,225,0.02,0.75,30,6.2032,0.134,-0.3001,0.1678,0.835,-0.29025132753001825,-0.11951601566925818,0.0632617527568195,17
2011,225,0.02,0.75,31,6.2911,0.1348,-0.3001,0.1678,0.84,-0.29025132753001837,-0.11951601566925862,0.06297156123041207,17
5y,225,0.03,0.0,28,0.6403,0.1042,-0.2003,0.1403,0.78,-0.14814651137294876,-0.0505972548496445,0.021333333333333333,6
5y,225,0.03,0.0,29,0.6389,0.104,-0.2003,0.1403,0.779,-0.14814651137294876,-0.0505972548496445,0.021333333333333333,6
5y,225,0.03,0.0,30,0.6408,0.1042,-0.2003,0.1403,0.78,-0.14814651137294876,-0.0505972548496445,0.021333333333333333,6
5y,225,0.03,0.0,31,0.654,0.106,-0.2003,0.1404,0.791,-0.14814651137294876,-0.0505972548496445,0.021333333333333333,6
5y,225,0.03,0.25,28,0.6973,0.1118,-0.2165,0.1452,0.806,-0.1962227182352987,-0.06073296429476305,0.02266666666666667,6
5y,225,0.03,0.25,29,0.6959,0.1116,-0.2165,0.1452,0.804,-0.1962227182352987,-0.06073296429476305,0.02266666666666667,6
5y,225,0.03,0.25,30,0.6978,0.1118,-0.2165,0.1452,0.806,-0.1962227182352987,-0.06073296429476305,0.02266666666666667,6
5y,225,0.03,0.25,31,0.7114,0.1136,-0.2165,0.1453,0.817,-0.1962227182352987,-0.06073296429476305,0.02266666666666667,6
5y,225,0.03,0.5,28,0.7537,0.1191,-0.2559,0.1603,0.785,-0.24545776433776334,-0.0718093335774832,0.024,6
5y,225,0.03,0.5,29,0.7522,0.1189,-0.2559,0.1603,0.784,-0.24545776433776334,-0.0718093335774832,0.024,6
5y,225,0.03,0.5,30,0.7543,0.1191,-0.2559,0.1603,0.785,-0.24545776433776334,-0.0718093335774832,0.024,6
5y,225,0.03,0.5,31,0.7683,0.1209,-0.2559,0.1604,0.795,-0.24545776433776334,-0.0718093335774832,0.024,6
5y,225,0.03,0.75,28,0.7975,0.1246,-0.3056,0.1848,0.731,-0.2958588703492169,-0.0898011249650078,0.04933333333333333,6
5y,225,0.03,0.75,29,0.796,0.1244,-0.3056,0.1848,0.73,-0.2958588703492169,-0.0898011249650078,0.04933333333333333,6
5y,225,0.03,0.75,30,0.7981,0.1247,-0.3056,0.1848,0.731,-0.2958588703492169,-0.0898011249650078,0.04933333333333333,6
5y,225,0.03,0.75,31,0.8125,0.1265,-0.3056,0.1849,0.739,-0.2958588703492169,-0.0898011249650078,0.04933333333333333,6
2011,225,0.03,0.0,28,3.86,0.1059,-0.2543,0.1396,0.793,-0.14814651137294876,-0.16301814259878522,0.1363900174114916,16
2011,225,0.03,0.0,29,3.8234,0.1054,-0.2543,0.1405,0.785,-0.14814651137294887,-0.16301814259878522,0.13609982588508415,16
2011,225,0.03,0.0,30,3.9356,0.107,-0.2543,0.1406,0.795,-0.14814651137294876,-0.16301814259878566,0.13609982588508415,16
2011,225,0.03,0.0,31,3.9958,0.1078,-0.2543,0.1406,0.801,-0.14814651137294876,-0.16112654385516711,0.13580963435867674,16
2011,225,0.03,0.25,28,4.5722,0.1156,-0.2165,0.1426,0.84,-0.19622271823529858,-0.11106163314764939,0.13116656993615786,16
2011,225,0.03,0.25,29,4.5303,0.115,-0.2165,0.1435,0.833,-0.1962227182352987,-0.11106163314764939,0.12710388856645385,16
2011,225,0.03,0.25,30,4.6589,0.1167,-0.2165,0.1436,0.843,-0.1962227182352987,-0.11106163314764939,0.12710388856645385,16
2011,225,0.03,0.25,31,4.7279,0.1175,-0.2165,0.1436,0.848,-0.1962227182352988,-0.10905261146692469,0.12391178177597215,16
2011,225,0.03,0.5,28,5.3073,0.1244,-0.2559,0.1519,0.85,-0.24545776433776312,-0.07520423956010991,0.08821822402785838,16
2011,225,0.03,0.5,29,5.2598,0.1239,-0.2559,0.1527,0.843,-0.24545776433776334,-0.07779053398801061,0.08792803250145095,16
2011,225,0.03,0.5,30,5.4054,0.1255,-0.2559,0.1528,0.852,-0.24545776433776334,-0.07779053398801072,0.08792803250145095,16
2011,225,0.03,0.5,31,5.4836,0.1264,-0.2559,0.1528,0.857,-0.24545776433776323,-0.07779053398801061,0.08560650029019153,16
2011,225,0.03,0.75,28,6.0162,0.1321,-0.3056,0.1673,0.827,-0.295858870349217,-0.13563520762038872,0.07399883923389437,16
2011,225,0.03,0.75,29,5.9634,0.1315,-0.3056,0.168,0.821,-0.29585887034921676,-0.126472494540252,0.07254788160185723,16
2011,225,0.03,0.75,30,6.1253,0.1332,-0.3056,0.1681,0.83,-0.2958588703492169,-0.126472494540252,0.07109692396982008,16
2011,225,0.03,0.75,31,6.2123,0.134,-0.3056,0.1682,0.834,-0.295858870349217,-0.12647249454025233,0.07109692396982008,16
5y,225,0.05,0.0,28,0.8203,0.1274,-0.2003,0.1439,0.909,-0.14814651137294876,-0.011514055667020018,0.004,4
5y,225,0.05,0.0,29,0.8188,0.1272,-0.2003,0.1439,0.908,-0.14814651137294876,-0.011514055667020018,0.004,4
5y,225,0.05,0.0,30,0.8209,0.1275,-0.2003,0.144,0.91,-0.14814651137294876,-0.011514055667020018,0.004,4
5y,225,0.05,0.0,31,0.8355,0.1293,-0.2003,0.144,0.92,-0.14814651137294876,-0.011514055667020018,0.004,4
5y,225,0.05,0.25,28,0.8352,0.1293,-0.2165,0.1486,0.897,-0.1962227182352987,-0.031586936057952486,0.010666666666666666,4
5y,225,0.05,0.25,29,0.8337,0.1291,-0.2165,0.1486,0.895,-0.1962227182352987,-0.031586936057952486,0.010666666666666666,4
5y,225,0.05,0.25,30,0.8358,0.1294,-0.2165,0.1486,0.897,-0.1962227182352987,-0.031586936057952486,0.010666666666666666,4
5y,225,0.05,0.25,31,0.8505,0.1312,-0.2165,0.1487,0.907,-0.1962227182352987,-0.031586936057952486,0.010666666666666666,4
5y,225,0.05,0.5,28,0.8481,0.1309,-0.2559,0.1628,0.84,-0.24545776433776334,-0.05225710566990116,0.021333333333333333,4
5y,225,0.05,0.5,29,0.8465,0.1307,-0.2559,0.1628,0.839,-0.24545776433776334,-0.05225710566990116,0.021333333333333333,4
5y,225,0.05,0.5,30,0.8487,0.1309,-0.2559,0.1628,0.841,-0.24545776433776334,-0.05225710566990116,0.021333333333333333,4
5y,225,0.05,0.5,31,0.8635,0.1327,-0.2559,0.1629,0.85,-0.24545776433776334,-0.05225710566990116,0.021333333333333333,4
5y,225,0.05,0.75,28,0.8586,0.1322,-0.3056,0.1862,0.763,-0.2958588703492169,-0.07352861876478889,0.024,4
5y,225,0.05,0.75,29,0.8571,0.132,-0.3056,0.1862,0.762,-0.2958588703492169,-0.07352861876478889,0.024,4
5y,225,0.05,0.75,30,0.8592,0.1322,-0.3056,0.1862,0.763,-0.2958588703492169,-0.07352861876478889,0.024,4
5y,225,0.05,0.75,31,0.8741,0.134,-0.3056,0.1862,0.771,-0.2958588703492169,-0.07352861876478889,0.024,4
2011,225,0.05,0.0,28,3.8838,0.1062,-0.2695,0.1463,0.765,-0.14814651137294865,-0.17415692261479476,0.1375507835171213,11
2011,225,0.05,0.0,29,4.2218,0.111,-0.2695,0.1479,0.788,-0.14814651137294865,-0.18828737016000285,0.14103308183401045,11
2011,225,0.05,0.0,30,4.3422,0.1126,-0.2695,0.148,0.797,-0.14814651137294876,-0.18722490929632762,0.1404526987811956,11
2011,225,0.05,0.0,31,4.4072,0.1134,-0.2695,0.148,0.802,-0.14814651137294887,-0.18722490929632774,0.1404526987811956,11
2011,225,0.05,0.25,28,4.5254,0.115,-0.2295,0.1489,0.807,-0.1962227182352987,-0.14825603404981091,0.1317469529889727,11
2011,225,0.05,0.25,29,4.9079,0.1197,-0.2295,0.1504,0.829,-0.19622271823529858,-0.1628296543444967,0.13290771909460244,11
2011,225,0.05,0.25,30,5.0441,0.1214,-0.2295,0.1505,0.839,-0.1962227182352988,-0.16173387155661034,0.1323273360417876,11
2011,225,0.05,0.25,31,5.1176,0.1222,-0.2295,0.1505,0.844,-0.1962227182352987,-0.16173387155661056,0.130586186883343,11
2011,225,0.05,0.5,28,5.2398,0.1236,-0.2559,0.1568,0.824,-0.24545776433776323,-0.12168091528460545,0.0853163087637841,11
2011,225,0.05,0.5,29,5.6717,0.1284,-0.2559,0.1582,0.845,-0.24545776433776323,-0.13670924462996015,0.0853163087637841,11
2011,225,0.05,0.5,30,5.8256,0.1301,-0.2559,0.1583,0.854,-0.24545776433776334,-0.1355792725094892,0.0853163087637841,11
2011,225,0.05,0.5,31,5.9085,0.1309,-0.2559,0.1584,0.858,-0.24545776433776345,-0.1355792725094892,0.08386535113174695,11
2011,225,0.05,0.75,28,6.033,0.1322,-0.3056,0.1701,0.817,-0.295858870349217,-0.13563520762038872,0.05977945443993035,11
2011,225,0.05,0.75,29,6.5199,0.1371,-0.3056,0.1714,0.837,-0.2958588703492169,-0.126472494540252,0.05977945443993035,11
2011,225,0.05,0.75,30,6.6933,0.1387,-0.3056,0.1715,0.845,-0.2958588703492169,-0.1264724945402521,0.05832849680789321,11
2011,225,0.05,0.75,31,6.7868,0.1396,-0.3056,0.1715,0.85,-0.2958588703492169,-0.126472494540252,0.05774811375507835,11
5y,250,0.0,0.0,28,0.7451,0.118,-0.1699,0.1385,0.878,-0.10953032919231231,-0.006171665666704129,0.004,9
5y,250,0.0,0.0,29,0.7437,0.1178,-0.1699,0.1385,0.877,-0.10953032919231231,-0.006171665666704129,0.004,9
5y,250,0.0,0.0,30,0.7457,0.118,-0.1699,0.1385,0.879,-0.10953032919231231,-0.006171665666704129,0.004,9
5y,250,0.0,0.0,31,0.7597,0.1198,-0.1699,0.1386,0.89,-0.10953032919231231,-0.006171665666704129,0.004,9
5y,250,0.0,0.25,28,0.764,0.1204,-0.1958,0.1435,0.867,-0.16696497031118585,-0.035562502468791335,0.014666666666666666,9
5y,250,0.0,0.25,29,0.7625,0.1202,-0.1958,0.1435,0.866,-0.16696497031118585,-0.035562502468791335,0.014666666666666666,9
5y,250,0.0,0.25,30,0.7645,0.1204,-0.1958,0.1436,0.868,-0.16696497031118585,-0.035562502468791335,0.014666666666666666,9
5y,250,0.0,0.25,31,0.7787,0.1222,-0.1958,0.1436,0.878,-0.16696497031118585,-0.035562502468791335,0.014666666666666666,9
5y,250,0.0,0.5,28,0.7786,0.1222,-0.2365,0.1591,0.808,-0.22575165953621523,-0.06612965804474957,0.024,9
5y,250,0.0,0.5,29,0.7771,0.122,-0.2365,0.1591,0.807,-0.22575165953621523,-0.06612965804474957,0.024,9
5y,250,0.0,0.5,30,0.7792,0.1223,-0.2365,0.1591,0.808,-0.22575165953621523,-0.06612965804474957,0.024,9
5y,250,0.0,0.5,31,0.7935,0.1241,-0.2365,0.1592,0.818,-0.22575165953621523,-0.06612965804474957,0.024,9
5y,250,0.0,0.75,28,0.7887,0.1235,-0.2958,0.1847,0.726,-0.28590340044097595,-0.09788593680353264,0.056,9
5y,250,0.0,0.75,29,0.7872,0.1233,-0.2958,0.1847,0.725,-0.28590340044097595,-0.09788593680353264,0.056,9
5y,250,0.0,0.75,30,0.7893,0.1236,-0.2958,0.1847,0.726,-0.28590340044097595,-0.09788593680353264,0.056,9
5y,250,0.0,0.75,31,0.8036,0.1254,-0.2958,0.1847,0.735,-0.28590340044097595,-0.09788593680353264,0.056,9
2011,250,0.0,0.0,28,3.6699,0.1031,-0.2088,0.1412,0.768,-0.10953032919231243,-0.11876879917510397,0.11317469529889727,35
2011,250,0.0,0.0,29,3.6348,0.1026,-0.2088,0.142,0.761,-0.10953032919231231,-0.12565768345931694,0.11897852582704585,35
2011,250,0.0,0.0,30,3.7426,0.1042,-0.2088,0.1421,0.771,-0.10953032919231243,-0.12451324581152179,0.11810795124782357,35
2011,250,0.0,0.0,31,3.8004,0.105,-0.2088,0.1422,0.776,-0.10953032919231265,-0.1245132458115219,0.11723737666860128,35
2011,250,0.0,0.25,28,4.3441,0.1126,-0.1958,0.1441,0.815,-0.16696497031118607,-0.09904502146174998,0.08763784097504353,35
2011,250,0.0,0.25,29,4.3038,0.1121,-0.1958,0.145,0.807,-0.16696497031118585,-0.11446065841924336,0.0934416715031921,35
2011,250,0.0,0.25,30,4.4272,0.1137,-0.1958,0.1451,0.817,-0.16696497031118573,-0.11330156484463638,0.0934416715031921,35
2011,250,0.0,0.25,31,4.4934,0.1146,-0.1958,0.1451,0.822,-0.16696497031118596,-0.11330156484463672,0.09082994776552525,35
2011,250,0.0,0.5,28,5.0322,0.1212,-0.2365,0.1533,0.825,-0.22575165953621523,-0.09316487929711437,0.05774811375507835,35
2011,250,0.0,0.5,29,4.9868,0.1207,-0.2365,0.154,0.819,-0.2257516595362149,-0.10868112742722702,0.05803830528148578,35
2011,250,0.0,0.5,30,5.126,0.1223,-0.2365,0.1541,0.828,-0.22575165953621534,-0.10751446895186201,0.05803830528148578,35
2011,250,0.0,0.5,31,5.2008,0.1232,-0.2365,0.1542,0.833,-0.22575165953621523,-0.10751446895186156,0.056877539175856064,35
2011,250,0.0,0.75,28,5.6702,0.1284,-0.2958,0.1682,0.804,-0.28590340044097595,-0.12341442215860798,0.07603017991874637,35
2011,250,0.0,0.75,29,5.62,0.1279,-0.2958,0.1689,0.799,-0.28590340044097606,-0.11412216244285256,0.07457922228670923,35
2011,250,0.0,0.75,30,5.774,0.1295,-0.2958,0.169,0.807,-0.28590340044097584,-0.11412216244285234,0.07399883923389437,35
2011,250,0.0,0.75,31,5.8566,0.1304,-0.2958,0.1691,0.812,-0.28590340044097595,-0.11412216244285256,0.07399883923389437,35
5y,250,0.02,0.0,28,0.6614,0.107,-0.1935,0.1403,0.798,-0.13126171974644796,-0.02622018481206001,0.008,6
5y,250,0.02,0.0,29,0.66,0.1068,-0.1935,0.1403,0.797,-0.13126171974644796,-0.02622018481206001,0.008,6
5y,250,0.02,0.0,30,0.662,0.1071,-0.1935,0.1404,0.798,-0.13126171974644796,-0.02622018481206001,0.008,6
