sample,resell,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,crash_buys
2011,83,18,5.3921,0.1254,-0.2391,0.1599,0.821,-0.23913923971793083,-0.07579431069241971,0.04062681369704005,53
2011,83,19,5.8071,0.1299,-0.2391,0.1603,0.844,-0.2391392397179306,-0.07579431069241982,0.040917005223447475,53
2011,83,20,5.7848,0.1296,-0.2391,0.1604,0.843,-0.2391392397179306,-0.0757943106924196,0.040917005223447475,56
2011,83,21,5.7205,0.129,-0.2391,0.1604,0.839,-0.23913923971793072,-0.07579431069241982,0.040917005223447475,61
2011,83,22,5.708,0.1288,-0.2391,0.1604,0.838,-0.2391392397179306,-0.0757943106924196,0.040917005223447475,64
2011,83,23,5.4645,0.1262,-0.2391,0.1608,0.821,-0.2391392397179306,-0.0757943106924196,0.04236796285548462,68
2011,83,24,5.4448,0.1259,-0.2391,0.1608,0.82,-0.2391392397179305,-0.0757943106924196,0.04236796285548462,73
2011,83,25,5.2529,0.1238,-0.2391,0.161,0.808,-0.2391392397179306,-0.07579431069241982,0.04236796285548462,74
2011,83,26,5.4336,0.1258,-0.2391,0.1614,0.817,-0.23913923971793072,-0.07579431069241982,0.04236796285548462,81
2011,83,27,5.334,0.1247,-0.2391,0.1614,0.811,-0.23913923971793072,-0.07579431069241982,0.04410911201392919,88
2011,83,28,5.265,0.1239,-0.2391,0.1615,0.806,-0.2391392397179306,-0.07579431069241982,0.04410911201392919,91
2011,83,29,5.3249,0.1246,-0.2391,0.1626,0.805,-0.2391392397179305,-0.06808579016567928,0.0412071967498549,90
2011,83,30,5.3802,0.1252,-0.2391,0.1627,0.809,-0.2391392397179305,-0.06808579016567906,0.040917005223447475,87
2011,83,31,5.3912,0.1254,-0.2391,0.1627,0.809,-0.2391392397179305,-0.06808579016567928,0.040917005223447475,86
2011,83,32,5.3917,0.1254,-0.2391,0.1628,0.809,-0.23913923971793072,-0.06808579016567906,0.04381892048752176,88
2011,83,33,5.3542,0.1249,-0.2391,0.1629,0.806,-0.2391392397179306,-0.06808579016567917,0.04265815438189205,87
2011,83,34,5.316,0.1245,-0.2391,0.163,0.804,-0.2391392397179306,-0.06808579016567906,0.04468949506674405,90
2011,83,35,5.2515,0.1238,-0.2391,0.1633,0.798,-0.2391392397179306,-0.06808579016567917,0.046430644225188625,87
2011,83,36,5.5468,0.1271,-0.2391,0.1636,0.815,-0.2391392397179306,-0.06808579016567906,0.046430644225188625,96
2011,83,37,5.7694,0.1295,-0.2391,0.1641,0.826,-0.23913923971793072,-0.0680857901656794,0.04265815438189205,101
2011,83,38,5.7246,0.129,-0.2391,0.1642,0.823,-0.2391392397179306,-0.06808579016567917,0.04265815438189205,103
2011,83,39,5.7568,0.1293,-0.2391,0.1642,0.825,-0.23913923971793083,-0.06808579016567917,0.04265815438189205,115
2011,83,40,5.774,0.1295,-0.2391,0.1643,0.826,-0.2391392397179306,-0.06808579016567906,0.04265815438189205,121
2011,83,41,5.8641,0.1305,-0.2391,0.1649,0.828,-0.2391392397179305,-0.06808579016567917,0.04265815438189205,129
2011,83,42,5.7511,0.1293,-0.2391,0.1654,0.82,-0.23913923971793072,-0.06808579016567928,0.04265815438189205,124
2011,83,43,5.7604,0.1294,-0.2391,0.1654,0.82,-0.2391392397179306,-0.06808579016567928,0.04265815438189205,118
2011,83,44,5.7985,0.1298,-0.2391,0.1656,0.822,-0.2391392397179306,-0.06808579016567928,0.04265815438189205,116
2011,83,45,5.6862,0.1286,-0.2391,0.1661,0.813,-0.2391392397179306,-0.07306870826783629,0.042948345908299476,124
2011,84,15,5.2557,0.1238,-0.2391,0.1597,0.813,-0.23913923971793072,-0.07579431069241993,0.040917005223447475,45
2011,84,16,5.2557,0.1238,-0.2391,0.1597,0.813,-0.23913923971793072,-0.07579431069241993,0.040917005223447475,47
2011,84,17,5.2953,0.1243,-0.2391,0.1597,0.815,-0.23913923971793072,-0.07579431069241971,0.040917005223447475,50
2011,84,18,5.5171,0.1267,-0.2391,0.1606,0.826,-0.23913923971793072,-0.07579431069241982,0.040917005223447475,53
2011,84,19,5.929,0.1312,-0.2391,0.161,0.848,-0.2391392397179306,-0.07579431069241993,0.0412071967498549,53
2011,84,20,5.914,0.131,-0.2391,0.161,0.847,-0.23913923971793083,-0.07579431069241971,0.0412071967498549,56
2011,84,21,5.8482,0.1303,-0.2391,0.1611,0.843,-0.2391392397179305,-0.0757943106924196,0.0412071967498549,61
2011,84,22,5.8371,0.1302,-0.2391,0.1611,0.842,-0.23913923971793072,-0.07579431069241993,0.0412071967498549,64
2011,84,23,5.5489,0.1271,-0.2391,0.1615,0.824,-0.23913923971793039,-0.07579431069241938,0.04236796285548462,68
2011,84,24,5.5289,0.1269,-0.2391,0.1615,0.822,-0.2391392397179306,-0.07579431069241971,0.04236796285548462,73
2011,84,25,5.3507,0.1249,-0.2391,0.1617,0.811,-0.2391392397179306,-0.07579431069241982,0.04236796285548462,74
2011,84,26,5.371,0.1251,-0.2391,0.1617,0.812,-0.23913923971793083,-0.07579431069241993,0.04236796285548462,81
2011,84,27,5.2694,0.124,-0.2391,0.1618,0.806,-0.2391392397179305,-0.07579431069241971,0.044399303540336624,88
2011,84,28,5.208,0.1233,-0.2391,0.1618,0.801,-0.2391392397179306,-0.07579431069241993,0.044399303540336624,91
2011,84,29,5.2674,0.124,-0.2391,0.1629,0.801,-0.23913923971793083,-0.06808579016567928,0.041497388276262336,90
2011,84,30,5.3232,0.1246,-0.2391,0.1629,0.804,-0.23913923971793072,-0.0680857901656794,0.041497388276262336,87
2011,84,31,5.334,0.1247,-0.2391,0.163,0.805,-0.23913923971793072,-0.06808579016567917,0.041497388276262336,86
2011,84,32,5.2991,0.1243,-0.2391,0.1631,0.802,-0.23913923971793072,-0.0680857901656795,0.04759141033081834,88
2011,84,33,5.2703,0.124,-0.2391,0.1632,0.8,-0.2391392397179306,-0.06808579016567917,0.04497968659315148,87
2011,84,34,5.2326,0.1236,-0.2391,0.1633,0.797,-0.2391392397179305,-0.06808579016567917,0.047011027278003485,90
2011,84,35,5.1688,0.1228,-0.2391,0.1636,0.792,-0.2391392397179306,-0.0680857901656794,0.048461984910040626,87
2011,84,36,5.4528,0.126,-0.2391,0.1639,0.809,-0.23913923971793072,-0.06808579016567917,0.048461984910040626,96
2011,84,37,5.6721,0.1284,-0.2391,0.1644,0.819,-0.23913923971793072,-0.06808579016567928,0.04497968659315148,101
2011,84,38,5.6298,0.128,-0.2391,0.1644,0.817,-0.23913923971793072,-0.0680857901656794,0.04497968659315148,103
2011,84,39,5.6668,0.1284,-0.2391,0.1645,0.819,-0.23913923971793072,-0.06808579016567917,0.04497968659315148,115
2011,84,40,5.6935,0.1287,-0.2391,0.1646,0.82,-0.2391392397179306,-0.06808579016567906,0.04497968659315148,121
2011,84,41,5.7102,0.1288,-0.2391,0.165,0.819,-0.23913923971793072,-0.0680857901656795,0.04497968659315148,129
2011,84,42,5.6056,0.1277,-0.2391,0.1655,0.811,-0.23913923971793072,-0.06808579016567928,0.04497968659315148,124
2011,84,43,5.6113,0.1278,-0.2391,0.1655,0.812,-0.2391392397179306,-0.0680857901656795,0.04497968659315148,118
2011,84,44,5.637,0.1281,-0.2391,0.1656,0.812,-0.23913923971793072,-0.0680857901656794,0.04497968659315148,116
2011,84,45,5.4985,0.1265,-0.2391,0.1663,0.802,-0.2391392397179306,-0.08633845002031626,0.04526987811955891,124
2011,85,15,5.2728,0.124,-0.2391,0.1593,0.816,-0.23913923971793072,-0.07579431069241971,0.0412071967498549,45
2011,85,16,5.2728,0.124,-0.2391,0.1593,0.816,-0.23913923971793072,-0.07579431069241971,0.0412071967498549,47
2011,85,17,5.3243,0.1246,-0.2391,0.1593,0.819,-0.2391392397179306,-0.07579431069241982,0.0412071967498549,50
2011,85,18,5.5281,0.1269,-0.2391,0.1603,0.828,-0.2391392397179305,-0.07579431069241949,0.0412071967498549,53
2011,85,19,5.9471,0.1313,-0.2391,0.1607,0.851,-0.23913923971793072,-0.07579431069241993,0.0412071967498549,53
2011,85,20,5.9319,0.1312,-0.2391,0.1607,0.85,-0.23913923971793072,-0.07579431069242004,0.0412071967498549,56
2011,85,21,5.8659,0.1305,-0.2391,0.1608,0.845,-0.2391392397179306,-0.07579431069241971,0.0412071967498549,61
2011,85,22,5.8546,0.1304,-0.2391,0.1608,0.845,-0.2391392397179306,-0.07579431069241971,0.0412071967498549,64
2011,85,23,5.5735,0.1274,-0.2391,0.1612,0.826,-0.23913923971793072,-0.07579431069241993,0.04236796285548462,68
2011,85,24,5.5534,0.1271,-0.2391,0.1612,0.825,-0.23913923971793083,-0.07579431069241982,0.04236796285548462,73
2011,85,25,5.373,0.1251,-0.2391,0.1613,0.814,-0.23913923971793072,-0.07579431069241982,0.04236796285548462,74
2011,85,26,5.3901,0.1253,-0.2391,0.1614,0.815,-0.2391392397179306,-0.07579431069241982,0.04236796285548462,81
2011,85,27,5.2957,0.1243,-0.2391,0.1614,0.808,-0.23913923971793072,-0.07579431069241982,0.04410911201392919,88
2011,85,28,5.2341,0.1236,-0.2391,0.1615,0.804,-0.2391392397179305,-0.07579431069241949,0.04410911201392919,91
2011,85,29,5.2937,0.1242,-0.2391,0.1626,0.804,-0.2391392397179306,-0.0680857901656794,0.0412071967498549,90
2011,85,30,5.3501,0.1249,-0.2391,0.1626,0.807,-0.23913923971793072,-0.06808579016567928,0.0412071967498549,87
2011,85,31,5.361,0.125,-0.2391,0.1626,0.808,-0.2391392397179306,-0.06808579016567917,0.0412071967498549,86
2011,85,32,5.3266,0.1246,-0.2391,0.1628,0.805,-0.2391392397179306,-0.06808579016567917,0.04730121880441091,88
2011,85,33,5.2974,0.1243,-0.2391,0.1629,0.803,-0.23913923971793072,-0.0680857901656794,0.04468949506674405,87
2011,85,34,5.2666,0.1239,-0.2391,0.1629,0.801,-0.2391392397179306,-0.06808579016567906,0.0461404526987812,90
2011,85,35,5.2101,0.1233,-0.2391,0.1633,0.796,-0.2391392397179306,-0.06808579016567928,0.04730121880441091,87
2011,85,36,5.5026,0.1266,-0.2391,0.1635,0.813,-0.2391392397179306,-0.06808579016567917,0.04730121880441091,96
2011,85,37,5.7328,0.1291,-0.2391,0.1642,0.824,-0.23913923971793072,-0.06808579016567928,0.044399303540336624,101
2011,85,38,5.6901,0.1286,-0.2391,0.1642,0.821,-0.23913923971793072,-0.06808579016567928,0.044399303540336624,103
2011,85,39,5.7274,0.129,-0.2391,0.1642,0.823,-0.2391392397179306,-0.06808579016567906,0.044399303540336624,115
2011,85,40,5.7544,0.1293,-0.2391,0.1643,0.824,-0.2391392397179306,-0.06808579016567917,0.044399303540336624,121
2011,85,41,5.8444,0.1303,-0.2391,0.165,0.827,-0.23913923971793072,-0.06808579016567928,0.044399303540336624,129
2011,85,42,5.7233,0.129,-0.2391,0.1654,0.818,-0.2391392397179306,-0.06808579016567928,0.044399303540336624,124
2011,85,43,5.7326,0.1291,-0.2391,0.1654,0.819,-0.23913923971793072,-0.06808579016567962,0.044399303540336624,118
2011,85,44,5.7557,0.1293,-0.2391,0.1656,0.819,-0.2391392397179306,-0.06808579016567928,0.044399303540336624,116
2011,85,45,5.6146,0.1278,-0.2391,0.1662,0.809,-0.2391392397179305,-0.08633845002031659,0.04468949506674405,124
