sample,resell,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,crash_buys
5y,84,39,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,84,40,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,44
5y,84,41,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,46
5y,84,42,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,84,43,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,40
5y,84,44,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
5y,84,45,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,38
5y,85,15,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,14
5y,85,16,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,15
5y,85,17,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,85,18,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,85,19,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,85,20,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,85,21,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,24
5y,85,22,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,25
5y,85,23,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,85,24,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,85,25,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,85,26,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,85,27,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,33
5y,85,28,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,37
5y,85,29,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,36
5y,85,30,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,85,31,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,85,32,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,85,33,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,85,34,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,85,35,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,28
5y,85,36,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,30
5y,85,37,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,35
5y,85,38,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
5y,85,39,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,85,40,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,44
5y,85,41,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,46
5y,85,42,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,85,43,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,40
5y,85,44,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
5y,85,45,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,38
2011,70,15,2.2033,0.0769,-0.185,0.1156,0.701,-0.12437238048548727,-0.040895270308158205,0.019733023795705164,45
2011,70,16,2.311,0.0792,-0.185,0.1158,0.718,-0.12437238048548738,-0.040895270308158205,0.019733023795705164,47
2011,70,17,2.6234,0.0854,-0.185,0.1178,0.757,-0.12437238048548727,-0.040895270308158205,0.01567034242600116,50
2011,70,18,2.7727,0.0882,-0.185,0.1191,0.771,-0.12437238048548738,-0.040895270308158205,0.01567034242600116,53
2011,70,19,3.0002,0.0923,-0.185,0.1199,0.798,-0.12437238048548727,-0.04089527030815765,0.01654091700522345,53
2011,70,20,2.9469,0.0913,-0.185,0.1222,0.778,-0.12437238048548727,-0.040895270308158205,0.016831108531630876,56
2011,70,21,3.0095,0.0924,-0.2302,0.1298,0.748,-0.2079826936557967,-0.10022058240099596,0.0632617527568195,61
2011,70,22,3.1577,0.095,-0.2302,0.1302,0.764,-0.2079826936557969,-0.10022058240099596,0.06297156123041207,64
2011,70,23,3.1774,0.0953,-0.2302,0.1324,0.756,-0.2024168835778537,-0.09389748654149477,0.05513639001741149,68
2011,70,24,3.3561,0.0982,-0.2302,0.1337,0.769,-0.20241688357785392,-0.09389748654149532,0.0522344747533372,73
2011,70,25,3.2383,0.0963,-0.2302,0.1347,0.752,-0.20912151292480174,-0.1015143497598755,0.05484619849100406,74
2011,70,26,3.612,0.1022,-0.2302,0.1368,0.782,-0.20912151292480186,-0.09928657213940162,0.05832849680789321,81
2011,70,27,3.8776,0.1062,-0.2302,0.1376,0.804,-0.20912151292480163,-0.03940258361507509,0.03859547301218805,88
2011,70,28,4.0939,0.1092,-0.2302,0.1404,0.811,-0.20912151292480174,-0.04103428409668053,0.038885664538595474,91
2011,70,29,3.94,0.107,-0.2302,0.142,0.789,-0.20912151292480174,-0.059476890343355016,0.03685432385374347,90
2011,70,30,4.0692,0.1089,-0.2302,0.1421,0.801,-0.20912151292480174,-0.05809378941333232,0.03685432385374347,87
2011,70,31,4.1166,0.1095,-0.2302,0.1421,0.804,-0.20912151292480186,-0.05809378941333243,0.035983749274521186,86
2011,70,32,3.9408,0.1071,-0.2302,0.1426,0.787,-0.2292225157598431,-0.05809378941333254,0.048461984910040626,88
2011,70,33,3.9021,0.1065,-0.2302,0.1427,0.783,-0.22922251575984298,-0.0570627547014565,0.04962275101567034,87
2011,70,34,3.7577,0.1044,-0.2302,0.1431,0.767,-0.22922251575984298,-0.07506192215128726,0.05513639001741149,90
2011,70,35,3.6337,0.1025,-0.2302,0.1441,0.752,-0.22922251575984298,-0.07506192215128682,0.061520603598374926,87
2011,70,36,3.8803,0.1062,-0.2302,0.1448,0.771,-0.22922251575984287,-0.06920706507784702,0.05977945443993035,96
2011,70,37,3.9729,0.1075,-0.2302,0.145,0.779,-0.22922251575984298,-0.06920706507784702,0.051363900174114914,101
2011,70,38,4.0419,0.1085,-0.2302,0.1463,0.779,-0.22922251575984298,-0.06920706507784691,0.04730121880441091,103
2011,70,39,4.0869,0.1091,-0.2302,0.1466,0.782,-0.22922251575984287,-0.06920706507784713,0.045850261172373764,115
2011,70,40,4.0373,0.1084,-0.2302,0.1469,0.776,-0.2292225157598431,-0.06920706507784702,0.04962275101567034,121
2011,70,41,4.1094,0.1094,-0.2302,0.15,0.769,-0.22922251575984298,-0.09482352386481774,0.051363900174114914,129
2011,70,42,4.1022,0.1093,-0.2302,0.1506,0.766,-0.22922251575984298,-0.09482352386481807,0.05281485780615206,124
2011,70,43,4.1103,0.1094,-0.2302,0.1506,0.767,-0.22922251575984287,-0.09482352386481785,0.05281485780615206,118
2011,70,44,4.2019,0.1107,-0.2302,0.151,0.773,-0.22922251575984298,-0.10073803673332493,0.04730121880441091,116
2011,70,45,4.2153,0.1109,-0.2302,0.1521,0.769,-0.22922251575984298,-0.12717777078490078,0.020023215322112594,124
2011,71,15,2.5323,0.0837,-0.1948,0.121,0.726,-0.1948404002228834,-0.08363127464259645,0.06587347649448635,45
2011,71,16,2.6233,0.0854,-0.1948,0.1211,0.739,-0.1948404002228834,-0.08363127464259668,0.06587347649448635,47
2011,71,17,2.972,0.0918,-0.1948,0.1232,0.777,-0.1948404002228834,-0.08363127464259634,0.06355194428322693,50
2011,71,18,3.1432,0.0947,-0.1948,0.1245,0.791,-0.19484040022288351,-0.08363127464259656,0.06355194428322693,53
2011,71,19,3.3953,0.0988,-0.1948,0.1253,0.817,-0.19484040022288363,-0.08363127464259668,0.06355194428322693,53
2011,71,20,3.352,0.0982,-0.1948,0.1274,0.801,-0.1948404002228834,-0.08363127464259656,0.06355194428322693,56
2011,71,21,3.5994,0.102,-0.2302,0.131,0.809,-0.21841896051498688,-0.11046651978730893,0.05861868833430064,61
2011,71,22,3.7722,0.1046,-0.2302,0.1314,0.825,-0.21841896051498677,-0.11046651978730893,0.05861868833430064,64
2011,71,23,3.7686,0.1046,-0.2302,0.1334,0.814,-0.21471748671954272,-0.10625379621695841,0.045850261172373764,68
2011,71,24,3.9581,0.1073,-0.2302,0.1347,0.826,-0.21471748671954272,-0.10625379621695852,0.04352872896111434,73
2011,71,25,3.8371,0.1056,-0.2302,0.1356,0.81,-0.2191763183160862,-0.11132848430095943,0.044399303540336624,74
2011,71,26,4.2166,0.1109,-0.2302,0.1382,0.832,-0.2191763183160863,-0.10777313260476151,0.038885664538595474,81
2011,71,27,4.5051,0.1147,-0.2302,0.139,0.853,-0.2191763183160862,-0.049678208020458525,0.01886244921648288,88
2011,71,28,4.7381,0.1177,-0.2302,0.1417,0.858,-0.21917631831608642,-0.04967820802045886,0.019442832269297737,91
2011,71,29,4.5692,0.1155,-0.2302,0.1433,0.837,-0.21917631831608642,-0.04250679918525724,0.01654091700522345,90
2011,71,30,4.7018,0.1172,-0.2302,0.1434,0.847,-0.2191763183160863,-0.04125916634647586,0.01654091700522345,87
2011,71,31,4.7693,0.118,-0.2302,0.1435,0.852,-0.21917631831608653,-0.04125916634647586,0.01625072547881602,86
2011,71,32,4.6258,0.1162,-0.2325,0.1439,0.839,-0.23254424395747864,-0.051158089491803116,0.023505513639001743,88
2011,71,33,4.5814,0.1157,-0.2325,0.144,0.834,-0.23254424395747886,-0.05115808949180334,0.024956471271038887,87
2011,71,34,4.4102,0.1135,-0.2325,0.1444,0.819,-0.23254424395747875,-0.059159180211103335,0.028728961114335462,90
2011,71,35,4.274,0.1117,-0.2325,0.1454,0.803,-0.23254424395747864,-0.05915918021110356,0.040336622170632615,87
2011,71,36,4.5313,0.115,-0.2325,0.1461,0.82,-0.23254424395747864,-0.0529858753991963,0.04236796285548462,96
2011,71,37,4.6507,0.1166,-0.2325,0.1463,0.829,-0.23254424395747864,-0.0529858753991963,0.033952408589669185,101
2011,71,38,4.7304,0.1176,-0.2325,0.1476,0.829,-0.23254424395747864,-0.05298587539919619,0.03685432385374347,103
2011,71,39,4.7339,0.1176,-0.2325,0.1478,0.828,-0.23254424395747852,-0.052985875399196414,0.0351131746952989,115
2011,71,40,4.6781,0.1169,-0.2325,0.1481,0.823,-0.23254424395747875,-0.052985875399196636,0.040336622170632615,121
2011,71,41,4.8192,0.1187,-0.2325,0.1513,0.819,-0.23254424395747864,-0.07999562240241576,0.03685432385374347,129
2011,71,42,4.8111,0.1186,-0.2325,0.1519,0.816,-0.23254424395747875,-0.07999562240241542,0.038305281485780614,124
2011,71,43,4.8229,0.1187,-0.2325,0.1519,0.817,-0.23254424395747864,-0.0799956224024152,0.03801508995937319,118
2011,71,44,4.9153,0.1198,-0.2325,0.1523,0.821,-0.23254424395747875,-0.08600562868280925,0.03366221706326175,116
2011,71,45,4.9505,0.1202,-0.2325,0.1534,0.819,-0.23254424395747897,-0.10987925271847843,0.01596053395240859,124
2011,72,15,2.6338,0.0856,-0.185,0.1228,0.732,-0.1515842365809491,-0.05713010944593311,0.02930934416715032,45
2011,72,16,2.7206,0.0872,-0.185,0.1229,0.744,-0.151584236580949,-0.05713010944593311,0.02930934416715032,47
2011,72,17,3.0792,0.0936,-0.185,0.1249,0.781,-0.15158423658094922,-0.057130109445932886,0.025536854323853744,50
2011,72,18,3.2853,0.0971,-0.185,0.1263,0.799,-0.1515842365809491,-0.057130109445932664,0.025536854323853744,53
2011,72,19,3.5496,0.1013,-0.185,0.1271,0.825,-0.151584236580949,-0.05713010944593311,0.025827045850261174,53
2011,72,20,3.522,0.1008,-0.185,0.1291,0.811,-0.151584236580949,-0.057130109445932775,0.025827045850261174,56
2011,72,21,3.7382,0.1041,-0.2302,0.1343,0.807,-0.20800489824426305,-0.07918978814817512,0.04381892048752176,61
2011,72,22,3.9153,0.1067,-0.2302,0.1347,0.822,-0.20800489824426327,-0.07918978814817568,0.04381892048752176,64
2011,72,23,4.0771,0.109,-0.2302,0.137,0.825,-0.2024430547973456,-0.07272333118235652,0.029889727219965176,68
2011,72,24,4.3156,0.1122,-0.2302,0.1383,0.84,-0.2024430547973457,-0.07272333118235674,0.02930934416715032,73
2011,72,25,4.1306,0.1097,-0.2302,0.1386,0.823,-0.20914290590169993,-0.08051288859388572,0.033372025536854324,74
2011,72,26,4.8204,0.1187,-0.2302,0.1414,0.866,-0.20914290590169993,-0.04917746043579141,0.030760301799187463,81
2011,72,27,5.013,0.121,-0.2302,0.142,0.878,-0.20914290590170004,-0.03770407354152461,0.03424260011607661,88
2011,72,28,5.3178,0.1245,-0.2302,0.1442,0.888,-0.20914290590169982,-0.037704073541524497,0.03453279164248404,91
2011,72,29,5.0707,0.1217,-0.2302,0.1453,0.865,-0.20914290590169993,-0.04172255321877505,0.033952408589669185,90
2011,72,30,5.2294,0.1235,-0.2302,0.1454,0.876,-0.20914290590169993,-0.040474044604087656,0.033952408589669185,87
2011,72,31,5.2964,0.1243,-0.2302,0.1454,0.88,-0.20914290590169993,-0.040474044604087545,0.03163087637840975,86
2011,72,32,5.0996,0.122,-0.2302,0.1459,0.864,-0.2292295831919643,-0.0404740446040871,0.03772489843296576,88
2011,72,33,5.0644,0.1216,-0.2302,0.146,0.861,-0.22922958319196418,-0.03939614093891164,0.038885664538595474,87
2011,72,34,4.8007,0.1184,-0.2302,0.1463,0.84,-0.22922958319196396,-0.0582162136438521,0.04265815438189205,90
2011,72,35,4.652,0.1166,-0.2302,0.1472,0.825,-0.22922958319196407,-0.05821621364385243,0.04933255948926291,87
2011,72,36,4.98,0.1206,-0.2302,0.148,0.846,-0.22922958319196407,-0.05209518051849138,0.04526987811955891,96
2011,72,37,5.1197,0.1222,-0.2302,0.1481,0.855,-0.22922958319196418,-0.05209518051849171,0.038885664538595474,101
2011,72,38,5.2273,0.1235,-0.2302,0.1494,0.856,-0.22922958319196418,-0.05209518051849149,0.035403366221706326,103
2011,72,39,5.1842,0.123,-0.2302,0.1496,0.853,-0.22922958319196407,-0.052095180518491824,0.034822983168891465,115
2011,72,40,5.1748,0.1229,-0.2302,0.1498,0.851,-0.22922958319196407,-0.052095180518491935,0.03859547301218805,121
2011,72,41,5.2872,0.1242,-0.2302,0.1529,0.844,-0.22922958319196418,-0.07887622586642773,0.038305281485780614,129
2011,72,42,5.3223,0.1246,-0.2302,0.1535,0.844,-0.22922958319196407,-0.07887622586642762,0.03859547301218805,124
2011,72,43,5.3352,0.1247,-0.2302,0.1535,0.844,-0.22922958319196418,-0.07887622586642762,0.038305281485780614,118
2011,72,44,5.412,0.1256,-0.2302,0.1539,0.848,-0.22922958319196407,-0.0849895393819643,0.033952408589669185,116
2011,72,45,5.6285,0.128,-0.2302,0.1551,0.856,-0.22922958319196396,-0.10888697081348409,0.008995937318630296,124
2011,73,15,2.7754,0.0883,-0.185,0.1231,0.751,-0.15633130505202164,-0.06399264529483384,0.029889727219965176,45
2011,73,16,2.899,0.0905,-0.185,0.1233,0.766,-0.15633130505202153,-0.06399264529483384,0.029889727219965176,47
2011,73,17,3.1679,0.0951,-0.185,0.1251,0.791,-0.15633130505202164,-0.06399264529483384,0.028728961114335462,50
2011,73,18,3.3451,0.098,-0.185,0.1265,0.805,-0.15633130505202175,-0.06399264529483384,0.028728961114335462,53
2011,73,19,3.6159,0.1023,-0.185,0.1272,0.831,-0.15633130505202175,-0.06399264529483384,0.028728961114335462,53
2011,73,20,3.6254,0.1024,-0.185,0.1288,0.823,-0.15633130505202164,-0.06399264529483373,0.028728961114335462,56
2011,73,21,3.7775,0.1047,-0.2302,0.1342,0.811,-0.20800221619276882,-0.08238759666097806,0.04759141033081834,61
2011,73,22,3.9379,0.107,-0.2302,0.1346,0.825,-0.20800221619276882,-0.08238759666097795,0.04759141033081834,64
2011,73,23,4.1087,0.1094,-0.2302,0.137,0.829,-0.20243989362376869,-0.07594306324807976,0.028148578061520605,68
2011,73,24,4.3286,0.1124,-0.2302,0.1381,0.842,-0.2024398936237688,-0.07594306324807976,0.027278003482298318,73
2011,73,25,4.1438,0.1099,-0.2302,0.1384,0.825,-0.2091403218832777,-0.08370621133298073,0.0330818340104469,74
2011,73,26,4.8685,0.1193,-0.2302,0.1418,0.868,-0.2091403218832777,-0.04968283947472363,0.01828206616366802,81
2011,73,27,5.0642,0.1216,-0.2302,0.1424,0.879,-0.2091403218832777,-0.02082954725974462,0.022054556006964595,88
2011,73,28,5.3754,0.1252,-0.2302,0.1446,0.89,-0.20914032188327758,-0.029879713197523583,0.02118398142774231,91
2011,73,29,5.1271,0.1223,-0.2302,0.1456,0.867,-0.2091403218832777,-0.029879713197523583,0.02089378990133488,90
2011,73,30,5.3038,0.1244,-0.2302,0.1457,0.879,-0.2091403218832777,-0.02987971319752336,0.02089378990133488,87
2011,73,31,5.3586,0.125,-0.2302,0.1458,0.883,-0.20914032188327758,-0.028929406165270732,0.019442832269297737,86
2011,73,32,5.1575,0.1227,-0.2302,0.1462,0.867,-0.22922872952980733,-0.03460604338351547,0.024376088218224026,88
2011,73,33,5.1211,0.1223,-0.2302,0.1464,0.864,-0.22922872952980744,-0.03460604338351558,0.025246662797446313,87
2011,73,34,4.8781,0.1194,-0.2302,0.1467,0.844,-0.22922872952980744,-0.034606043383515916,0.030470110272780036,90
2011,73,35,4.7291,0.1175,-0.2302,0.1476,0.829,-0.22922872952980744,-0.034606043383515805,0.03772489843296576,87
2011,73,36,4.9848,0.1207,-0.2302,0.1483,0.844,-0.22922872952980722,-0.04161978875418626,0.03772489843296576,96
2011,73,37,5.1346,0.1224,-0.2302,0.1485,0.854,-0.22922872952980733,-0.03460604338351547,0.029889727219965176,101
2011,73,38,5.2389,0.1236,-0.2302,0.1498,0.855,-0.22922872952980722,-0.02912443627842498,0.024956471271038887,103
2011,73,39,5.1798,0.1229,-0.2302,0.1499,0.851,-0.2292287295298071,-0.03542145947573394,0.028148578061520605,115
2011,73,40,5.1704,0.1228,-0.2302,0.1501,0.849,-0.22922872952980733,-0.03607086259100112,0.029889727219965176,121
2011,73,41,5.2824,0.1241,-0.2302,0.1532,0.843,-0.22922872952980722,-0.050264901958696706,0.03134068485200232,129
2011,73,42,5.3299,0.1247,-0.2302,0.1538,0.843,-0.22922872952980744,-0.05026490195869704,0.03163087637840975,124
2011,73,43,5.343,0.1248,-0.2302,0.1538,0.844,-0.22922872952980733,-0.050264901958696706,0.03134068485200232,118
2011,73,44,5.4148,0.1256,-0.2302,0.1541,0.847,-0.22922872952980722,-0.05647158753145165,0.027858386535113175,116
2011,73,45,5.5402,0.127,-0.2302,0.1553,0.85,-0.22922872952980722,-0.08316286464313138,0.007254788160185722,124
2011,74,15,2.9884,0.0921,-0.1901,0.128,0.754,-0.15660410896265065,-0.04369714552219606,0.03134068485200232,45
2011,74,16,3.116,0.0943,-0.1901,0.1282,0.769,-0.15660410896265076,-0.04369714552219606,0.03134068485200232,47
2011,74,17,3.36,0.0983,-0.1901,0.1298,0.789,-0.15660410896265042,-0.04369714552219628,0.03134068485200232,50
2011,74,18,3.5384,0.1011,-0.1901,0.1312,0.802,-0.15660410896265065,-0.04369714552219628,0.03134068485200232,53
2011,74,19,3.8179,0.1053,-0.1901,0.1319,0.827,-0.15660410896265065,-0.04369714552219628,0.03250145095763204,53
2011,74,20,3.8597,0.1059,-0.1901,0.1327,0.827,-0.15660410896265053,-0.04369714552219606,0.03250145095763204,56
2011,74,21,4.0835,0.1091,-0.2302,0.1384,0.819,-0.20803368001993805,-0.0805413132848184,0.05078351712130006,61
2011,74,22,4.2238,0.111,-0.2302,0.1388,0.83,-0.20803368001993805,-0.08054131328481828,0.05078351712130006,64
2011,74,23,4.2511,0.1114,-0.2302,0.1405,0.824,-0.20247697815375898,-0.07409008212580481,0.054556006964596636,68
2011,74,24,4.3661,0.1129,-0.2302,0.1412,0.83,-0.20247697815375898,-0.07409008212580481,0.05310504933255949,73
2011,74,25,4.1868,0.1105,-0.2302,0.1414,0.814,-0.20917063565958482,-0.08186129838129252,0.057457922228670924,74
2011,74,26,4.8634,0.1192,-0.2302,0.1435,0.859,-0.20917063565958494,-0.0571927969629471,0.03366221706326175,81
2011,74,27,5.0201,0.1211,-0.2302,0.144,0.868,-0.20917063565958482,-0.04486435163377667,0.033952408589669185,88
2011,74,28,5.3423,0.1248,-0.2302,0.1462,0.88,-0.2091706356595847,-0.04486435163377678,0.03453279164248404,91
2011,74,29,5.1201,0.1222,-0.2302,0.1472,0.859,-0.20917063565958482,-0.04486435163377678,0.034822983168891465,90
2011,74,30,5.2799,0.1241,-0.2302,0.1473,0.87,-0.20917063565958494,-0.04486435163377622,0.034822983168891465,87
2011,74,31,5.3263,0.1246,-0.2302,0.1474,0.873,-0.2091706356595847,-0.04392698196603673,0.033372025536854324,86
2011,74,32,5.1158,0.1222,-0.2322,0.1478,0.856,-0.2292387440573509,-0.043926981966036394,0.04178757980266976,88
2011,74,33,5.0774,0.1217,-0.2322,0.1479,0.853,-0.229238744057351,-0.04392698196603673,0.04207777132907719,87
2011,74,34,4.8753,0.1193,-0.2322,0.1482,0.837,-0.22923874405735079,-0.048397803450267785,0.0461404526987812,90
2011,74,35,4.7263,0.1175,-0.2322,0.1491,0.822,-0.2292387440573509,-0.055133068997441304,0.051363900174114914,87
2011,74,36,5.0494,0.1214,-0.2322,0.1497,0.842,-0.2292387440573509,-0.043899633531053306,0.03859547301218805,96
2011,74,37,5.2773,0.1241,-0.2322,0.15,0.857,-0.22923874405735079,-0.04389963353105353,0.029889727219965176,101
2011,74,38,5.4122,0.1256,-0.2322,0.1512,0.86,-0.2292387440573509,-0.04389963353105364,0.02060359837492745,103
2011,74,39,5.3968,0.1254,-0.2322,0.1513,0.859,-0.22923874405735079,-0.04389963353105342,0.017411491584445733,115
2011,74,40,5.387,0.1253,-0.2322,0.1515,0.857,-0.2292387440573509,-0.04389963353105353,0.022054556006964595,121
2011,74,41,5.4605,0.1261,-0.2322,0.1541,0.85,-0.229238744057351,-0.05533816029109373,0.024376088218224026,129
2011,74,42,5.4834,0.1264,-0.2322,0.1547,0.849,-0.22923874405735079,-0.05533816029109351,0.024666279744631456,124
2011,74,43,5.4968,0.1265,-0.2322,0.1547,0.849,-0.2292387440573509,-0.05533816029109373,0.024376088218224026,118
2011,74,44,5.5783,0.1274,-0.2322,0.1551,0.853,-0.2292387440573509,-0.060928299652984075,0.02176436448055717,116
2011,74,45,5.7174,0.1289,-0.2322,0.1563,0.856,-0.2292387440573509,-0.08749350177140314,0.010737086477074869,124
2011,75,15,3.0503,0.0931,-0.2093,0.134,0.733,-0.2022391113649541,-0.08472420290311944,0.06993615786419037,45
2011,75,16,3.1553,0.0949,-0.2093,0.1342,0.745,-0.2022391113649541,-0.08472420290311922,0.06993615786419037,47
2011,75,17,3.3783,0.0986,-0.2093,0.1354,0.764,-0.2022391113649541,-0.084724202903119,0.06993615786419037,50
2011,75,18,3.5558,0.1014,-0.2093,0.1366,0.777,-0.20223911136495432,-0.08472420290311966,0.06993615786419037,53
2011,75,19,3.836,0.1056,-0.2093,0.1373,0.802,-0.20223911136495432,-0.08472420290311955,0.06993615786419037,53
2011,75,20,3.8829,0.1062,-0.2093,0.1375,0.805,-0.2022391113649542,-0.08472420290311955,0.06993615786419037,56
2011,75,21,4.1578,0.1101,-0.2302,0.141,0.813,-0.21862821168563729,-0.10352751486465173,0.06035983749274521,61
2011,75,22,4.2852,0.1118,-0.2302,0.1414,0.822,-0.21862821168563729,-0.1035275148646515,0.06035983749274521,64
2011,75,23,4.2999,0.112,-0.2302,0.143,0.816,-0.21496411855081277,-0.09932367908830553,0.04933255948926291,68
2011,75,24,4.3277,0.1124,-0.2302,0.1431,0.818,-0.2149641185508131,-0.09932367908830586,0.04788160185722577,73
2011,75,25,4.1641,0.1102,-0.2302,0.1434,0.803,-0.21937792103736387,-0.10438766084857753,0.04933255948926291,74
2011,75,26,4.9739,0.1205,-0.2302,0.1456,0.857,-0.21937792103736375,-0.07409739006712757,0.02959953569355775,81
2011,75,27,5.1357,0.1224,-0.2302,0.1461,0.866,-0.21937792103736375,-0.03966202534650476,0.023215322112594312,88
2011,75,28,5.4571,0.1261,-0.2302,0.148,0.879,-0.21937792103736364,-0.03966202534650476,0.022925130586186882,91
2011,75,29,5.272,0.124,-0.2302,0.1491,0.861,-0.21937792103736387,-0.05577286226649669,0.025246662797446313,90
2011,75,30,5.4508,0.126,-0.2302,0.1491,0.873,-0.21937792103736375,-0.05443344373247816,0.025246662797446313,87
2011,75,31,5.4917,0.1265,-0.2302,0.1492,0.875,-0.21937792103736375,-0.05443344373247816,0.0240858966918166,86
2011,75,32,5.3552,0.1249,-0.2394,0.1496,0.864,-0.23261084588739445,-0.05443344373247827,0.028728961114335462,88
2011,75,33,5.3014,0.1243,-0.2394,0.1497,0.86,-0.23261084588739456,-0.05443344373247805,0.02959953569355775,87
2011,75,34,5.1083,0.1221,-0.2394,0.1499,0.846,-0.23261084588739456,-0.05424202777424958,0.0371445153801509,90
2011,75,35,4.953,0.1203,-0.2394,0.1508,0.831,-0.23261084588739478,-0.054242027774249246,0.04526987811955891,87
2011,75,36,5.2766,0.1241,-0.2394,0.1513,0.851,-0.23261084588739456,-0.05424202777424936,0.02901915264074289,96
2011,75,37,5.5793,0.1274,-0.2394,0.1517,0.869,-0.23261084588739467,-0.05424202777424936,0.0240858966918166,101
2011,75,38,5.7176,0.1289,-0.2394,0.1529,0.872,-0.23261084588739445,-0.05424202777424936,0.02089378990133488,103
2011,75,39,5.709,0.1288,-0.2394,0.153,0.871,-0.23261084588739445,-0.054242027774249135,0.017701683110853163,115
2011,75,40,5.6988,0.1287,-0.2394,0.1532,0.869,-0.23261084588739467,-0.05424202777424936,0.01886244921648288,121
2011,75,41,5.6319,0.128,-0.2394,0.1551,0.856,-0.23261084588739445,-0.05424202777424947,0.021474172954149738,129
2011,75,42,5.6644,0.1284,-0.2394,0.1557,0.856,-0.23261084588739456,-0.05424202777424958,0.02176436448055717,124
2011,75,43,5.6781,0.1285,-0.2394,0.1557,0.856,-0.23261084588739434,-0.054242027774249246,0.021474172954149738,118
