base,resell_level,crash_level,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
F,70,20,0.5,0.1907,0.0356,-0.294,0.1759,0.287
F,70,20,0.75,0.1962,0.0365,-0.294,0.1795,0.29
F,70,20,1.0,0.2105,0.039,-0.294,0.1813,0.302
F,70,25,0.25,0.2296,0.0423,-0.323,0.1829,0.318
F,70,25,0.5,0.2806,0.0508,-0.3476,0.1914,0.355
F,70,25,0.75,0.3275,0.0584,-0.3496,0.1953,0.389
F,70,25,1.0,0.3509,0.0621,-0.3497,0.1973,0.405
F,70,30,0.25,0.3154,0.0564,-0.3324,0.1937,0.381
F,70,30,0.5,0.3742,0.0657,-0.3482,0.2001,0.419
F,70,30,0.75,0.4222,0.0731,-0.3497,0.2027,0.45
F,70,30,1.0,0.4756,0.081,-0.3497,0.2037,0.486
F,70,35,0.25,0.3397,0.0603,-0.3456,0.1998,0.394
F,70,35,0.5,0.409,0.0711,-0.3496,0.2032,0.441
F,70,35,0.75,0.4304,0.0743,-0.3497,0.2042,0.454
F,70,35,1.0,0.4315,0.0745,-0.3497,0.2048,0.454
F,70,40,0.25,0.5076,0.0857,-0.349,0.2041,0.506
F,70,40,0.5,0.5474,0.0914,-0.3497,0.2067,0.528
F,70,40,0.75,0.5486,0.0915,-0.3497,0.2076,0.527
F,70,40,1.0,0.5446,0.091,-0.3497,0.208,0.524
F,75,10,0.25,0.3898,0.0681,-0.2432,0.171,0.472
F,75,10,0.5,0.4133,0.0717,-0.2432,0.1742,0.486
F,75,10,0.75,0.4252,0.0735,-0.2432,0.1752,0.494
F,75,10,1.0,0.4336,0.0748,-0.2432,0.1756,0.5
F,75,15,0.25,0.3584,0.0633,-0.2432,0.175,0.439
F,75,15,0.5,0.3633,0.064,-0.2432,0.1769,0.44
F,75,15,0.75,0.3715,0.0653,-0.2432,0.1778,0.446
F,75,15,1.0,0.3877,0.0678,-0.2432,0.1782,0.459
F,75,20,0.25,0.3613,0.0637,-0.2924,0.1878,0.424
F,75,20,0.5,0.4013,0.0699,-0.294,0.1918,0.449
F,75,20,0.75,0.4216,0.073,-0.294,0.1938,0.462
F,75,20,1.0,0.4387,0.0756,-0.294,0.1946,0.473
F,75,25,0.25,0.4347,0.075,-0.323,0.1988,0.464
F,75,25,0.5,0.4949,0.0838,-0.3476,0.2043,0.498
F,75,25,0.75,0.5381,0.09,-0.3496,0.2059,0.523
F,75,25,1.0,0.5638,0.0937,-0.3497,0.2065,0.538
F,75,30,0.25,0.5326,0.0893,-0.3324,0.2041,0.523
F,75,30,0.5,0.5904,0.0974,-0.3482,0.2086,0.551
F,75,30,0.75,0.6492,0.1054,-0.3497,0.2103,0.583
F,75,30,1.0,0.7033,0.1125,-0.3497,0.2109,0.613
F,75,35,0.25,0.5604,0.0932,-0.3456,0.2083,0.534
F,75,35,0.5,0.6144,0.1007,-0.3502,0.2106,0.562
F,75,35,0.75,0.6179,0.1011,-0.3554,0.2112,0.564
F,75,35,1.0,0.605,0.0994,-0.3608,0.2116,0.555
F,75,40,0.25,0.7938,0.1241,-0.349,0.2123,0.659
F,75,40,0.5,0.8264,0.1282,-0.353,0.2142,0.672
F,75,40,0.75,0.8195,0.1273,-0.3575,0.2147,0.668
F,75,40,1.0,0.8165,0.127,-0.3608,0.215,0.666
F,80,10,0.25,0.421,0.0729,-0.3422,0.2053,0.447
F,80,10,0.5,0.4079,0.0709,-0.3585,0.2077,0.435
F,80,10,0.75,0.4217,0.073,-0.3623,0.2086,0.443
F,80,10,1.0,0.4379,0.0754,-0.364,0.2088,0.454
F,80,15,0.25,0.421,0.0729,-0.3422,0.2053,0.447
F,80,15,0.5,0.4079,0.0709,-0.3585,0.2077,0.435
F,80,15,0.75,0.4217,0.073,-0.3623,0.2086,0.443
F,80,15,1.0,0.4379,0.0754,-0.364,0.2088,0.454
F,80,20,0.25,0.4427,0.0762,-0.359,0.2086,0.457
F,80,20,0.5,0.4683,0.0799,-0.364,0.2098,0.473
F,80,20,0.75,0.4848,0.0824,-0.364,0.21,0.483
F,80,20,1.0,0.4924,0.0835,-0.364,0.2101,0.488
F,80,25,0.25,0.6532,0.1059,-0.364,0.2124,0.582
F,80,25,0.5,0.7727,0.1215,-0.364,0.2147,0.643
F,80,25,0.75,0.8144,0.1267,-0.364,0.2156,0.663
F,80,25,1.0,0.8394,0.1298,-0.364,0.2159,0.675
F,80,30,0.25,0.7622,0.1201,-0.364,0.2151,0.637
F,80,30,0.5,0.8476,0.1308,-0.364,0.2177,0.676
F,80,30,0.75,0.9155,0.139,-0.364,0.2187,0.707
F,80,30,1.0,0.9674,0.1451,-0.364,0.2192,0.73
F,80,35,0.25,0.83,0.1286,-0.364,0.2178,0.667
F,80,35,0.5,0.9064,0.1379,-0.364,0.2189,0.702
F,80,35,0.75,0.9263,0.1403,-0.364,0.2193,0.711
F,80,35,1.0,0.9299,0.1407,-0.364,0.2195,0.712
F,80,40,0.25,0.8702,0.1336,-0.364,0.2185,0.685
F,80,40,0.5,0.9104,0.1384,-0.364,0.2193,0.703
F,80,40,0.75,0.9187,0.1394,-0.364,0.2195,0.707
F,80,40,1.0,0.9228,0.1399,-0.364,0.2196,0.708
F,85,10,0.25,0.8005,0.125,-0.3422,0.2246,0.639
F,85,10,0.5,0.7839,0.1229,-0.3585,0.2268,0.627
F,85,10,0.75,0.8013,0.1251,-0.3623,0.2275,0.634
F,85,10,1.0,0.8219,0.1276,-0.364,0.2278,0.643
F,85,15,0.25,0.8005,0.125,-0.3422,0.2246,0.639
F,85,15,0.5,0.7839,0.1229,-0.3585,0.2268,0.627
F,85,15,0.75,0.8013,0.1251,-0.3623,0.2275,0.634
F,85,15,1.0,0.8219,0.1276,-0.364,0.2278,0.643
F,85,20,0.25,0.7927,0.124,-0.359,0.227,0.63
F,85,20,0.5,0.8151,0.1268,-0.364,0.2277,0.64
F,85,20,0.75,0.8304,0.1287,-0.364,0.2278,0.647
F,85,20,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,85,25,0.25,0.8068,0.1258,-0.364,0.2276,0.636
F,85,25,0.5,0.8256,0.1281,-0.364,0.2278,0.645
F,85,25,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,85,25,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,85,30,0.25,0.8131,0.1265,-0.364,0.2277,0.639
F,85,30,0.5,0.8264,0.1282,-0.364,0.2278,0.646
F,85,30,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,85,30,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,85,35,0.25,0.8144,0.1267,-0.364,0.2277,0.64
F,85,35,0.5,0.8265,0.1282,-0.364,0.2278,0.646
F,85,35,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,85,35,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,85,40,0.25,0.8144,0.1267,-0.364,0.2277,0.64
F,85,40,0.5,0.8265,0.1282,-0.364,0.2278,0.646
F,85,40,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,85,40,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,90,10,0.25,0.8005,0.125,-0.3422,0.2246,0.639
F,90,10,0.5,0.7839,0.1229,-0.3585,0.2268,0.627
F,90,10,0.75,0.8013,0.1251,-0.3623,0.2275,0.634
F,90,10,1.0,0.8219,0.1276,-0.364,0.2278,0.643
F,90,15,0.25,0.8005,0.125,-0.3422,0.2246,0.639
F,90,15,0.5,0.7839,0.1229,-0.3585,0.2268,0.627
F,90,15,0.75,0.8013,0.1251,-0.3623,0.2275,0.634
F,90,15,1.0,0.8219,0.1276,-0.364,0.2278,0.643
F,90,20,0.25,0.7927,0.124,-0.359,0.227,0.63
F,90,20,0.5,0.8151,0.1268,-0.364,0.2277,0.64
F,90,20,0.75,0.8304,0.1287,-0.364,0.2278,0.647
F,90,20,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,90,25,0.25,0.8068,0.1258,-0.364,0.2276,0.636
F,90,25,0.5,0.8256,0.1281,-0.364,0.2278,0.645
F,90,25,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,90,25,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,90,30,0.25,0.8131,0.1265,-0.364,0.2277,0.639
F,90,30,0.5,0.8264,0.1282,-0.364,0.2278,0.646
F,90,30,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,90,30,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,90,35,0.25,0.8144,0.1267,-0.364,0.2277,0.64
F,90,35,0.5,0.8265,0.1282,-0.364,0.2278,0.646
F,90,35,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,90,35,1.0,0.8357,0.1293,-0.364,0.2278,0.65
F,90,40,0.25,0.8144,0.1267,-0.364,0.2277,0.64
F,90,40,0.5,0.8265,0.1282,-0.364,0.2278,0.646
F,90,40,0.75,0.8318,0.1289,-0.364,0.2278,0.648
F,90,40,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,55,10,0.25,0.3133,0.0561,-0.117,0.0886,0.663
G,55,10,0.5,0.3863,0.0676,-0.1345,0.1028,0.69
G,55,10,0.75,0.4061,0.0706,-0.1356,0.1084,0.686
G,55,10,1.0,0.392,0.0685,-0.1357,0.1109,0.654
G,55,15,0.25,0.2424,0.0444,-0.1709,0.1133,0.442
G,55,15,0.5,0.2118,0.0392,-0.1959,0.1245,0.372
G,55,15,0.75,0.2084,0.0386,-0.2006,0.1291,0.359
G,55,15,1.0,0.2135,0.0395,-0.2047,0.1324,0.36
G,55,20,0.25,0.3189,0.057,-0.1986,0.1345,0.481
G,55,20,0.5,0.2961,0.0533,-0.2225,0.1466,0.429
G,55,20,0.75,0.3021,0.0543,-0.2367,0.1525,0.424
G,55,20,1.0,0.3314,0.059,-0.2387,0.1553,0.448
G,55,25,0.25,0.3743,0.0657,-0.2164,0.1476,0.507
G,55,25,0.5,0.415,0.072,-0.2363,0.1599,0.516
G,55,25,0.75,0.4687,0.08,-0.2387,0.165,0.551
G,55,25,1.0,0.5057,0.0854,-0.2387,0.1676,0.575
G,55,30,0.25,0.4293,0.0741,-0.2387,0.1589,0.531
G,55,30,0.5,0.5191,0.0873,-0.2387,0.1671,0.587
G,55,30,0.75,0.577,0.0955,-0.2387,0.1699,0.624
G,55,30,1.0,0.6278,0.1025,-0.2387,0.1715,0.657
G,55,35,0.25,0.4379,0.0754,-0.2387,0.1637,0.528
G,55,35,0.5,0.5111,0.0862,-0.2387,0.1709,0.571
G,55,35,0.75,0.5063,0.0855,-0.2387,0.1734,0.562
G,55,35,1.0,0.4675,0.0798,-0.2387,0.175,0.528
G,55,40,0.25,0.4589,0.0786,-0.2387,0.1709,0.53
G,55,40,0.5,0.4698,0.0802,-0.2387,0.1786,0.523
G,55,40,0.75,0.4565,0.0782,-0.2387,0.1819,0.506
G,55,40,1.0,0.4525,0.0776,-0.2387,0.184,0.5
G,60,10,0.25,0.3765,0.0661,-0.1445,0.0977,0.706
G,60,10,0.5,0.4488,0.0771,-0.1466,0.1101,0.732
G,60,10,0.75,0.4677,0.0799,-0.1487,0.1149,0.728
G,60,10,1.0,0.452,0.0775,-0.1509,0.1171,0.698
G,60,15,0.25,0.314,0.0562,-0.1977,0.1192,0.52
G,60,15,0.5,0.284,0.0513,-0.217,0.1291,0.453
G,60,15,0.75,0.2774,0.0502,-0.221,0.1335,0.435
G,60,15,1.0,0.2807,0.0508,-0.2244,0.1367,0.432
G,60,20,0.25,0.3566,0.063,-0.2218,0.1398,0.508
G,60,20,0.5,0.32,0.0572,-0.2448,0.1515,0.444
G,60,20,0.75,0.3248,0.0579,-0.2539,0.1569,0.438
G,60,20,1.0,0.3534,0.0625,-0.2563,0.1594,0.461
G,60,25,0.25,0.4037,0.0703,-0.2392,0.1523,0.524
G,60,25,0.5,0.4323,0.0746,-0.2562,0.1641,0.522
G,60,25,0.75,0.4825,0.082,-0.2561,0.1688,0.553
G,60,25,1.0,0.5163,0.0869,-0.2563,0.1712,0.574
G,60,30,0.25,0.4548,0.078,-0.2513,0.163,0.544
G,60,30,0.5,0.5331,0.0893,-0.256,0.1708,0.588
G,60,30,0.75,0.5863,0.0968,-0.257,0.1735,0.621
G,60,30,1.0,0.6334,0.1032,-0.2563,0.175,0.651
G,60,35,0.25,0.4619,0.079,-0.2565,0.1677,0.539
G,60,35,0.5,0.5233,0.0879,-0.2551,0.1746,0.572
G,60,35,0.75,0.5148,0.0867,-0.2517,0.1769,0.56
G,60,35,1.0,0.4753,0.081,-0.2494,0.1784,0.527
G,60,40,0.25,0.4125,0.0716,-0.2562,0.1767,0.481
G,60,40,0.5,0.4028,0.0701,-0.255,0.184,0.462
G,60,40,0.75,0.3976,0.0693,-0.243,0.1866,0.454
G,60,40,1.0,0.3944,0.0688,-0.2387,0.1884,0.449
G,65,10,0.25,0.4358,0.0751,-0.1778,0.1124,0.703
G,65,10,0.5,0.5288,0.0887,-0.1778,0.1205,0.768
G,65,10,0.75,0.5594,0.093,-0.1797,0.1246,0.779
G,65,10,1.0,0.5512,0.0919,-0.1824,0.1264,0.761
G,65,15,0.25,0.4188,0.0726,-0.1899,0.1301,0.605
G,65,15,0.5,0.4145,0.0719,-0.2021,0.1401,0.567
G,65,15,0.75,0.4263,0.0737,-0.2061,0.1458,0.562
G,65,15,1.0,0.4269,0.0738,-0.2096,0.1488,0.554
G,65,20,0.25,0.386,0.0675,-0.2717,0.1578,0.494
G,65,20,0.5,0.3765,0.0661,-0.2718,0.166,0.47
G,65,20,0.75,0.3776,0.0663,-0.2718,0.1701,0.463
G,65,20,1.0,0.3969,0.0692,-0.2718,0.172,0.476
G,65,25,0.25,0.442,0.076,-0.2717,0.1687,0.52
G,65,25,0.5,0.4846,0.0823,-0.2718,0.1779,0.535
G,65,25,0.75,0.5342,0.0895,-0.2718,0.1817,0.564
G,65,25,1.0,0.5592,0.093,-0.2718,0.1836,0.578
G,65,30,0.25,0.4998,0.0846,-0.2718,0.1794,0.544
G,65,30,0.5,0.5768,0.0955,-0.2718,0.1868,0.583
G,65,30,0.75,0.6435,0.1046,-0.2718,0.1894,0.622
G,65,30,1.0,0.6852,0.1102,-0.2718,0.1906,0.646
G,65,35,0.25,0.5394,0.0902,-0.2718,0.1857,0.56
G,65,35,0.5,0.6174,0.1011,-0.2718,0.1904,0.603
G,65,35,0.75,0.618,0.1011,-0.2718,0.1919,0.6
G,65,35,1.0,0.5926,0.0977,-0.2718,0.1929,0.581
G,65,40,0.25,0.6233,0.1019,-0.2718,0.1904,0.607
G,65,40,0.5,0.6285,0.1026,-0.2718,0.1948,0.6
G,65,40,0.75,0.6042,0.0993,-0.2718,0.1966,0.581
G,65,40,1.0,0.5827,0.0963,-0.2718,0.198,0.565
G,70,10,0.25,0.2708,0.0492,-0.2367,0.1544,0.389
G,70,10,0.5,0.3061,0.0549,-0.2366,0.1574,0.419
G,70,10,0.75,0.3275,0.0584,-0.2376,0.1589,0.437
G,70,10,1.0,0.3354,0.0596,-0.2391,0.1596,0.444
G,70,15,0.25,0.2174,0.0402,-0.2442,0.1621,0.325
G,70,15,0.5,0.2198,0.0406,-0.2491,0.1647,0.324
G,70,15,0.75,0.2302,0.0424,-0.2511,0.1655,0.334
G,70,15,1.0,0.2383,0.0437,-0.2516,0.1658,0.342
G,70,20,0.25,0.2205,0.0407,-0.2939,0.1744,0.317
G,70,20,0.5,0.2373,0.0436,-0.294,0.1794,0.328
G,70,20,0.75,0.2473,0.0452,-0.294,0.182,0.335
G,70,20,1.0,0.2584,0.0471,-0.294,0.1832,0.343
G,70,25,0.25,0.2552,0.0466,-0.331,0.1865,0.338
G,70,25,0.5,0.2994,0.0538,-0.3495,0.1935,0.369
G,70,25,0.75,0.3394,0.0603,-0.3497,0.1964,0.397
G,70,25,1.0,0.3624,0.0639,-0.3497,0.1979,0.413
G,70,30,0.25,0.3351,0.0596,-0.339,0.1954,0.395
G,70,30,0.5,0.3903,0.0682,-0.3492,0.2009,0.43
G,70,30,0.75,0.4569,0.0783,-0.3497,0.2029,0.474
G,70,30,1.0,0.5021,0.0849,-0.3497,0.2038,0.503
G,70,35,0.25,0.3686,0.0648,-0.3485,0.2005,0.415
G,70,35,0.5,0.4379,0.0754,-0.3497,0.2034,0.461
G,70,35,0.75,0.4572,0.0783,-0.3497,0.2043,0.473
G,70,35,1.0,0.4575,0.0784,-0.3497,0.2049,0.472
G,70,40,0.25,0.5249,0.0882,-0.3493,0.2043,0.517
G,70,40,0.5,0.5623,0.0935,-0.3497,0.2068,0.537
G,70,40,0.75,0.563,0.0935,-0.3497,0.2076,0.536
G,70,40,1.0,0.5587,0.093,-0.3497,0.208,0.533
G,75,10,0.25,0.4294,0.0742,-0.2447,0.182,0.485
G,75,10,0.5,0.4513,0.0774,-0.2471,0.183,0.5
G,75,10,0.75,0.4663,0.0797,-0.2505,0.1836,0.511
G,75,10,1.0,0.4742,0.0808,-0.2527,0.1839,0.516
G,75,15,0.25,0.4171,0.0723,-0.2519,0.1834,0.474
G,75,15,0.5,0.4281,0.074,-0.2592,0.1844,0.481
G,75,15,0.75,0.4412,0.0759,-0.2636,0.1849,0.49
G,75,15,1.0,0.4537,0.0778,-0.2647,0.1852,0.499
G,75,20,0.25,0.42,0.0727,-0.2939,0.1917,0.463
G,75,20,0.5,0.4504,0.0773,-0.294,0.1946,0.481
G,75,20,0.75,0.4682,0.0799,-0.294,0.196,0.492
G,75,20,1.0,0.4835,0.0822,-0.294,0.1965,0.502
G,75,25,0.25,0.4665,0.0797,-0.331,0.2014,0.483
G,75,25,0.5,0.5226,0.0878,-0.3495,0.2057,0.514
G,75,25,0.75,0.5565,0.0926,-0.3497,0.2069,0.533
G,75,25,1.0,0.5776,0.0956,-0.3497,0.2074,0.545
G,75,30,0.25,0.5518,0.092,-0.339,0.2058,0.532
G,75,30,0.5,0.6216,0.1016,-0.3492,0.2095,0.569
G,75,30,0.75,0.6932,0.1112,-0.3497,0.2106,0.608
G,75,30,1.0,0.7346,0.1166,-0.3497,0.2111,0.63
G,75,35,0.25,0.5947,0.098,-0.3485,0.209,0.553
G,75,35,0.5,0.6483,0.1053,-0.3502,0.2108,0.582
G,75,35,0.75,0.6506,0.1056,-0.3554,0.2114,0.582
G,75,35,1.0,0.6381,0.1039,-0.3608,0.2118,0.574
G,75,40,0.25,0.8218,0.1276,-0.3493,0.2127,0.673
G,75,40,0.5,0.8477,0.1308,-0.353,0.2144,0.683
G,75,40,0.75,0.8389,0.1297,-0.3575,0.2149,0.677
G,75,40,1.0,0.835,0.1293,-0.3608,0.2151,0.675
G,80,10,0.25,0.5106,0.0861,-0.3565,0.2118,0.497
G,80,10,0.5,0.5253,0.0882,-0.3605,0.2128,0.505
G,80,10,0.75,0.5398,0.0903,-0.364,0.2131,0.514
G,80,10,1.0,0.5548,0.0924,-0.364,0.2133,0.523
G,80,15,0.25,0.5106,0.0861,-0.3565,0.2118,0.497
G,80,15,0.5,0.5253,0.0882,-0.3605,0.2128,0.505
G,80,15,0.75,0.5398,0.0903,-0.364,0.2131,0.514
G,80,15,1.0,0.5548,0.0924,-0.364,0.2133,0.523
G,80,20,0.25,0.5301,0.0889,-0.3626,0.2129,0.508
G,80,20,0.5,0.554,0.0923,-0.364,0.2132,0.522
G,80,20,0.75,0.5627,0.0935,-0.364,0.2133,0.527
G,80,20,1.0,0.5666,0.0941,-0.364,0.2133,0.53
G,80,25,0.25,0.7111,0.1136,-0.364,0.2158,0.608
G,80,25,0.5,0.7996,0.1249,-0.364,0.2175,0.652
G,80,25,0.75,0.8248,0.128,-0.364,0.2181,0.664
G,80,25,1.0,0.8443,0.1304,-0.364,0.2183,0.673
G,80,30,0.25,0.8,0.1249,-0.364,0.2175,0.652
G,80,30,0.5,0.8849,0.1353,-0.364,0.2187,0.692
G,80,30,0.75,0.9313,0.1409,-0.364,0.2191,0.714
G,80,30,1.0,0.9626,0.1446,-0.364,0.2195,0.728
G,80,35,0.25,0.8513,0.1313,-0.364,0.2184,0.676
G,80,35,0.5,0.908,0.1381,-0.364,0.2193,0.702
G,80,35,0.75,0.926,0.1403,-0.364,0.2196,0.71
G,80,35,1.0,0.9316,0.1409,-0.364,0.2198,0.712
G,80,40,0.25,0.8749,0.1341,-0.364,0.2189,0.687
G,80,40,0.5,0.9144,0.1389,-0.364,0.2196,0.704
G,80,40,0.75,0.9248,0.1401,-0.364,0.2198,0.709
G,80,40,1.0,0.9303,0.1408,-0.364,0.2198,0.711
G,85,10,0.25,0.7701,0.1211,-0.3565,0.2264,0.62
G,85,10,0.5,0.7872,0.1233,-0.3605,0.2273,0.627
G,85,10,0.75,0.8043,0.1254,-0.364,0.2276,0.635
G,85,10,1.0,0.8219,0.1276,-0.364,0.2278,0.643
G,85,15,0.25,0.7701,0.1211,-0.3565,0.2264,0.62
G,85,15,0.5,0.7872,0.1233,-0.3605,0.2273,0.627
G,85,15,0.75,0.8043,0.1254,-0.364,0.2276,0.635
G,85,15,1.0,0.8219,0.1276,-0.364,0.2278,0.643
G,85,20,0.25,0.7929,0.124,-0.3626,0.2274,0.63
G,85,20,0.5,0.8209,0.1275,-0.364,0.2277,0.643
G,85,20,0.75,0.8311,0.1288,-0.364,0.2278,0.648
G,85,20,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,85,25,0.25,0.8073,0.1258,-0.364,0.2277,0.636
G,85,25,0.5,0.8256,0.1281,-0.364,0.2278,0.645
G,85,25,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,85,25,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,85,30,0.25,0.8134,0.1266,-0.364,0.2277,0.639
G,85,30,0.5,0.8264,0.1282,-0.364,0.2278,0.646
G,85,30,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,85,30,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,85,35,0.25,0.8141,0.1267,-0.364,0.2277,0.64
G,85,35,0.5,0.8265,0.1282,-0.364,0.2278,0.646
G,85,35,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,85,35,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,85,40,0.25,0.8141,0.1267,-0.364,0.2277,0.64
G,85,40,0.5,0.8265,0.1282,-0.364,0.2278,0.646
G,85,40,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,85,40,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,90,10,0.25,0.7701,0.1211,-0.3565,0.2264,0.62
G,90,10,0.5,0.7872,0.1233,-0.3605,0.2273,0.627
G,90,10,0.75,0.8043,0.1254,-0.364,0.2276,0.635
G,90,10,1.0,0.8219,0.1276,-0.364,0.2278,0.643
G,90,15,0.25,0.7701,0.1211,-0.3565,0.2264,0.62
G,90,15,0.5,0.7872,0.1233,-0.3605,0.2273,0.627
G,90,15,0.75,0.8043,0.1254,-0.364,0.2276,0.635
G,90,15,1.0,0.8219,0.1276,-0.364,0.2278,0.643
G,90,20,0.25,0.7929,0.124,-0.3626,0.2274,0.63
G,90,20,0.5,0.8209,0.1275,-0.364,0.2277,0.643
G,90,20,0.75,0.8311,0.1288,-0.364,0.2278,0.648
G,90,20,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,90,25,0.25,0.8073,0.1258,-0.364,0.2277,0.636
G,90,25,0.5,0.8256,0.1281,-0.364,0.2278,0.645
G,90,25,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,90,25,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,90,30,0.25,0.8134,0.1266,-0.364,0.2277,0.639
G,90,30,0.5,0.8264,0.1282,-0.364,0.2278,0.646
G,90,30,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,90,30,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,90,35,0.25,0.8141,0.1267,-0.364,0.2277,0.64
G,90,35,0.5,0.8265,0.1282,-0.364,0.2278,0.646
G,90,35,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,90,35,1.0,0.8357,0.1293,-0.364,0.2278,0.65
G,90,40,0.25,0.8141,0.1267,-0.364,0.2277,0.64
G,90,40,0.5,0.8265,0.1282,-0.364,0.2278,0.646
G,90,40,0.75,0.8318,0.1289,-0.364,0.2278,0.648
G,90,40,1.0,0.8357,0.1293,-0.364,0.2278,0.65
