date,fg,fg_rating,close,fwd_ret_1w,fwd_ret_1m,fwd_ret_3m,fwd_ret_6m,fwd_ret_12m,fg_chg_5d
2019-10-01,48.0,neutral,7908.68017578125,-0.010735089640492745,0.04998309252399391,0.13452553522796262,-0.06930361140847452,0.4120573240302805,-6.0
2019-10-02,34.0,fear,7785.25,0.015219836790726138,0.06513732398606331,0.16787391923027517,-0.038269797553867946,0.4548678289875083,-25.0
2019-10-03,29.0,fear,7872.259765625,0.009974266839378965,0.06531042423740208,0.14589327585963074,-0.0634099613531196,0.4068412197994491,-28.0
2019-10-04,32.0,fear,7982.47021484375,0.009341697771710233,0.05646497491849045,0.13642387411527168,-0.008672751492390662,0.41967209765490154,-20.0
2019-10-07,30.0,fear,7956.2900390625,0.011608408294292438,0.06012722589156261,0.13980008692513213,-0.008676188663131468,0.40198504008903146,-24.0
2019-10-08,29.0,fear,7823.77978515625,0.041531099379577,0.07500851426949118,0.16685802579662945,0.03414208023777676,0.45257150909802046,-19.0
2019-10-09,30.0,fear,7903.740234375,0.0278905853266167,0.0671554581926328,0.16443979870092162,0.031610330848601986,0.4450095942017167,-4.0
2019-10-10,36.0,fear,7950.77978515625,0.025918251802763193,0.06597211837454275,0.15446039251382881,0.03039200471504455,0.456453422506649,7.0
2019-10-11,42.0,fear,8057.0400390625,0.004033739418251914,0.05054464572604833,0.15103433054046178,0.056931601815134236,0.47402268178462426,10.0
2019-10-14,42.0,fear,8048.64990234375,0.014206150524444405,0.05434948056056821,0.14942632495805697,0.042805910225505395,0.4740236604365482,12.0
2019-10-15,42.0,fear,8148.7099609375,-0.005449961584458096,0.04091318135455446,0.13621668211237914,0.047081119890646006,0.4442446135849485,13.0
2019-10-16,47.0,neutral,8124.18017578125,-0.0005403790442557455,0.04367694312424919,0.15176296935249667,0.06474000591766438,0.44185257635070263,17.0
2019-10-17,50.0,neutral,8156.85009765625,0.003549128240025956,0.04707454174977199,0.15104977010491738,0.04951425688327893,0.43089053134201283,14.0
2019-10-18,50.0,neutral,8089.5400390625,0.018985019838383632,0.056913049246537284,0.1583859558223395,0.021470989555498754,0.418978066414613,8.0
2019-10-21,56.0,greed,8162.990234375,0.01996817285332453,0.04994124826442525,0.1495505031641715,0.040719104016293084,0.4108175930283666,14.0
2019-10-22,59.0,greed,8104.2998046875,0.02129114283108069,0.05212426418605198,0.16018418559881464,0.048178152921571904,0.41711075681637455,17.0
2019-10-23,55.0,neutral,8119.7900390625,0.022684137003715632,0.047589890873534824,0.14718608627046303,0.06339197069274594,0.41703291714097923,8.0
2019-10-24,57.0,greed,8185.7998046875,0.013017731854861658,0.040812148610535726,0.11648339665954022,0.06650056983445629,0.4107699368392219,7.0
2019-10-25,62.0,greed,8243.1201171875,0.01738180099289721,0.04723576893846726,0.12453531620533465,0.04423208037479176,0.3779904051141132,12.0
2019-10-28,67.0,greed,8325.990234375,0.012876541758945148,0.03866680647736387,0.11400084496330787,0.07070867368206724,0.372971777240273,11.0
2019-10-29,71.0,greed,8276.849609375,0.019068858995121785,0.05175037584829867,0.12348660738831274,0.0740257736009251,0.3295964813378429,12.0
2019-10-30,75.0,greed,8303.98046875,0.01284316773911609,0.04353204576683156,0.10199445484305114,0.03624403112400443,0.3470154326403141,20.0
2019-10-31,72.0,greed,8292.3603515625,0.017143391466425184,0.03323901411985353,0.11830648904176555,0.05045000357421414,0.3158605488838855,15.0
2019-11-01,80.0,extreme greed,8386.400390625,0.010601590139541761,0.01600677901839309,0.12896705207952697,0.05040538334361555,0.30659279800327766,18.0
2019-11-04,86.0,extreme greed,8433.2001953125,0.0036854429404242772,0.015826699647980336,0.1275292258311731,0.049944201888995066,0.3234086768986557,19.0
2019-11-05,89.0,extreme greed,8434.6796875,0.006095092896792442,0.016126339452354088,0.13485641959951433,0.06461187489521958,0.37418143935148684,18.0
2019-11-06,88.0,extreme greed,8410.6298828125,0.008497547455815546,0.0292368578871256,0.13196156509996815,0.08449907314787786,0.41379775987998824,13.0
2019-11-07,91.0,extreme greed,8434.51953125,0.005275937750233162,0.022207613152238403,0.14154571730662258,0.08984747853061048,0.4103032691640611,19.0
2019-11-08,91.0,extreme greed,8475.3095703125,0.007730750985427859,0.01662123560429496,0.13729656123134326,0.0622089647582702,0.3821064795637419,11.0
2019-11-11,89.0,extreme greed,8464.2802734375,0.010120193741553818,0.02242004342005699,0.14905929940190998,0.04712623348370104,0.3650139147472091,3.0
2019-11-12,88.0,extreme greed,8486.08984375,0.009965757381450002,0.02724817589814954,0.1444575658971321,0.05392706078283438,0.38891172548458197,-1.0
2019-11-13,87.0,extreme greed,8482.099609375,0.005261770249157527,0.029801615764817324,0.14726071794116047,0.06277454704127594,0.38050605192230424,-1.0
2019-11-14,83.0,extreme greed,8479.01953125,0.003206789368427332,0.03953416267819154,0.1478615184815093,0.08913890858364093,0.39512475416112114,-8.0
2019-11-15,87.0,extreme greed,8540.830078125,-0.0024529460393033498,0.03307995485838355,0.14944093228643207,0.07543406499798189,0.3961324337025387,-4.0
2019-11-18,83.0,extreme greed,8549.9404296875,0.009655015185938254,0.032491431603770105,0.14047224150296178,0.09659012838060033,0.3917453509304649,-6.0
2019-11-19,80.0,extreme greed,8570.66015625,0.009015586879110193,0.03693526105823408,0.1173689854878266,0.0833331054483204,0.37697673157287603,-8.0
2019-11-20,74.0,greed,8526.73046875,0.020928211511318073,0.04670365665327281,0.08145558338368808,0.09357154866382977,0.396163512446841,-13.0
2019-11-21,70.0,greed,8506.2099609375,0.01872276446929444,0.05166113130354333,0.05400764767560107,0.098047164301724,0.3936841179565618,-13.0
2019-11-22,69.0,greed,8519.8798828125,0.005646834488776564,0.050822312750383736,0.054097052653851785,0.10475270555755567,0.39445978654931246,-18.0
2019-11-25,70.0,greed,8632.490234375,-0.012956931650163428,0.04516650508446585,-0.007646665542944464,0.08531721206787135,0.39435895231383067,-13.0
2019-11-26,69.0,greed,8647.9296875,-0.009396441525473476,0.041477028913170066,-0.009315474711703908,0.09735745549648356,0.3985313049095023,-11.0
2019-11-27,78.0,extreme greed,8705.1796875,-0.015448215546957966,0.0276629036412408,0.028372789906871088,0.09728347347080546,0.4021364345760381,4.0
2019-11-29,79.0,extreme greed,8665.4697265625,-0.0010316178357414607,0.035442958374321654,0.0021487718236927744,0.10881235362921782,0.4077413711321234,9.0
2019-12-02,74.0,greed,8567.990234375,0.006283835797803894,0.061181231650964785,0.05253269402306149,0.1301261896170134,0.4420079871232201,5.0
2019-12-03,63.0,greed,8520.6396484375,0.01121277779656138,0.05869628378242853,0.025579088461095356,0.1285314210038011,0.44934777513471147,-7.0
2019-12-04,67.0,greed,8566.669921875,0.010199982444680789,0.05892602484875642,0.0010447694838393584,0.14561202516566407,0.4448064184070941,-2.0
2019-12-05,67.0,greed,8570.7001953125,0.017107134055125428,0.058090922732870975,-0.07234181635128856,0.15798590241530786,0.45428380233938825,-11.0
2019-12-06,70.0,greed,8656.5302734375,0.009050925359253448,0.05460732487564979,-0.0360745314315748,0.1498544665803352,0.446301208433346,-9.0
2019-12-09,68.0,greed,8621.830078125,0.022315493216823024,0.06745663091303711,-0.07768423494413823,0.1622068074385128,0.45940820188216813,-6.0
2019-12-10,65.0,greed,8616.1796875,0.0240455366040091,0.06530512181388404,-0.16415394456831311,0.10173311293886589,0.4320674176762287,2.0
2019-12-11,61.0,greed,8654.0498046875,0.02007042178026519,0.0716288785947059,-0.09003529439511193,0.10801414213247118,0.43352648185510145,-6.0
2019-12-12,74.0,greed,8717.3203125,0.0194898670660153,0.06125847697247844,-0.20794583699656843,0.11571207465023381,0.419916863607563,7.0
2019-12-13,75.0,greed,8734.8798828125,0.021761040870065917,0.05996880547043504,-0.16028842026908774,0.13291427586307902,0.42417986348508263,5.0
2019-12-16,82.0,extreme greed,8814.23046875,0.014909971135987021,0.06159351244414335,-0.20698240549395663,0.12437839112266524,0.4289460225673771,14.0
2019-12-17,85.0,extreme greed,8823.3603515625,0.014679161463360568,0.06410030369266773,-0.1895853968087422,0.12690056945557227,0.4346224029539836,20.0
2019-12-18,87.0,extreme greed,8827.740234375,0.02204974420345307,0.06151849981072188,-0.22069297046796066,0.1266892605717551,0.4459816058354755,26.0
2019-12-19,90.0,extreme greed,8887.2197265625,0.013435066792388595,0.05587234477880543,-0.22802967261296148,0.1315665391610341,0.4352789782290296,16.0
2019-12-20,91.0,extreme greed,8924.9599609375,0.002356343729220667,0.053503938382076566,-0.16886351359025487,0.135172612709769,0.4277396858945117,16.0
2019-12-23,92.0,extreme greed,8945.650390625,0.003012549962632338,0.041278135127210236,-0.174537402844827,0.10770815862195593,0.4317483204237045,10.0
2019-12-24,91.0,extreme greed,8952.8798828125,0.015560417284548267,0.020823432229656325,-0.12904672673739215,0.11885785703775276,0.4264806988062173,6.0
2019-12-26,93.0,extreme greed,9022.3896484375,-0.00017956630677995467,0.027408485855554332,-0.1684708624713671,0.08144517215040237,0.4192171883163489,6.0
2019-12-27,91.0,extreme greed,9006.6201171875,0.007200215900218465,0.029815850515338083,-0.1368404794259951,0.09632140160791014,0.43221538757461286,1.0
2019-12-30,90.0,extreme greed,8945.990234375,0.013703328590606745,0.03945225110673922,-0.13926799650768817,0.12438861073189433,0.43642228416318685,-1.0
2019-12-31,93.0,extreme greed,8972.599609375,0.017457663533356982,0.019876159427214546,-0.1796602547120998,0.13173777109172002,0.43436691263397176,1.0
2020-01-02,97.0,extreme greed,9092.1904296875,0.012234593926814918,0.019930286583727863,-0.17651196194192664,0.12268104828545012,0.41751103577363935,6.0
2020-01-03,93.0,extreme greed,9020.76953125,0.017525203339342266,0.04957450622846493,-0.18265508806283415,0.1566253138915099,0.40769034740574805,0.0
2020-01-06,93.0,extreme greed,9071.4697265625,0.02231831963729869,0.04819615499099217,-0.1276782624094579,0.14026612668388028,0.41310728551536013,2.0
2020-01-07,89.0,extreme greed,9068.580078125,0.02015199716224858,0.05552912453347569,-0.13026519061672637,0.1570168548557831,0.4049377002024288,-1.0
2020-01-08,92.0,extreme greed,9129.240234375,0.01418080339807859,0.04285893691095177,-0.11373786923927254,0.15538092209292298,0.43138751235245776,-1.0
2020-01-09,93.0,extreme greed,9203.4296875,0.016700317222095418,0.046174086766227695,-0.11407156299579213,0.15363954419166093,0.4344631204909175,-4.0
2020-01-10,91.0,extreme greed,9178.8603515625,0.022887381448094324,0.05012387818349162,-0.10746872617139014,0.13204030192933347,0.4202666984993222,-2.0
2020-01-13,90.0,extreme greed,9273.9296875,0.010446475882071926,0.04874204233473711,-0.08175492791873729,0.13097472501459495,0.40958904455787093,-3.0
2020-01-14,91.0,extreme greed,9251.330078125,0.014315720226884654,0.049791721249541565,-0.09275967708190613,0.14042955394294032,0.41914190548191876,2.0
2020-01-15,87.0,extreme greed,9258.7001953125,0.015529207167793713,0.051030866344144776,-0.07844943981637209,0.13124195158924112,0.41625059369307316,-5.0
2020-01-16,89.0,extreme greed,9357.1298828125,-0.004512038102629123,0.040141619948274254,-0.07555631301790777,0.12247992292808974,0.3891545979153388,-4.0
2020-01-17,89.0,extreme greed,9388.9404296875,-0.02658775622706855,0.04561103151303669,-0.08821122757566224,0.1467843389127106,0.4056090552849798,-2.0
2020-01-21,82.0,extreme greed,9370.8095703125,-0.010792011304219362,0.040568549963322154,-0.11819460135775273,0.13974788105808544,0.43608189869034164,-8.0
2020-01-22,74.0,greed,9383.76953125,-0.011574173325368586,0.020548278797541508,-0.09467300379436738,0.14091995196160267,0.4419482608976186,-17.0
2020-01-23,68.0,greed,9402.48046875,-0.01101313441640861,-0.019271531157627586,-0.0965415957807012,0.11262341428354805,0.4403709335344106,-19.0
2020-01-24,62.0,greed,9314.91015625,-0.01760293162382054,-0.037498998791000826,-0.07304317632559021,0.11253673021705368,0.46388854059163376,-27.0
2020-01-27,48.0,neutral,9139.3095703125,0.014671876390758287,-0.017345872317308886,-0.04476808788615194,0.15285180463470538,0.49092876934319496,-41.0
2020-01-28,52.0,neutral,9269.6796875,0.021391250371886272,-0.07586014214690195,-0.07141015019565633,0.12216281408051621,0.43161361090719996,-30.0
2020-01-29,53.0,neutral,9275.16015625,0.025176873209315387,-0.07631027681883862,-0.03886188370231136,0.13668553988075516,0.43794392027428763,-21.0
2020-01-30,56.0,greed,9298.9296875,0.02938195171991409,-0.03729028794476519,-0.04402440889114423,0.13860518641678343,0.405612352060007,-12.0
2020-01-31,44.0,fear,9150.9404296875,0.040385940524598096,-0.05101667850693714,-0.05966493155213837,0.1742257108777776,0.46470078692176764,-18.0
2020-02-03,46.0,neutral,9273.400390625,0.03828037643790072,-0.02753149180672798,-0.06067789656277056,0.17570678989658983,0.4679383721206971,-2.0
2020-02-04,55.0,neutral,9467.9697265625,0.018057799936277652,-0.07703656685405491,-0.0695872112398701,0.15559832127255535,0.437535230058665,3.0
2020-02-05,60.0,greed,9508.6796875,0.022850730130612673,-0.09812714288179136,-0.06880976755612267,0.15666956423859446,0.4489645973128169,7.0
2020-02-06,64.0,greed,9572.150390625,0.014606888758709857,-0.16939456116692697,-0.06189729686605083,0.16045714486258866,0.44756394741336414,8.0
2020-02-07,57.0,greed,9520.509765625,0.02212800859000752,-0.12355008235714793,-0.04192942005756073,0.156553665698294,0.46921120746513334,13.0
2020-02-10,55.0,neutral,9628.3896484375,0.010837802555532683,-0.17410386419311952,-0.045287926705195436,0.13916872416380155,0.45483312441407864,9.0
2020-02-11,56.0,greed,9638.9404296875,0.018491582048119293,-0.2528432085225589,-0.06602288183459937,0.11867278267322856,0.44959193132916764,1.0
2020-02-12,59.0,greed,9725.9599609375,0.0025714444358651,-0.1903236375185089,-0.08871001346167728,0.1322522690411645,0.4420961619811188,-1.0
2020-02-13,58.0,greed,9711.9697265625,-0.013939487727420818,-0.2890639038066851,-0.07910341790901754,0.13699901368086675,0.4513502536988978,-6.0
2020-02-14,55.0,neutral,9731.1796875,-0.05239852005995549,-0.24625995812429602,-0.07364164882373103,0.13237039686381813,0.4435557096992513,-2.0
2020-02-18,51.0,neutral,9732.740234375,-0.0788195168410104,-0.2818220074278124,-0.05115827035960896,0.1435351402312146,0.43489807578038286,-4.0
2020-02-19,53.0,neutral,9817.1796875,-0.08519752522483304,-0.27162583290293885,-0.06438509818963722,0.14196135760095308,0.4123567860550581,-3.0
2020-02-20,50.0,neutral,9750.9697265625,-0.12147399602583597,-0.29447837369540475,-0.03847714264797186,0.14311296963352893,0.4228800160400714,-9.0
2020-02-21,44.0,fear,9576.58984375,-0.10538403993788559,-0.2835998999839697,-0.030460734530452838,0.17630078964532236,0.41313870861031154,-14.0
2020-02-24,29.0,fear,9221.2802734375,-0.02918362131749641,-0.19557158623094018,0.011203386867015608,0.22670599626733812,0.4602310954694533,-26.0
2020-02-25,22.0,extreme fear,8965.6103515625,-0.03140003823202486,-0.17637511389276628,0.04178291943444923,0.2692632492755249,0.5166808720605047,-29.0
2020-02-26,21.0,extreme fear,8980.7802734375,0.004154379594705215,-0.13175249792879085,0.04805596674060575,0.2767787850769421,0.46083405762675267,-32.0
2020-02-27,13.0,extreme fear,8566.48046875,0.020091025203156088,-0.12421677605164383,0.09368021891283207,0.36170970246951795,0.5399964614989656,-37.0
2020-02-28,10.0,extreme fear,8567.3701171875,0.0009629559464752191,-0.0925861966967465,0.10767598310586801,0.3569321372526826,0.5861145126511642,-34.0
2020-03-02,14.0,extreme fear,8952.169921875,-0.11187117255745649,-0.13986216025226073,0.06700943883411647,0.30645753877322424,0.4922404462430656,-15.0
2020-03-03,10.0,extreme fear,8684.08984375,-0.039133616747941025,-0.15240627278603514,0.10643487753960978,0.3559808998766152,0.49673140580812514,-12.0
2020-03-04,15.0,extreme fear,9018.08984375,-0.11821129058736546,-0.16974545737278934,0.07372074619114088,0.3239688369427596,0.4108830081550494,-6.0
2020-03-05,9.0,extreme fear,8738.58984375,-0.17586247512939868,-0.1562620274026979,0.10038458632886904,0.3796780310395833,0.47851662815662754,-4.0
2020-03-06,7.0,extreme fear,8575.6201171875,-0.08171306853606497,-0.07723988163665729,0.14441637386144746,0.3361249044148251,0.4703496638077944,-3.0
2020-03-09,3.0,extreme fear,7950.68017578125,-0.13157243266026097,-0.00797672762003887,0.2482894268885334,0.4229134656018092,0.6443650132380454,-11.0
2020-03-10,6.0,extreme fear,8344.25,-0.12097794467372747,-0.03036223718803366,0.19288731761392586,0.30001982559097584,0.5662078770560566,-4.0
2020-03-11,4.0,extreme fear,7952.0498046875,-0.12100150081684669,0.025343185516607747,0.26009643494288714,0.40109278034763785,0.6849328476258885,-11.0
2020-03-12,2.0,extreme fear,7201.7998046875,-0.007112073086114168,0.13755174318268693,0.31810529675809396,0.516230683980228,0.8495182749863281,-7.0
2020-03-13,5.0,extreme fear,7874.8798828125,-0.12639683120166645,0.08138033355419494,0.2176451848161871,0.3782495690348451,0.7091955891688329,-2.0
2020-03-16,3.0,extreme fear,6904.58984375,-0.006360974781833839,0.21559424635446867,0.40863103404381707,0.6013478918857758,0.9511036306804521,0.0
2020-03-17,4.0,extreme fear,7334.77978515625,0.011326867412315922,0.16327423610315495,0.3491707191011042,0.5256518450828469,0.8439817678894879,-2.0
2020-03-18,5.0,extreme fear,6989.83984375,0.05643333320293564,0.23753045016790564,0.41784797577287125,0.5809331792406278,0.8764621529351475,1.0
2020-03-19,7.0,extreme fear,7150.580078125,0.09047657027388234,0.19720783142320464,0.39052352341388397,0.5257895379445012,0.8481354085947463,5.0
2020-03-20,8.0,extreme fear,6879.52001953125,0.09053827323896502,0.20113473691338024,0.44575785650016897,0.5689001911172462,0.9445455498469508,3.0
2020-03-23,5.0,extreme fear,6860.669921875,0.133147344336761,0.23827264386022806,0.46581610590028144,0.5711001880909157,0.9280478941475456,2.0
2020-03-24,13.0,extreme fear,7417.85986328125,0.03804874176338946,0.1451753142505976,0.3658076997839028,0.4780057658824244,0.7473893936173497,9.0
2020-03-25,17.0,extreme fear,7384.2998046875,-0.0032121835773031293,0.16930782330490834,0.3419241070879504,0.4399456300007287,0.7574692294131751,12.0
2020-03-26,22.0,extreme fear,7797.5400390625,-0.03978562199291369,0.11960440248019921,0.28463591720195214,0.3686713345216923,0.6849840338017261,15.0
2020-03-27,23.0,extreme fear,7502.3798828125,-0.01723450514465652,0.14733332665142584,0.3005499426809488,0.4546796804191171,0.7407343529143162,15.0
2020-03-30,25.0,fear,7774.14990234375,0.017891387968904215,0.14671186855425744,0.27012606068325784,0.4300637900081896,0.6780470935483991,20.0
2020-03-31,25.0,fear,7700.10009765625,0.02430613441320295,0.15447197983741723,0.3063167236373563,0.4396241424672023,0.7203503784606087,12.0
2020-04-01,22.0,extreme fear,7360.580078125,0.09922041693278993,0.16905870243646404,0.37959641428141944,0.5172051179517578,0.8313923914263508,5.0
2020-04-02,21.0,extreme fear,7487.31005859375,0.0889865671806287,0.16339645250026225,0.3633240513522522,0.512760881676686,0.830509186409218,-1.0
2020-04-03,22.0,extreme fear,7373.080078125,0.11112585718157031,0.19476799707127146,0.4151006472288734,0.5020885998659079,0.8578911035367522,-1.0
2020-04-06,27.0,fear,7913.240234375,0.07613821672982302,0.1189335071585671,0.3071623433727937,0.4320922780970087,0.7298653191755609,2.0
2020-04-07,25.0,fear,7887.259765625,0.06414394059644746,0.13850189078163777,0.3303099316862117,0.41425538664138206,0.7533731588992039,0.0
2020-04-08,31.0,fear,8090.89990234375,0.054562589396374594,0.12735547622555066,0.30365597489897955,0.4046150300392337,0.7180030154199448,9.0
2020-04-09,43.0,fear,8153.580078125,0.06090080253761232,0.1273992228777956,0.30218141331226,0.40073199248892055,0.6986403355696178,22.0
2020-04-13,37.0,fear,8192.419921875,0.044957479033948866,0.09888773897555359,0.26834805134986883,0.4134944912634797,0.7084206794628896,15.0
2020-04-14,45.0,neutral,8515.740234375,-0.02965212168000475,0.04079853047860138,0.23166980079856714,0.3946244764119018,0.6273206394684108,18.0
2020-04-15,41.0,fear,8393.1796875,0.012176576591670818,0.06559373915018418,0.25703137871430215,0.4135167877191954,0.6726390102827164,16.0
2020-04-16,42.0,fear,8532.3603515625,-0.004407965675712777,0.056514164765872454,0.22754192820829067,0.37930537200000414,0.6469463624068159,11.0
2020-04-17,44.0,fear,8650.1396484375,-0.0018057647416502842,0.06759317808159482,0.214222065372635,0.35418277545419863,0.6086179063899235,1.0
2020-04-20,41.0,fear,8560.73046875,0.019791498881840175,0.07293409632556358,0.25773026998736515,0.3633836052797408,0.6104080815971549,4.0
2020-04-21,40.0,fear,8263.23046875,0.0416907166395557,0.13463860277102957,0.2925163338906782,0.3891516067745524,0.6882283241789799,-5.0
2020-04-22,40.0,fear,8495.3798828125,0.04935977954009707,0.09293286596839345,0.2602296813674805,0.3556180410101124,0.6265794286853297,-1.0
2020-04-23,40.0,fear,8494.75,0.04647574145060185,0.0976885539597987,0.23151592711674862,0.3519750939918773,0.6500555720077106,-2.0
2020-04-24,39.0,fear,8634.51953125,-0.003424549082375994,0.08173010585689622,0.20020339869446624,0.33255935364817013,0.6374715723632929,-5.0
2020-04-27,42.0,fear,8730.16015625,-0.0022279310991305534,0.07814291869824475,0.20688158552360458,0.32280279705636117,0.6139703595787054,1.0
2020-04-28,41.0,fear,8607.73046875,0.02339637017778795,0.08843908024173408,0.20845905683435895,0.3196208304762389,0.6323734025419556,1.0
2020-04-29,47.0,neutral,8914.7099609375,-0.006766379698757596,0.0645181008434641,0.18264536657777808,0.2823019099291977,0.5796980346409983,7.0
2020-04-30,47.0,neutral,8889.5498046875,0.010136660859359159,0.07452570878793674,0.1910400192290389,0.23795584241899204,0.5706846796828131,7.0
2020-05-01,42.0,fear,8604.9501953125,0.060008495745714985,0.11661074901358681,0.24873117070490736,0.29990175304481004,0.6147821662880502,3.0
2020-05-04,44.0,fear,8710.7099609375,0.05529169091524477,0.11160975393191319,0.2516545555506102,0.25266366262706197,0.565142228490946,2.0
2020-05-05,44.0,fear,8809.1201171875,0.02195788965603951,0.09157435049058593,0.24202755511616325,0.24389385157583154,0.5418588623141034,3.0
2020-05-06,40.0,fear,8854.3896484375,0.0009916294387439795,0.10838583660668832,0.24214099755208363,0.26045619807001175,0.5396701958057306,-7.0
2020-05-07,40.0,fear,8979.66015625,-0.004002426490771427,0.1052478409321762,0.23702569130843876,0.2907816188756447,0.5314878286126676,-7.0
2020-05-08,45.0,neutral,9121.3203125,-0.011704527253712738,0.09126197293600424,0.2071695863657348,0.3036412800024668,0.4692895208598673,3.0
2020-05-11,44.0,fear,9192.33984375,0.004622352425741605,0.0900760611225635,0.1932065761276267,0.29403728223100156,0.45658558267987237,0.0
2020-05-12,39.0,fear,9002.5498046875,0.020277566761413457,0.05444909216800675,0.19775180881371401,0.30116250701976677,0.4475543007509484,-5.0
2020-05-13,39.0,fear,8863.169921875,0.05783600631387387,0.08187134567357934,0.24247197463696657,0.30358104982808287,0.48084605734360264,-1.0
2020-05-14,38.0,fear,8943.7197265625,0.03814521996220077,0.08746917709911006,0.2346652553527817,0.3178442580769567,0.5016101666137278,-2.0
2020-05-15,39.0,fear,9014.5595703125,0.03439217091187885,0.09776523633804635,0.22238914932429732,0.29896416485093713,0.4841601190088647,-6.0
2020-05-18,47.0,neutral,9234.830078125,0.011412191404273075,0.0731686657573769,0.2051906071464753,0.2809429019255185,0.44059387513263415,3.0
2020-05-19,48.0,neutral,9185.099609375,0.02474232744907212,0.08251954007541507,0.22054635447909332,0.29820365482393263,0.4479690803570915,9.0
2020-05-20,52.0,neutral,9375.7802734375,-0.0007242105578920688,0.060831187070992776,0.18885678160744757,0.2691572857634037,0.4436921343733995,13.0
2020-05-21,52.0,neutral,9284.8798828125,0.02207785528323991,0.08310291524242897,0.2132575044040541,0.271055711902237,0.4508523970580951,14.0
2020-05-22,50.0,neutral,9324.58984375,0.024393562049269013,0.08652179741484933,0.2131149996124997,0.27670065498021645,0.4650692578217457,11.0
2020-05-26,50.0,neutral,9340.2197265625,0.0287102620816706,0.060914005448337694,0.2183567474542274,0.269238848080666,0.46218936188787874,3.0
2020-05-27,53.0,neutral,9412.3603515625,0.02874409761018004,0.06423889713669184,0.2182353095585643,0.26223704140696813,0.45957012766934935,5.0
2020-05-28,50.0,neutral,9368.990234375,0.026344283616810182,0.04143770913145772,0.24507116332699108,0.2847478477348917,0.4661430879753543,-2.0
2020-05-29,52.0,neutral,9489.8701171875,0.03416379327998498,0.040493733706798984,0.22502623325632887,0.27445373237725623,0.4487806539600665,0.0
2020-06-01,58.0,greed,9552.0498046875,0.03901782370623774,0.053048270991409296,0.2244104796305686,0.2778251641218614,0.4380662527543633,8.0
2020-06-02,58.0,greed,9608.3798828125,0.035944677604316855,0.05685141581226749,0.2255406327138958,0.2695938735932104,0.43170131134514844,8.0
2020-06-03,60.0,greed,9682.91015625,0.03484897078252791,0.054190291771302856,0.233066271318064,0.27597077244258883,0.40603491573628636,7.0
2020-06-04,62.0,greed,9615.8095703125,-0.012799660877487629,0.08505168642663974,0.25381439196863,0.2842777331317474,0.4366434914669435,12.0
2020-06-05,66.0,greed,9814.080078125,-0.02295380779647549,0.053984639018119784,0.16751641704192144,0.26116554878006304,0.41446978382660915,14.0
2020-06-08,67.0,greed,9924.75,-0.020023725408700455,0.05720547117055852,0.1398906655394343,0.25587349492430533,0.4030489590417894,9.0
2020-06-09,67.0,greed,9953.75,-0.005814882111013442,0.05967600150696972,0.08980941149692323,0.2578124018899912,0.39763908074846155,9.0
2020-06-10,67.0,greed,10020.349609375,-0.01095963117242471,0.059587823138811835,0.11189329760395794,0.2557216087029148,0.39918571952895077,7.0
2020-06-11,56.0,greed,9492.73046875,0.04743833583181867,0.09461022599941815,0.15031074354183027,0.29983151169542155,0.48212571379661817,-6.0
2020-06-12,54.0,neutral,9588.8095703125,0.037263285317632455,0.09383547574020468,0.13189752336835503,0.29377995040402016,0.47819596838396317,-12.0
2020-06-15,53.0,neutral,9726.01953125,0.033976997109477214,0.08476959155551245,0.136811452526868,0.2726552807566367,0.4469290655181153,-14.0
2020-06-16,52.0,neutral,9895.8701171875,0.023797806277891187,0.058404157905597165,0.13080711246040444,0.2570941101436037,0.41874130533659537,-15.0
2020-06-17,52.0,neutral,9910.5302734375,-0.00013726324676555102,0.059801054020133027,0.11502305342634389,0.2708764539138895,0.428919464312689,-15.0
2020-06-18,51.0,neutral,9943.0498046875,0.007437375530155554,0.08287598425525533,0.09727704152643524,0.27306919690978404,0.41107408274250923,-5.0
2020-06-19,52.0,neutral,9946.1201171875,-0.018992369728027758,0.07382177429228798,0.08517493718842739,0.2833898896859024,0.4218087356810283,-2.0
2020-06-22,52.0,neutral,10056.48046875,-0.01813060530387156,0.06460007714242089,0.07182625553562905,0.2683999822875407,0.41732185286306756,-1.0
2020-06-23,52.0,neutral,10131.3701171875,-0.007165919821084832,0.03257701583002892,0.08214777681826924,0.2577291505354029,0.40866736716473606,0.0
2020-06-24,48.0,neutral,9909.169921875,0.024770991200346204,0.04581713394809683,0.07304550413472377,0.2925320710870909,0.4501426531414734,-4.0
2020-06-25,49.0,neutral,10017.0,0.01903063619971057,0.05183882711889787,0.0654157463561944,0.274943630983578,0.4336018417128382,-2.0
2020-06-26,45.0,neutral,9757.2197265625,0.06932616903368727,0.066091585027233,0.11851120259207093,0.3123339258099447,0.48613131322128966,-7.0
2020-06-29,48.0,neutral,9874.150390625,0.047572625413776715,0.067731400941339,0.12592272080370837,0.30638276829592725,0.4713498886870211,-4.0
2020-06-30,47.0,neutral,10058.76953125,0.043119634802498696,0.05259490610843698,0.10204831371878931,0.27751408227817387,0.44192091788687193,-5.0
2020-07-01,48.0,neutral,10154.6298828125,0.038713387068187055,0.05816456682849691,0.09974562288349653,0.2674021750200344,0.4301239976646274,0.0
2020-07-02,50.0,neutral,10207.6298828125,0.04014747317249756,0.06810297099873486,0.10961211325818732,0.2626124204541007,0.4341556508406079,1.0
